UM42009100919731036511197505131978011619730415トウショウボーイ　　　　　　　　　　ﾄｳｼｮｳﾎﾞｰｲ                                                                                       0                   00110300000000テスコボーイ　　　　　　　　　　　　00000000ソシアルバターフライ　　　　　　　　00000000Princely Gift                       00000000Suncourt                            00000000Your Host                           00000000Wisteria                            00000000Nasrullah                           00000000Blue Gem                            00000000Hyperion                            00000000Inquisition                         00000000Alibhai                             00000000Boudoir                             00000000Easton                              00000000Blue Cyprus                         100323保田隆芳　　　　　　　　　　000000藤正牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000トウショウ産業　　　　　　　　　　　　　　　　　　　　　　　　　002732000000000000000075748000000000002807748000000000010003001000000001010003001000000001000000000000000000006001001000000000003001000000000001000000000000000000000001000000000000001000000000000000000000000000000000006002000000000000000000000000000001002000001000000000001000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000006000000000000000001002001000000001001000000000000000000001000000000000000000000000000000000000000000015
UM42009092519731052751197504181978030519730419テンポイント　　　　　　　　　　　　ﾃﾝﾎﾟｲﾝﾄ                                                                                         0                   00110100000000コントライト　　　　　　　　　　　　00000000ワカクモ　　　　　　　　　　　　　　00000000Never Say Die                       00000000Penitence                           00000000カバーラップ二世　　　　　　　　　　00000000丘高　　　　　　　　　　　　　　　　00000000Nasrullah                           00000000Singing Grass                       00000000Petition                            00000000Bootless                            00000000Cover Up                            00000000Betty Martin                        00000000Theft                               00000000月丘　　　　　　　　　　　　　　　　200144小川佐助　　　　　　　　　　000000吉田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000高田久成　　　　　　　　　　　　　　　　　　　　　　　　　　　　003244000000000000000040154000000000003284154000000000011004001000000002011004001000000002000000000000000000009003001000000001002001000000000001000000000000000000000000000000000000000000000000000000000000000000000000005003001000000002003000000000000000002001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000003002000000000000005002001000000002000000000000000000000000000000000000000000000000000000000000000000018
