HR22002122119980711020201010909000000000000000000000000000000000000000000000000000000000000000000000000800000013001                          080000001000102000000110020100000022005                          2800000022001                          0208000000220001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201021212000000000000000000000000000000000000000000000000000000000000000000000000400000060002                          040000001500209000000100011100000016003                          4700000080002                          0409000000890002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201031313000000000000000000000000000000000000000000000000000000000000000000000000600000021001                          060000001300104000000240050200000186012                          4500000078004                          0406000000970003                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201041515000000000000000000000000000000000000000000000000000000000000000000000000600000024001                          060000001400210000000210030900000061010                          4600000033001                          0610000000970002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201051010000000000000000000000000000000000000000000000000000000000000000000000000400000130005                          040000001800403000000170031000000010001                          3400000273010                          0304000002970010                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201060909000000000000000000000000000000000000000000000000000000000000000000000000800000019001                          080000001200104000000160030900000019004                          4800000061002                          0408000000670002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201071010000000000000000000000000000000000000000000000000000000000000000000000001000000013001                          100000001100104000000170020700000035007                          4800000054002                          0410000000570002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201081515000000000000000000000000000000000000000000000000000000000000000000000000800000020001                          080000001200106000000210041400000014002                          45000000390035800000027001             06080000005400030814000000300001                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201091313000000000000000000000000000000000000000000000000000000000000000000000001300000027001                          130000001200107000000310051100000019003                          5800000027001                          0713000001840007                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201100908000000000000000000000000000000000000000000000000000000000000000000000000800000029002                          080000001100104000000110020600000014003                          4800000038001                          0408000000450001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201111312000000000000000000000000000000000000000000000000000000000000000000000000800000334010                          080000008601003000000200030200000028004                          3600000240015                          0308000007560027                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980711020201121311000000000000000000000000000000000000000000000000000000000000000000000000700000019001                          070000001100102000000190040400000054006                          2500000062003                          0207000000730003                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202011010000000000000000000000000000000000000000000000000000000000000000000000000900000230006                          090000004600606000000250030800000034004                          6800000084002                          0609000010330021                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202021111000000000000000000000000000000000000000000000000000000000000000000000000900000084004                          090000002400408000000150021100000030005                          7700000171006                          0809000001490006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202031010000000000000000000000000000000000000000000000000000000000000000000000000400000199007                          040000003900606000000250030300000025004                          4600000660022                          0406000005840020                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202041111000000000000000000000000000000000000000000000000000000000000000000000000600000026001                          060000001200108000000130020300000018004                          6700000035001                          0608000000450001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202051212000000000000000000000000000000000000000000000000000000000000000000000000800000082003                          080000002100205000000620090400000032005                          5600000402013                          0508000022120044                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202061010000000000000000000000000000000000000000000000000000000000000000000000000300000020001                          030000001300110000000150030100000058007                          3800000034001                          0310000000500001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202071010000000000000000000000000000000000000000000000000000000000000000000000000300000055003                          030000001700201000000190030500000041005                          1300000103004                          0103000001100004                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202081414000000000000000000000000000000000000000000000000000000000000000000000000900000263009                          090000003700704000000160020500000031006                          3600000177009                          0409000004110017                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202091010000000000000000000000000000000000000000000000000000000000000000000000000700000202005                          070000003700606000000120010300000013002                          6700000099004                          0607000002000008                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202100909000000000000000000000000000000000000000000000000000000000000000000000000200000169006                          020000002500608000000170030700000013001                          2800000266013                          0208000003620014                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202110909000000000000000000000000000000000000000000000000000000000000000000000000900000035001                          090000001400106000000160030500000090009                          6800000066002                          0609000000750002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119980712020202121111000000000000000000000000000000000000000000000000000000000000000000000000900000039002                          090000001900308000000240041000000033006                          7700000146006                          0809000001450005                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
