HR22002122120010324090201010909000000000000000000000000000000000000000000000000000000000000000000000000700000023001                          070000001100108000000220050200000014002                          7800000037001                          0708000000830004                                070800000033000402070000002300010208000000570007                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201021212000000000000000000000000000000000000000000000000000000000000000000000001000000029001                          100000001300101000000250050500000028006                          1700000086003                          0110000001200004                                011000000049000405100000006300050105000001280022                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201031313000000000000000000000000000000000000000000000000000000000000000000000001300000061002                          130000001600306000000100011100000031006                          5800000030001                          0613000000330001                                061300000018000111130000006000080611000000340004                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201041414000000000000000000000000000000000000000000000000000000000000000000000001200000061004                          120000002600409000001740110200000040005                          6700000289012                          0912000019930042                                091200000520004602120000013600160209000005840050                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22004041220010324090201051111000000000000000000000000000000000000000000000000000000000000000000000000500000041001                          050000001900406000000190030300000017002                          5600000080003                          0506000001200002                                050600000042000103050000004900040306000000420002                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201061616000000000000000000000000000000000000000000000000000000000000000000000000400000041002                          040000001500101000000190030900000101010                          1200000068002                          0104000000840002                                010400000039000204090000028400340109000003620039                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201071010000000000000000000000000000000000000000000000000000000000000000000000000100000017001                          010000001100102000000220040600000017003                          1200000080003                          0102000000820003                                010200000037000401060000002700020206000000760010                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201081313000000000000000000000000000000000000000000000000000000000000000000000001200000021001                          120000001200110000000230051100000023004                          7800000039001                          1012000000940002                                101200000043000211120000005600041011000000830009                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201091515000000000000000000000000000000000000000000000000000000000000000000000001400000114006                          140000004300603000000300041100000046007                          2800000505025                          0314000005750028                                031400000195002911140000023600340311000001680024                                                                                                                0000                                                                                            000000                                                                                                                                                                  
HR22002122120010324090201101616000000000000000000000000000000000000000000000000000000000000000000000001300000051003                          130000002000409000000180030500000014001                          5700000169008                          0913000002050008                                091300000076000905130000005200030509000000410002                                                                                                                0000                                                                                            000000                                                                                                                                                                  
