,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
êVäÉ,,,,,,,,,,,,,,,,,,
RX04115202,55.2,43.7,50.1,51.7,48.1,52.4,47.1,51.8,49.9, , , , , , , , , 
RX04115203,41.8,51.3,62.2,48.2,52.6,48,51.1,44.4,52,54.3,54.1,50.7,42.4,49.1,47.8, , , 
RX04115204,43.3,55.8,54.2,47.4,47.5,51.1,50.8, , , , , , , , , , , 
RX04115205,54.5,45.8,50.5,45.1,53.3,50.9,50.6,53.4,51.6,51.3,47.7,52,50.3,43, , , , 
RX04115206,50.2,49.2,52.4,48.5,47.2,46.9,51.4,52.5,52.5,49.2, , , , , , , , 
RX04115207,48.9,48.2,52.1,50.6,57.8,49.2,49.4,42.2,51.5, , , , , , , , , 
RX04115208,49.3,45,50.4,52.1,52.7,50,52.5,51.6,46.4, , , , , , , , , 
RX04115209,53.1,47.4,44.9,49.3,57.4,51.4,46.6, , , , , , , , , , , 
RX04115210,59.5,62.9,30.3,49.9,60.6,40.7,26.5,53.8,48.2,59.1,51.9,54.9,42.3,47.5,48.9,49.4,53.8,59.8
RX04115211,48.1,47.6,51.8,45.9,49.5,42.5,49,49.1,50.8,50.8,51.2,52.2,55.6,51.2,54.6, , , 
RX04115212,62.6,46.9,47.8,48.2,47.5,52.3,45,50.9,47.4,51.7,49.5,47.4,52.7, , , , , 
ìåãû, , , , , , , , , , , , , , , , , , 
RX05114501,51.4,47.6,47.4,53.3,52,47.8,49.1,53,46.5,48.2,50.6,50.9,52.2, , , , , 
RX05114502,47.9,45.6,51.8,56.9,48.4,49.3, , , , , , , , , , , , 
RX05114503,51.5,45.1,48.7,45.5,51.3,51,50.1,49.3,52.2,55.5, , , , , , , , 
RX05114504,47.9,49.8,60.7,51.9,42.3,49.9,41.4,49.5,51.6,52.4,54.8,49.5,48.4, , , , , 
RX05114505,42.3,55.1,53.5,53.3,53.6,47.2,49.4,52.7,53.5,49.8,46,46.2,54.5,42.3,50.7, , , 
RX05114506,52.6,45.9,52,43.2,45.1,56.3,52.3,46.7,51.1,55,49.9, , , , , , , 
RX05114507,46.2,52.7,47.5,50.2,52.7,55.7,51.5,47.5,46, , , , , , , , , 
RX05114508,48.8,47.3,50,45.2,48.5,48.8,49.5,42.5,56.4,54.5,55.3,55.1,54.1,44, , , , 
RX05114509,53.1,47.7,50.4,49.3,53.8,43.8,45.1,52.8,57.1,52,43.3,51.6, , , , , , 
RX05114510,54.5,40,39.4,48.6,52.3,55.3,50.7,49.4,58.2,52.6,50.3,49,46,54,51.7,47.9, , 
RX05114511,51.7,49.1,52.4,59,54.6,48.7,51.3,43.8,52.8,47.1,50.1,41.8,53.4,49.4,48.2,46.6, , 
RX05114512,50.5,49,43.7,56.9,47.3,58.8,53.1,45.7,51.7,54,44.9,43.9,50.5, , , , , 
ãûìs,,,,,,,,,,,,,,,,,,
RX08115401,46.8,52,54.2,64.2,44,54.4,47,50,43.5,50.7,49.3,56.1,44.6,42.4,42.8,57.9, , 
RX08115402,56,49.2,46.3,46.1,49.1,57.3,53.2,47.1,53.1,45.1,50.9,44,52.6, , , , , 
RX08115403,50.7,44.1,53.6,51.6,53,48.4,45.6,56.9,53.6,44,57,46.8,47.6,47.1, , , , 
RX08115404,47.4,47.9,55.2,47.1,50.2,49.9,52.3, , , , , , , , , , , 
RX08115405,55,53.7,46.3,52.7,48.2,46.7,51.2,52.6,46,49,48.3,50.2, , , , , , 
RX08115406,54.2,44.6,49.2,52.3,47,51.7,47.7,53.2, , , , , , , , , , 
RX08115407,47.2,49.2,46.3,50.2,60.2,54.3,48.1,51.4,52.3,48.1,54.8,43.8,45.1,49.1, , , , 
RX08115408,47.6,54.9,48.2,49.9,51.7,47.9,54.2,47.2,47.3,54.2,48.5,49.1,56,43.4, , , , 
RX08115409,47.9,57.9,47.7,52.7,49.1,52.4,46.3,52.7,56.2,43.8,42.2,50.6,47.1,50.3,53.1, , , 
RX08115410,50.9,47.1,52.3,52,44.7,43.9,55.2,52.2,45.7,49.8,57,47.8,46.3,52.7,52.4, , , 
RX08115411,45.5,40.3,51.4,64.3,47.8,39.3,45.3,43.6,57.3,55.4,47.1,46.5,43.2,34.7,49.9,71.5,48.3,68.6
RX08115412,53.3,39.7,48.4,52.3,52.6,48.1,49.2,49.7,53.4,45.9,53,53,48.4,53, , , , 
