,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18

éDñy,,,,,,,,,,,,,,,,,,
RX01102702,44.9,56.9,51.8,44.5,48.2,53.7,49.9,49.3,58,55.8,52,42.8,43.1,46.8,50.4,51.9, , 
RX01102703,47.8,49.4,49.5,47,48.9,52,51.1,53.5,50.5,47.3,55.8,50.9,46.2, , , , , 
RX01102704,55.5,50.3,45.1,48.1,54.7,50.4,49.2,47.3,47.2,40.8,58,53.2, , , , , , 
RX01102706,55.6,52,42.6,46,50,54.5,47.6,53.2,47.8,54.8,52.2,48.7,45, , , , , 
RX01102707,47.6,47.2,43.9,52.6,50.7,51.3,51,55.6,48.6,51.7,51.9,50,44.7,53.2, , , , 
RX01102708,46.5,50.6,47.9,58.3,49.4,54.6,44.7,47.9,46.4,51.4,48.6,52.1,51.5, , , , , 
RX01102709,52.7,45.1,53.3,48.3,52.4,48.7,45.8,44.9,50.8,45.9,51.9,51.5,52.5,51.9,51.5,52.8, , 
RX01102710,45.7,47.6,54.6,50.5,51.6,46.7,58.3,48.9,46.9,51.8,45.5,49.8,52.2, , , , , 
RX01102711,51.8,52,47.8,51.6,51.1,53.1,54.8,45.2,46.1,47.9,51.4,47.5,53.7,46, , , , 
íÜéR, , , , , , , , , , , , , , , , , , 
RX06104701,54.3,53.6,49.2,40.2,48.6,51.1,42,48.3,55.5,58.3,52.2,43.1,53.9,47.9,49.6,52.1, , 
RX06104702,47.1,49.3,53.2,46.9,53.9,47.4,46.1,47.6,47.3,49.1,58.5,53.5, , , , , , 
RX06104703,53,50.1,53.4,41,45.3,43.2,47.6,48,60.5,47.5,46.7,52.9,48.7,56.3,49,56.9, , 
RX06104705,50,46.5,46.2,53.1,51.5,52.9,47.3,50.6,51.9, , , , , , , , , 
RX06104706,50.7,51,43.3,42.1,57.5,59.6,42.6,50.5,48.2,47.8,55.5,48.7,41.1,50.9,50.9,59.4, , 
RX06104707,48.2,51.1,48.4,49.2,52,48.6,45.5,52.5,52.4,47.3,50.5,52.7,56.4,45.3, , , , 
RX06104708,47,47.7,45.6,53.2,50.6,56.7,55.7,57,47.4,47.9,46.3,57.3,46,45.7,46,49.8, , 
RX06104709,49.2,50.3,47.9,49.4,56.6,49,47.5, , , , , , , , , , , 
RX06104710,45.9,41.7,,44.8,59.4,58.3,46.5,49.3,55.4,45.2,47.5,52.4,47.5,51,55.1, , , 
RX06104711,50,43.6,50.4,48.7,48.9,50.7,54,50.3,50.1,51.3,46.8,55.4,49.7, , , , , 
RX06104712,47.3,43.2,52.9,47.9,55.8,52.2,44.4,46.5,59.1,56.6,45.3,52.2,57.9,46.6,47.1,45, , 
ç„ê_,,,,,,,,,,,,,,,,,,
RX09104701,47.8,45,45.1,47.6,44.8,49.2,58.3,50.2,49.6,52.5,46.3,60.5,47.7,49,48,58.4, , 
RX09104702,52.8,47.3,50.9,53.2,51.4,47.9,52.4,54.4,45.1,45.5,48.5,47.9,52.8, , , , , 
RX09104703,58.4,53.7,58.9,49.6,51.2,46.9,40.2,43,48.3,50.4,43.3,50.6,45.5,55.1,46,59, , 
RX09104704,52.3,49.1,51.6,46.5,45.6,42.7,58.5,49,56.5,48.3, , , , , , , , 
RX09104705,45.4,62.9,44,46.1,62.4,48.7,40,56.8,42.7,53.8,47.5,52.1,43.1,57.5,47.2,49.9, , 
RX09104707,52.2,52.6,47,45.2,49.6,42.4,49.6,50.3,47.7,50.2,58.4,47.9,53.6,52.5,50.7, , , 
RX09104708,41.8,59.6,54.4,53.2,34.5,46.5,45.9,49.9,67.3,50.8,43.8,51,52.8,61.5,63.2,39,55.6,29.2
RX09104709,51,44.8,50.1,45.7,49.3,52.9,53.6,51.2,48.1,53.1, , , , , , , , 
RX09104712,56.6,49,49.3,43.3,54.5,46.6,46,51.5,47.7,47.1,53.5,51,51.4,49.3,53.1,49.9, , 
