,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18

Tokyo,,,,,,,,,,,,,,,,,,
RX05103301,53.4,47.1,46.6,60.1,61.1,63.4,47.8,37.9,57.3,33,48.2,31.8,60.4,54.4,47.3, , , 
RX05103302,65.7,45.5,44.2,46.2,38.9,54.2,38.4,44.7,43.1,60.4,39.5,53,42.5,59.2,53.1,71.4, , 
RX05103303,53.3,47,48.3,46.3,74.9,64.7,57.7,43.7,43,44.5,52.9,65.4,36.1,50.1,44,44.4,44.4,39.4
RX05103306,63.8,59.7,46.6,35.8,60.6,50.5,49.3,52.3,56.9,63.8,51.6,36.4,48.9,34.1,39.7, , , 
RX05103307,48.3,47.9,44,45.8,65,39,29.7,46.2,49.8,68.8,52.6,54.7,42.2,56.7,59.1, , , 
RX05103308,43.2,54.9,62.1,45.3,57.2,36.8,38.7,48.2,49.9,61.1,69.6,61,53.7,56,34,44.7,42.3,41.1
RX05103309,58.7,50,46.3,55.6,70.4,42.2,42,37,60.9,51.7,45.4,58.7,31.8,58.4,43.5,47.4, , 
RX05103310,50.9,55.2,64,51.8,49.3,46.1,52.3,52.7,21.6,56.9,51.5,49.4,37.8,57,61.3,42.1, , 
RX05103311,45.7,40.5,39.9,75.5,52.7,46.3,37.3,49.8,58,48.3,54.3,62.6,45.7,52,54.4,37, , 
RX05103312,59.8,44.2,40.7,43.6,43.4,51.4,71.7,49,66.2,55.2,50,36.4,36.6,51.3,56.2,44.4, , 
Kyoto, , , , , , , , , , , , , , , , , , 
RX08104301,61.1,42.1,62.6,64.3,50,47.1,34.8,53.1,42.4,41.9,46.3,49.7,44.8,71.6,43.1,45.2, , 
RX08104302,56.1,64.8,57.2,38.1,49.3,45.1,74.2,48.7,53.1,45.8,49.2,49.3,44.3,32.8,49.1,55,53.5,34.4
RX08104303,42.4,47.2,56.7,45.1,65.3,43.7,27.1,57,39.2,52,57.8,59.7,47,62.7,42.8,54.2, , 
RX08104305,51.8,45.6,63.8,58.5,48.5,48.9,47.2,60.3,50,46.9,46.1,45.5,70.6,44.4,26,45.9, , 
RX08104306,62.3,42.6,50.8,49.3,44.3,62.9,40.5,36.6,42.9,49.4,49,69.3, , , , , , 
RX08104307,67.5,49.3,45.2,67.2,43,46.6,59.8,48.1,57.2,48.8,40.8,36.1,36.8,60.8,52.2,40.6, , 
RX08104308,51.4,53.4,50.7,29.7,48.8,48.5,58.7,66,43.5,61.6,48.4,65.1,41.4,54.3,41,37.7, , 
RX08104309,58.9,46.8,45.7,59.8,64.7,36.3,41.2,46.7,59.9,39.8, , , , , , , , 
RX08104310,52.6,58.9,42.9,63.5,59,50.1,57,56.8,48.2,38.1,28.2,38,56.3,50.4, , , , 
