,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
íÜéR,,,,,,,,,,,,,,,,,,
RX06134501,49,54.9,45,48.9,45,50.3,61.1,48.6,47.8,42.8,50.4,45.9,58.5,49,45.6,57.3, , 
RX06134502,48.2,50.6,56.5,52.1,58.3,56.7,47.2,44,43.7,52.4,53.1,46.6,41.7,57.5,41.3, , , 
RX06134503,39.6,51.8,54.1,61.6,51,51.9,47.3,44.4,45.9,52.7,48.8,45.4,50.5,49.3,58.2,47.6, , 
RX06134505,50.8,48.9,53.3,49,48.9,48.4,53.2,45.9,51.7,52.4,49.3,48.1, , , , , , 
RX06134506,44.7,54.7,51.1,48.7,50.5,45.4,56.9,47.9,52.1,43.7,52,45.8,43.7,48.6,55.8,58.4, , 
RX06134507,46.9,50.4,39.7,60.8,49.9,48.2,44.1,45.5,54,50,56.6,47.9,48.8,55.7,51.6, , , 
RX06134508,55.6,53.7,46.5,49.9,48.2,37.5,48.7,52.8,47.8,55.5,52.8,49.5,51,54.5,49.2,46.9, , 
RX06134509,52.1,48.8,44.6,53.4,51.9,53.7,45.1,47.5,58.5,44.4, , , , , , , , 
RX06134510,44.4,54.2,50.1,44.8,54.5,52.8,47,49,54.9,46.9,50.7,48.6,54.1,48, , , , 
RX06134512,52,51.1,48.8,52.3,48,59.1,49.9,47.4,42.4,51.1,48.4,57,40.7,50,54.8,47, , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09134501,59.1,45.4,44.6,57.7,46,51,47.1,43.2,46.5,54.7,54.7,50.3,49.6, , , , , 
RX09134502,43.7,51.8,58.6,48.9,49.1,48.6,49.5,41.7,48.6,55.2,43.5,50.2,46.9,54.8,58.8, , , 
RX09134503,58.1,43.8,51.6,53.5,48.7,48.3,40.7,52.1,50.2,57.4,54.8,56.6,43.9,47.6,52.5,40.1, , 
RX09134504,59,44.3,58.1,55.9,47.8,44.8,50.3,53.5,44.3,50,38,49.9,51.6,49.7,51.7,51.1, , 
RX09134505,56.7,45.9,55,48.1,54.6,54.3,49.9,45.2,50.3,42.7,48.7,48.5, , , , , , 
RX09134506,55.1,48,52.2,56.4,50.1,45.3,50.3,48.8,51.1,42.1,44.1,47.5,49.9,54,53.3,51.8, , 
RX09134507,32.6,48.6,37.4,49,60.8,44.2,47.5,63.1,61.6,58.4,37.8,63.2,41.9,35.8,59.1,53.7,52.5,52.9
RX09134508,51.3,46.1,51.6,49.2,52.9,52.7,47.4,46.7,45.3,49.9,53.6,53.3, , , , , , 
RX09134510,50.2,51.2,54.3,48.1,45.6,48.4,51.3,50,44.2,56.6, , , , , , , , 
RX09134511,46.8,53.7,57.7,52.4,54.6,46.7,48.5,51.8,44.2,47.3,47.9,48.4, , , , , , 
RX09134512,43.2,43.9,47.7,41.2,52.5,54,45.8,50.6,54.2,52.1,51.3,52.8,46.6,51,60.5,52.9, , 
,,,,,,,,,,,,,,,,,,
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
,,, , , , , , , , , , , , , , , , 
