,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
éDñy,,,,,,,,,,,,,,,,,,
RX01121102,47.2,47.8,43.1,55.6,50.3,53.3,48.5,46.3,52.4,51.5,53.6,50.3, , , , , , 
RX01121103,51.4,59.4,48.8,56.3,45.6,49.6,45.3,46.5,43.9,49,54.6,47.2,52.5, , , , , 
RX01121104,46.8,53.4,46.3,44.9,46.4,48.7,51.9,56.3,55.2,46.6,44.5,49,52.4,57.8, , , , 
RX01121106,47.4,47.1,53.2,50.2,49.2,52.1,52.5,49.9,47.2,46.6,60.4,44.2, , , , , , 
RX01121107,51.5,48.6,53.4,42.7,49.7,48.7,51.3,49,48,53.3,48.2,55.5, , , , , , 
RX01121108,48.1,51.3,45.6,46.8,50.6,42.2,55.1,42.2,43.6,53.6,52.6,53.1,60.4,54.8, , , , 
RX01121109,46.7,50.2,51.5,53.4,52.5,43.4,54.5,52.7,46.9,49.6,46.2,52,50.3, , , , , 
RX01121111,55.6,48.3,47.7,47.1,52.4,47.3,52,50.7,56.7,44.9,54.3,45.4,47.7, , , , , 
êVäÉ, , , , , , , , , , , , , , , , , , 
RX04122301,48.7,44.8,52.1,49.7,52.6,46,52.7,44.9,53,51.6,50.5,53.2, , , , , , 
RX04122302,47.6,46.2,53.5,59.7,47.9,51.6,51.8,48,56.8,44.4,49.6,45.9,48.4,51.8,46.7, , , 
RX04122303,50,51.9,47.4,49.8,48.2,45,52.9,52.7,47.2,47.6,51.6,52.1,51.5,44.4,57.8, , , 
RX04122305,55.5,47.2,45.4,52.6,51.2,47,46.1,55,44.4,46.1,54.9,54.7, , , , , , 
RX04122306,50.6,44.6,50.6,48.6,56.1,53.4,55.4,56.9,45.1,43.2,48.2,46.8,58.8,44.5,47.1, , , 
RX04122307,54.9,51.8,39.6,52.5,31.3,43.4,40.3,61.4,41.2,66.7,45.2,62,59.4,58.4,55.9,36,46.3,53.8
RX04122308,50,49.2,46.1,48.5,52.1,47.2,58.1,51.4,50.8,49.4,45.2,51.4,56,44.1,50.5, , , 
RX04122309,47.9,49.3,54.6,47.1,50.6,50.6,46.9,46,53.3,49.6,54.2, , , , , , , 
RX04122310,47.7,53,47.3,39.8,52.7,57,45.9,49.7,46.6,57.3,43.7,49.6,55.2,54.8,49.7, , , 
íÜãû,,,,,,,,,,,,,,,,,,
RX07122701,42.8,54.9,46.1,49.1,59.8,50.3,53.3,52.2,52,47.2,44.8,58.2,45.2,47.6,45.9,50.6, , 
RX07122702,64.9,59.8,56.6,46.5,54.8,42.8,42.2,58.3,56.6,49.9,39,41.5,65.8,62.5,39,38.1,45.4,36.2
RX07122703,48.5,49.5,52.7,55.5,52.7,34.9,50.8,49.5,52.3,37.8,45.9,50.9,55.9,51.7,54.5,57, , 
RX07122705,47.1,45.9,57.6,45.5,56.4,44.4,54.7,61.5,48.3,48.2,42.8,48.1,49.2,55.3,45.7,50.7,48.6, 
RX07122706,45.3,47.1,47.9,51.2,46.8,56.8,42,58.7,56.4,53.2,44.6,49.1,45.5,52,53.4, , , 
RX07122707,42.1,49.8,60.4,53.7,50.6,42.2,42.1,56.5,51.1,44.7,48.5,49.5,55.3,46.9,59.4,47.3, , 
RX07122708,42.1,49.8,60.4,53.7,50.6,42.2,42.1,56.5,51.1,44.7,48.5,49.5,55.3,46.9,59.4,47.3, , 
RX07122709,50.1,51.9,46.8,49.3,46.6,49.2,51.8,47.3,57,51.3,48.7, , , , , , , 
RX07122710,50.3,46.6,42.2,51.6,47.6,45.2,45.3,51.1,55.9,52.4,45.1,61.1,52.4,48.8,51.5,52.9, , 
RX07122711,34.3,58.7,53.7,50.9,55,50.1,45.5,52.8,60.4,58.2,58.8,40.6,59,47.4,51.8,58,42.2,22.6
RX07122712,52.2,52.7,52.7,53.7,50.8,48.4,42.3,41.9,50.8,55.6,52.9,46, , , , , , 
