ìåãû,,,,,,,,,,,,,,,,,,
RX05133201,47.1,56.8,46.5,51.9,45.3,42.8,44.2,53.6,47.5,45.2,56.6,46.2,58.6,48.7,59,50.1, , 
RX05133202,54.2,53.1,55,56.4,45,47.8,60,48.3,45.1,57.1,51.4,48,43.3,47.3,42,46, , 
RX05133203,63,30.3,47.9,66.4,58.2,44.9,47,46.7,49.4,54.5,41.3,66,48.5,43.7,35.3,45.9,49.4,61.3
RX05133204,59.1,50.2,55.3,54.1,43,48.6,47.5,55.9,44,52.7,54.3,45.2,45.6,50,54,40.4, , 
RX05133205,49.6,48.2,51.4,52.4,56.1,45.5,53.6,49.4,48.5,44.6,55.6,45.1, , , , , , 
RX05133206,70.9,51,52.7,35.2,54.4,54,49.5,59.7,36.2,35.6,52.7,42.2,66.8,56.4,43.7,49.8,47.4,41.9
RX05133207,53.8,49.5,49.9,51.8,50.5,45.8,52.3,42.2,51.6,45.3,46.2,49,51.6,58.8,51.8, , , 
RX05133208,47,50.3,53.6,54.7,38.2,46.9,53.8,40.2,43.7,56.2,55.2,47.8,50.1,53.6,50,58.6, , 
RX05133209,49,46.1,51.2,56.7,46.9,46.3,55.2,47.3,57.3,47.2,46.8,52.1,49.7,48.2, , , , 
RX05133210,43.6,48.1,52.3,54.5,49.8,48.6,55.9,51.7,46.1,49.4,53.2,48.4,43.4,55.4,49.5, , , 
RX05133211,48.7,51,71.2,41.8,46.5,39.1,50.7,50.1,39.2,57,35.7,52.9,36.7,55,58.3,56,67.5,42.4
RX05133212,50.1,53.2,56.8,52.8,46.5,45.8,43.5,40.2,43.9,55.9,42.7,50.8,47.4,58.3,62.4,49.6, , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09133201,50.5,56.8,50.4,48.1,52.5,47.7,42.7,41.3,45.6,44.6,57.6,54.5,55,51.4,48,53.1, , 
RX09133202,57.9,51.8,45.8,56.6,48.7,45.5,48.2,47.9,56.5,51.5,40.9,44.1,43,59.8,55.9,45.9, , 
RX09133203,51.7,53.8,55.1,40.2,48.8,47.3,51.5,47.7,41.2,43.4,52,58.1,50.7,50.4,50.1,58, , 
RX09133205,47.2,45.4,43.3,56.2,56.1,52.7,49, , , , , , , , , , , 
RX09133206,59.1,54,41.6,56,42.4,65.4,50.2,72.2,34.8,48,51.8,40.3,57.4,52.1,46,36.3,52.4,39.9
RX09133207,45.8,53.9,47.1,53.2,47.6,51.9,50.4,50.5,59.8,57.6,50.6,47.9,44.4,44.5,45.9,49, , 
RX09133208,49.5,52.1,56.2,48.9,52.9,52.1,46.3,46.9,47.1,50.6,48.9,52.4,46.1, , , , , 
RX09133209,49.6,43.2,45.3,52,48.2,57,53,48.9,48.7,49.3,54.6, , , , , , , 
RX09133210,51.1,53.6,47.4,55.9,57.4,52,45.7,46.9,44.3,55.9,47.1,49,39.4,50.6,55.5,48.3, , 
RX09133211,53.4,45.9,53.4,47.9,52.5,52.1,48.5,47.3,49,51.8,49.3,47.2,53.5,48, , , , 
RX09133212,57.8,56.8,48.5,50.6,45,53.1,45.3,53.8,39.6,44.9,56.4,50.3,55.9,47,47.9,47.2, , 
