tokyo,,,,,,,,,,,,,,,,,,
RX05094401,35.8,44.5,44.9,50.2,52.5,51.3,50,41.9,34.9,57.5,55.8,58.6,62.1,62,47.9,,,
RX05094402,43.5,62.4,59.5,40.6,52.6,45.9,45.5,54.3,46.6,51.4,48.2,50.9,,64,49,34.9,49.2,44.5
RX05094403,42.5,60.6,41,48.2,59,55.1,43.2,51.9,55.6,38.8,59,45.2,,,,,,
RX05094404,60,46.5,57.7,44.7,49.6,54.5,36.7,49.4,50.9,,,,,,,,,
RX05094405,48.9,47.4,43.8,46.6,49.7,46.7,45.3,52,53.1,62.1,45,48.9,47.9,45.7,72.6,44.4,,
RX05094406,45.8,43.9,66.2,51.6,47.8,45.6,55.6,50.9,43.3,35.5,38.4,50.2,50.6,53.7,52.9,68,,
RX05094407,40,50.8,55.3,49.3,51.2,44,56.6,40.8,52,49.7,67.5,,55.3,47.3,60.5,43.7,43.9,50.4
RX05094408,37.6,57.5,58.3,43.9,48.8,64.7,50.6,42.5,49.1,66.5,38,56.9,39.5,53.1,46.6,46.3,,
RX05094409,44.5,47.4,56.2,56.1,44.3,65,36.4,44.9,49.7,50.9,56.3,58.4,46.9,48.7,49.7,44.4,,
RX05094410,42.3,60.3,50.5,63.6,42,43.6,44.2,29.3,54.6,58.8,51.6,45.3,38.3,58.4,47.8,59.9,58.6,50.8
RX05094411,40.3,53.9,59.4,51.8,47.6,44.9,52.5,50.3,66.2,31.6,45.1,49.9,42,43.7,55.9,58.1,55.3,51.5
RX05094412,38.6,46.7,63.2,49.8,53,53,59.6,39.2,56.4,42.9,53.5,41.7,48.9,52.7,42.3,58.5,,

RX08094401,45.6,54.4,57.4,47.6,36.6,40.2,45,57,45.6,49.4,67.7,63.5,42.2,40.3,49.4,58,,
RX08094402,30.9,45.6,36.3,56.6,41.4,58,59.3,49.8,49.5,44,58.6,55,58.9,50.6,55.3,,,
RX08094403,46.8,66.8,52.5,53.3,60.4,40.6,42.1,43.2,44.4,,,,,,,,,
RX08094404,,48.6,48.8,59.2,54.7,53.2,64,57,42.1,45,38.5,52.1,51.2,,,,,
RX08094405,48.1,44.8,45,39.3,49,41.6,37.6,61.6,57.4,42.5,47.8,63.6,59.5,51.8,54.6,56,,
RX08094406,69.7,50.6,45.5,64.2,54.3,61.7,56.2,45.8,37,44.2,49.2,40.8,38.3,49.8,48.8,44.1,,
RX08094409,57.1,46.5,49.1,54,53.6,45.1,58,57.6,42.4,38.7,48.2,59.9,46.2,48,33.7,61.9,,
RX08094410,60.8,59.1,52,53.1,65.7,52.9,37.6,52.2,47.7,38.4,44.3,52.9,44.8,50.3,59.9,53.7,41,33.7
RX08094411,51.4,39.8,45,64.9,48.7,34.7,53.3,49.9,42.8,43.8,49.4,61,47.4,53,63.9,55.9,52.5,42.6
RX08094412,52,49.1,26.1,55.5,51.8,58,45.7,50.3,44.7,52.7,47.3,62.3,37.5,49.4,57.7,59.9,,
