,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
êVäÉ,,,,,,,,,,,,,,,,,,
RX04112201,51.1,48.7,59.5,49.3,46.3,55.5,51.8,46,39.1,50.1,52.5, , , , , , , 
RX04112202,53.4,,50.8,51.2,48.2,46.2,57.8,44.1,53.7,46.7,51.4,54,45.8,50,45.1, , , 
RX04112203,46.6,48.9,50.6,55.6,48.3,43.9,49.3,54.5,55.6,48.2,48.5, , , , , , , 
RX04112205,51.1,53.2,46.7,52.3,46.6,46.8,47.1,49.3,49.1,53.6,55.9,52.8,49,50.1,46.5, , , 
RX04112206,46.1,56.5,50.4,46.6,49.8,50.9,49.8,57,49.3,52.1,55.4,43.9,45,58.3,41.6,47, , 
RX04112207,52.8,51.5,49.5,52.2,47.2,48.5,52.6,48.5,54,49.2,47.6,46.4, , , , , , 
RX04112209,47.9,57.9,57.3,45.5,52,53.7,47.8,45.7,40.4,46.5,52.1,58.2,45.2, , , , , 
RX04112210,48.2,54.9,55.6,46.4,51.7,49.2,41,54.4,44.4,55.3,47.1,56.4,47.5,55.1,42.7, , , 
RX04112211,50.9,48.1,49.4,46,45.7,49.9,48.5,55.2,55.2,50.7,46.5,53.9, , , , , , 
RX04112212,50.7,53,46.9,47.6,50.6,50.5,52.7,45.1,52.8,51.4,50.1,50.9,54.5,46.9,46.3, , , 
ìåãû, , , , , , , , , , , , , , , , , , 
RX05113401,46.6,54,49.8,49.9,45.5,41.3,53.4,49.9,51.9,50.9,47.9,58.8, , , , , , 
RX05113402,49.7,51.9,48.4,59,50.9,42.7,45.8,58.3,49.8,53.8,49.7,46.3,43.7, , , , , 
RX05113403,47.5,54.2,58.8,45.6,50.2,55.7,47.5,60,47.6,47.5,44.5,46.8,46.5,50,47.6, , , 
RX05113404,48.9,50.6,46.2,53.5,47.7,49.9,55,48.7,45.1,46.4,55.9,45.2,60.9,46, , , , 
RX05113405,49.8,48.7,50.9,49.5,43.6,47,46.6,51.3,46.1,59.4,52.9,46.8,52.1,48.5,56.7, , , 
RX05113406,44.2,53.8,46.9,51.6,50.4,49.7,50.5,47.6,48.7,56.6, , , , , , , , 
RX05113407,52.5,45.3,52.9,51.6,45.9,52.5,49.6,50.9,48,52.6,53.4,48.1,46.5, , , , , 
RX05113408,54.4,52.1,47.2,62.6,52.4,45.2,38.6,54.5,47.6,49.8,47.2,55.3,35.3,56.5,51.2, , , 
RX05113409,50.2,52.4,48.7,47.2,44,46.7,50.3,57.7,45,55.8,50.5,46.7,63.4,51.7,40.2,49.6, , 
RX05113410,44.2,48.7,66.8,48.7,34.1,54.8,46.5,44.6,59.2,49.2,28.7,62.7,48.8,46.9,65.8,56.8,51,42.6
RX05113411,77,53.2,52,41.6,47,58,61.7,48.9,47.2,35.2,49.4,37.3,45.1,42.6,43.3,59.4,56.8,44.4
RX05113412,43,51.8,51.5,48.4,62.7,51.1,49.7,54.5,55.9,51.4,39.7,34.9,48.7,52.8,44.7,59.1, , 
ãûìs,,,,,,,,,,,,,,,,,,
RX08113C01,47.6,47,46.8,51.4,53.8,50.8,45.5,49,49.2,51.1,51.6,50.1,56, , , , , 
RX08113C02,59.2,46.8,47.7,59.7,49.8,45.6,41.1,42.5,50.4,58.5,57.3,48.5,50.9,48.5,44,49.6, , 
RX08113C03,53.8,62.3,51.1,36.5,42.6,42.2,46.1,42.2,49.6,49.6,63.2,45.7,56.5,61.2,51.4,46.4,49.5, 
RX08113C06,46.2,47.2,47.8,54.2,42.2,51.7,49.4,47.5,46.3,48.2,50.6,48.7,59.8,52,58.4, , , 
RX08113C07,46.1,56.7,47.2,42.8,50.7,55.6,54.7,49.3,52.2,51.3,42.7,50.8, , , , , , 
RX08113C08,43.8,52,53.4,50.4,47.9,52.6,43.1,55.5,53.3,48.1,42.9,58,49.1, , , , , 
RX08113C09,48.4,52.1,50.8,53.4,53.8,50.8,49.2,50.6,40.9, , , , , , , , , 
RX08113C10,46.1,53.3,47.3,46.6,49.2,47.5,52.3,51.3,47.8,47,55.7,46.6,54.6,57.3,47.5, , , 
RX08113C11,50.2,51.7,44.8,46.8,48.6,58.2,52.2,46.7,49.9,50.8, , , , , , , , 
RX08113C12,48.8,50.2,51.4,50.1,48.4,48.6,46.7,49.9,57.5,53.3,45.2, , , , , , , 
