Fukushima,,,,,,,,,,,,,,,,
RX03101302,28.7,58.6,50.4,50.6,53.2,64.9,45.7,44.2,45.8,45,53.5,50.1,58.2,40.6,40.8,69.8
RX03101303,39.7,63,49.7,48.8,65,68.6,44.7,44.1,59.3,,54.4,45.9,38,49.7,41.5,
RX03101304,43.4,70.7,65.5,44.1,26.7,45.5,49.7,44,44.4,48.1,53.6,50.1,59.4,54.1,51.2,49.5
RX03101305,75.4,49.7,54,46,44.1,50.7,38.4,33.6,57.1,49.5,43.8,42.2,59.3,43.2,53.9,59.2
RX03101306,58.7,48.1,30.7,48.1,47.5,63.8,64.1,56.3,57.3,38.5,33.1,40.9,55.2,54.5,51.4,51.8
RX03101307,51.4,39.7,52.1,37.6,52.8,55.9,64.9,59.4,52.9,47.5,53.7,64.8,28.5,46.1,42.7,
RX03101308,50.2,75.4,42.6,35.3,56.5,40,39,47,60.2,47.3,61.9,50.2,43.5,50.2,47.5,53.3
RX03101309,40,41,48.8,52.9,64.8,48.2,65.8,50.9,69.3,41.7,50.3,39.7,44.9,53.9,37.9,
RX03101310,48.1,38.2,48.3,46,54.9,68.9,54.3,50.9,47.4,39.9,35.2,41.2,65.3,49.5,45.3,66.5
RX03101312,47,53.9,63.4,72.3,53.5,39.6,59.7,36.8,55.6,36.2,39.3,46.3,42.5,50.4,51.8,51.7
