,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18

éDñy,,,,,,,,,,,,,,,,,,
RX01102501,49.1,54.5,55.1,49.9,50.8,45.5,48.8,45.6,50.5, , , , , , , , , 
RX01102503,53.9,44.9,48.1,51.5,47.3,50.6,51.7,48.1,53.9,55.3,47.2,46.4,51, , , , , 
RX01102505,48.4,53.3,52.6,49.1,55.4,47.4,46.5,50.7,45.6,57,43.8,51.1,49.1, , , , , 
RX01102506,51.1,48,53.3,45.2,45.7,51,56.8,46.6,49,57.4,50.5,45.4, , , , , , 
RX01102508,49.5,51.2,45.9,56.9,41,50.7,48.7,47.4,49.3,52.5,55.3,51.5, , , , , , 
RX01102509,51.5,50.1,51.2,48.4,48.1,50.6,51.5,52.1,49.8,46.6, , , , , , , , 
RX01102510,49.7,49.6,52.8,49,46.5,49,53.9,49.6, , , , , , , , , , 
RX01102512,48.6,46.8,50.6,48.3,57,47.7,50.3,54.2,48.8,45.4,51.8,50.4, , , , , , 
íÜéR, , , , , , , , , , , , , , , , , , 
RX06104501,52.2,45.1,48.4,44.5,51.1,58.3,53.1,46.3,46.5,51.6,51.6,50.2,61.2,51.1,46.7,42.1, , 
RX06104502,63.7,47.5,48.7,52.9,52.5,51.3,46.6,50.6,44.9,44.2,49.8,46.6,45.4,51.2,54.5,49.6, , 
RX06104503,43,45.1,47.3,49.2,53.3,59.5,55.2,38.6,51.5,51.2,56.6,42.9,54.4,51.7,55.9,44.6, , 
RX06104505,49.7,46.9,53.5,52.4,56,44.9,48,52.7,46,46.9,49.4,60.1,43.6, , , , , 
RX06104506,49.9,45.4,46.6,51.6,52.1,53.2,60.8,43.1,48.1,45.2,45.8,47.3,61.6,45.4,44.2,59.8, , 
RX06104507,47.5,51.9,50.6,50,47.9,48.5,55.4,52.1,46.1,47,52.7,48.6,46.6,55.2, , , , 
RX06104508,63,48.3,52.7,52.9,47.6,47.1,45.3,43.8,52.8,54.5,60.3,41.8,49.9,46.4,53.5,40.2, , 
RX06104509,49.9,55.3,47.4,53.5,53.7,53.3,47.7,49.5,41.7,47.7,46,58.7,51.1,44.5, , , , 
RX06104511,51,52.3,44.3,49,48.2,46.8,60.1,53.2,47,51.7,49.3,52,50.5,44,50.3,50.3, , 
RX06104512,52,47.3,53.8,43.6,45.6,51.2,60.3,46.6,43.9,48,52.7,55.3,49.6,49.5,49.8,50.8, , 
ç„ê_,,,,,,,,,,,,,,,,,,
RX09104501,49.6,50.6,42.2,49.6,45.1,51.6,50.8,51.2,47.3,59.5,51.7,51.2,52.1,43.8,52.7,50.9, , 
RX09104502,46.7,44.6,45,61.2,49.6,52.1,50,53.9,52.8,43.5,51.5,49.5,49.6, , , , , 
RX09104505,48.2,47.1,48.5,56.3,41.7,62.9,49.8,60.1,48,54.3,50.7,50.7,41.8,46.8,44,, , 
RX09104506,46.2,56.5,40.6,47.8,44.8,56.9,58.5,45.7,54.9,60,50.1,47.3,50.8,43.5,45.7,50.6, , 
RX09104507,48.8,48.4,54.1,48.3,55.5,53.4,50.8,48.2,52.4,61.1,48.8,41.7,48.7,36,51.3,52.4, , 
RX09104508,54.4,51.4,50.1,47.6,54.9,45.8,51,48.8,49.2,47,45.7,52,52, , , , , 
RX09104509,48.6,52.8,50.3,58.3,46.5,49.9,42.2,48,47.9,51.1,54.5, , , , , , , 
RX09104510,47.5,58.6,41.4,53.8,49.2,44.1,51,43.8,57.4,48.6,49.3,42.6,64.4,50.6,49.3,48.2, , 
RX09104511,52.3,46.2,45.2,51.7,41.3,58.3,55.4,54.6,50,51.1,51.1,42.9, , , , , , 
RX09104512,48.5,53.4,45.9,47.8,48,45.7,48.1,56.8,50.5,52.2,48.9,53.3, , , , , , 
