Nakayama,,,,,,,,,,,,,,,,
RX06101201,60.8,58.8,53.7,42.8,37.3,59.6,71.4,36.4,43.1,51.1,53.1,42.5,35.2,50.7,50.5,52.8
RX06101202,46.1,49.2,57.4,58.8,56.4,61.7,53.6,53.8,48.9,26.4,35.4,59.7,43.7,62,46.1,40.9
RX06101203,17,17.6,23.1,24.7,17.7,13.8,15.7,19.1,19.7,21.7,18.4,16.4,12.8,16.9,21.4,
RX06101204,38.2,66,50.1,64.5,52.2,49.1,49.8,41.3,43.9,60.5,58.3,60.5,48.1,41.7,30.2,45.5
RX06101206,63.5,63.8,52,56.5,57.1,49.1,58.3,55.3,38.5,48.3,48.1,28.2,52.7,34.7,52.4,41.5
RX06101207,63.3,57.5,35.6,49.1,45,42,37.7,59.6,45.7,55.9,46.4,73.9,40.8,50.4,48.5,48.6
RX06101209,22.1,21.9,19.7,21.4,21.4,27.2,24.6,24.9,21.3,,,,,,,
RX06101211,47.6,34.7,51.1,64.9,45.4,61.2,59.8,28.9,48.7,47.2,65,51.7,48.7,43.6,45.1,56.6
RX06101212,60.8,51.2,36.1,44.5,47.8,53.4,40,68.6,59.8,38.4,67.4,41.5,42.9,53.6,45.3,48.4
Kyoto,,,,,,,,,,,,,,,,
RX08101201,50.3,71.5,41.6,57.6,56.4,39,33.8,58.9,43.4,43.2,40.5,45.3,51.8,54.2,49.1,63.5
RX08101202,65.6,27.9,46.6,60.8,52.2,46.2,49.5,53.3,49.6,65.4,44.2,44.8,36.5,59.3,44.6,53.7
RX08101203,55.1,43.6,43.4,38.2,39.2,42.3,51.6,46,47.9,39.5,63.9,73.3,46,51.3,56.8,61.9
RX08101204,68.6,42.7,39.4,48.5,33.6,61.2,54.3,56.4,53.9,49.7,49.2,39.6,41.5,61.4,,
RX08101205,46.5,44.9,48.7,52.3,45.6,25.8,44.7,63.8,67.2,60.8,56.3,42.8,58.8,43.5,47.4,50.8
RX08101206,65.2,42.2,48.3,50.2,62.4,40.5,45.4,64.8,45.1,37.2,43.6,54,52.4,58.2,31.9,58.7
RX08101207,44.5,50.8,45.8,58.6,56.8,39.7,56.7,39.3,69.3,39.2,50.6,43.4,57.9,31.7,60.1,55.7
RX08101209,38.9,35.2,43.8,61,54.9,39.4,40.6,55,62.8,47.4,52,66.3,52.7,,,
RX08101212,58.3,59.2,37,44.5,55.8,55,40.6,67.5,43.8,34.5,59.7,60.2,36.2,45.7,49.7,52.5
