,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
”ŸŠÙ,,,,,,,,,,,,,,,,,,
RX02122401,54.6,53.8,47.9,47.5,46.1,47.7,51.3,54.8,46.3, , , , , , , , , 
RX02122402,48.5,57.7,45.2,47.9,50.9,46,51.4,56.3,50.1,46.3,56.5,49.7,43.6, , , , , 
RX02122403, ,58.5,51.1,46.9,46,49.6,54.3,50.8,54.5,47.3,48.5,48.7, , , , , , 
RX02122404,49.1,45.3,59.2,46.6,52.9,54.1,50.3,51,45.7,43.9,45.3,50.9,55.8, , , , , 
RX02122405,48.8,49.1,43.1,49.8,55.6,57.3,45.5,44.2,53.3,49.1,51.6,51.1,50.7,50.7, , , , 
RX02122406,52.3,41.6,53.6,49.8,48.9,50.8,48.5,50.4,50.2,52.4,51.6, , , , , , , 
RX02122407,53.9,46.6,55.2,45.8,47.9,59.2,41.9,49.1,53.6,,50.4,51.6,44.7,47.7,47.1,62.1, , 
RX02122408,50.7,51.9,58.5,55,48.1,46.3,51.2,48.8,48.6,45.9,48.6,46.5, , , , , , 
RX02122409,56.6,46.4,51.4,45.8,51.9,51,51,45.8, , , , , , , , , , 
RX02122411,54.5,50.8,46.7,47.7,51.4,52.4,53.3,50.3,44.1,48.8, , , , , , , , 
RX02122412,49.9,44.8,59.6,50.4,40.3,47.7,47.4,51.5,49.9,47.6,54,51.5,51.9,52.4,55.3,45.9, , 
•Ÿ“‡, , , , , , , , , , , , , , , , , , 
RX03122801,54.9,56.7,49.6,42.5,43.5,50.2,46.1,48.4,55.5,51.4,53.6,45.3,44.6,47.5,58.9,51.4, , 
RX03122802,54,48.4,53.8,45.5,48.5,53.2,50.7,49.8,46,47.4,49.9,56,45.8,53.8,47.1, , , 
RX03122803,53.9,51.4,54.2,55.4,48.2,43.1,50.4,55.1,54.2,36.6,39.7,54.8,53.7,47.8,56.7,44.8, , 
RX03122804,50.9,43.1,49.5,49,43.7,52.4,47.9,40.6,49.8,50.6,62.7,53.4,52.4,44.9,58.1,50.9, , 
RX03122805,46,53.9,47.3,42.6,52.5,47,53.2,57.6,43.8,49.6,55.2,54.4,49.2,48.4,49.4, , , 
RX03122806,48.7,57,43.2,51.2,48.2,51.5,49.8,51.9,51.1,55,43.7,48.4,51.5,53.2,45.6, , , 
RX03122807,51.4,51.1,61.5,41.3,46.3,52.7,50.1,45.4,48.3,46,56,49,47.7,49.1,45.8,58.4, , 
RX03122808,49.5,59.6,45.4,47.7,52,53.5,48.7,42.8,55.5,55.1,42.8,45.1,48.5,54.3,49.7, , , 
RX03122809,48.9,47.9,47.8,48.7,45.4,49.3,50.4,45.1,45,56.8,54.6,49.5,47.7,60.6,51.9,50.5, , 
RX03122810,50.9,50,43.8,55,55.3,53.8,50.2,49.2,49.1,55.4,50.6,42.9,51.5,43,49.2, , , 
RX03122811,53.2,40,49.3,45.6,64.5,46.3,46.1,54.2,45.2,50.4,44.3,50,51.1,50.7,52.8,56.2, , 
RX03122812,53.6,51.2,46.7,51.5,51.9,52.9,51.4,43.6,48.2,49, , , , , , , , 
’†‹ž,,,,,,,,,,,,,,,,,,
RX07122401,45,51.2,47.4,48.2,52.4,55.2,49.5,51, , , , , , , , , , 
RX07122402,71.6,47.6,47.2,50,43.5,58.9,65.2,38.8,48.1,43,58.9,39.4,63.7,34.6,43.4,44.4,51,50.7
RX07122403,47.6,52.9,39.8,55.3,50.9,51.4,47.6,47.1,49.8,55.3,51.3,44.5,45.1,52.1,52,57, , 
RX07122405,51.4,48.7,45.9,45.8,47.7,47.7,47.8,56.7,55.6,52.6, , , , , , , , 
RX07122406,59.1,54.7,49,62.9,52.4,68.3,37.4,39.9,40.5,34.4,62.3,43.4,60.1,54.1,43,43.5,41.5,53.5
RX07122407,62.7,46.8,51.1,48.7,42.5,52.6,47.7,52.8,56.1,54.7,52.3,44.7,43.4,52.3,50.4,41.3, , 
RX07122408,54.4,46.9,57.4,49.8,51.4,53.5,40.2,48.9,50,45.5,46.2,49.3,51.3,43.7,53.9,57.6, , 
RX07122409,50.6,43.6,49.7,57.2,48,48.8,51.7,59,50.2,46.3,50.7,52.4,48.2,43,50.7,50, , 
RX07122411,50.5,53.9,47.5,50.8,49.5,48.7,63,46.9,51.9,51.4,40.2,45.2,53.7,54.3,46.9,45.4, , 
RX07122412,55.4,45.8,46.7,49.8,46.1,42,59.6,53.8,54.6,45.5,50.6, , , , , , , 
