Nakayama,,,,,,,,,,,,,,,,
RX06101601,45,52.6,45.4,35.7,58,63.4,53,63.8,42.5,40.6,58.4,38.1,54.6,65.5,46.3,37.1
RX06101602,50.4,54.1,53.4,41.9,42.8,54.3,33.4,53.3,60.3,35.8,40.5,53.7,70.3,40.7,60.9,54.2
RX06101603,60.5,55.7,38.8,55.6,50.1,45.6,52.4,61,44.2,42,35,33.1,66.8,57.6,58.1,43.6
RX06101605,42.2,34.9,33.6,50,53.1,52.6,49.8,59.7,59.5,46.7,61.1,40.3,40.9,62.6,46.8,66.1
RX06101606,37.6,48.1,49.4,44,54.1,44.9,49.8,36.3,57.6,58.4,64.3,66.7,50,53.2,55.9,29.5
RX06101607,42.3,48.8,39.5,52.1,54.4,45.2,40.8,74.9,52.1,60.7,44,45.2,,,,
RX06101608,74.9,62.1,62.4,55.8,32.7,40.5,48.3,46.9,40.7,48.8,52.1,48.6,45.6,46.6,48.3,45.7
RX06101610,46.2,48.8,46.2,46.3,55.6,38.1,58.6,64.1,60.5,71.7,48.6,37.7,38.6,54.7,41.7,42.6
RX06101611,46.7,44.1,44.1,63.8,44.5,33.6,56.7,43.8,57.7,40.3,59.3,48,67.4,,,
RX06101612,63.3,62,42.3,44.6,73.2,38.5,44.1,43,45.6,54.9,48.8,57.8,44.9,40,47.1,
Kyoto,,,,,,,,,,,,,,,,
RX08101601,37.6,43.5,61.6,51.6,76.8,44.1,56.8,61.4,41.1,47.1,48.7,41.3,43.9,44.7,51.2,48.6
RX08101602,45.8,51.3,51.3,57,52.9,48.3,37.7,46.5,32.5,61.2,44.6,42.2,49.3,69.4,67.3,42.6
RX08101603,51.1,42.8,55.1,48.7,39,43.7,44.9,73.6,56.2,58.8,28.1,49.4,55.5,52,55.2,45.9
RX08101605,58.9,43.9,45.9,48.2,61.1,38.2,59.9,36.8,57.2,48.8,45.1,47.7,75,40.2,46.8,46.3
RX08101606,37.8,48.2,69.3,50.8,48.4,44.3,55.9,33.8,58.6,45.9,57,,,,,
RX08101607,43.4,40.1,40.4,65.8,51,33.8,42.6,53.5,56.1,58.4,58.7,35.4,54.4,62.1,54.5,
RX08101608,44,61.8,64.5,44.8,48.2,38.9,51.8,61.4,56.6,41,58.1,30.1,42.5,41.4,56.7,58
RX08101612,49.8,48.7,33.8,40.4,50,68.2,47.3,46.7,48,67.2,48.4,54.7,46.1,63.7,37,
