,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
íÜéR,,,,,,,,,,,,,,,,,,
RX06134201,51.7,49.1,53.8,47.2,57.8,46.4,49.2,52.5,52.6,48.1,46.4,45.1, , , , , , 
RX06134202,53.3,51.8,49.7,49.4,46.7,52.6,43.3,43.2,52.7,54.5,52.9, , , , , , , 
RX06134203,46.8,59.6,50.4,54.9,54.7,49.3,47.8,49.7,49.6,48.3,49.9,42,40.1,49.6,56.9,50.3, , 
RX06134204,47.9,47,51.8,46.7,50.2,57,56.8,47.2,49.7,49.5,53.2,46.8,46.1, , , , , 
RX06134205,50.6,53.9,51,53.8,54.1,44,49.8,52.1,45.2,45.5, , , , , , , , 
RX06134206,52.6,47.8,53.5,53.5,54.1,45.8,39.6,38.1,51.1,57.2,55,49.5,49.4,50.3,54,48.4, , 
RX06134207,51.6,54.4,57.4,48.2,44.7,44.7,49.1,50.6,45.8,59.2,47.1,51.1,47.1,55.3,43.6, , , 
RX06134208,44.8,54.8,51.2,44.3,50.1,50.8,50.1,52.9,49.5,51.6, , , , , , , , 
RX06134209,48.8,51.3,50.7,43.3,51.7,47.3,55.5,51.3,42.7,56.2,48.6,52.8, , , , , , 
RX06134210,54.6,47.2,56.2,51.9,43,44.2,51.5,48.8,44.5,54.7,47.9,56.1,47.4,52, , , , 
RX06134211,49.8,51.8,48.4,45.7,48.2,50.1,53,56.1,52.5,50.4,54,47.6,46.6,45.7, , , , 
RX06134212,48.6,52.3,50.5,41.5,45.6,56.5,54.6,49,48.4,52.9,38.5,48.1,63.5,49.9,53.9,46.2, , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09134201,56.5,48.9,53.4,49.9,53,45.6,53.1,46.4,43.6,40,52.1,41,64.5,47,54.9, , , 
RX09134202,51.5,47,58.8,49.5,43.9,57.8,48.1,52.1,52,45.6,48.9,45.1,50.7,53.3,45.5, , , 
RX09134203,49.8,51.3,52.4,52.7,52.8,48.8,47.8,53,47.7,43.6,50.1, , , , , , , 
,,,,,,,,,,,,,,,,,,
RX09134205,50.5,50.6,47.4,50.7,54.1,51.2,49.9,45.5, , , , , , , , , , 
RX09134206,47.2,59.5,37.4,56.5,34.8,57.3,48,54.8,44.9,44.3,45.3,71,56,65.1,33.6,49.8,44.3,50.1
RX09134207,54.1,48.8,47.1,54.4,48.3,53.6,45.3,51,45.6,51.2,43.6,45.2,56.3,55.5, , , , 
RX09134208,50.4,53.1,54.4,44.7,46.2,63.6,50.2,48.7,44.4,42.8,55,44.2,52.2,49.9,41,58.9, , 
RX09134209,42.4,43.8,52.8,54.4,56.6,50.4,48.7,48.8,52.2, , , , , , , , , 
RX09134210,50.4,43.6,55.4,41,47.9,52.5,43,52.8,54.1,53.6,60,48.8,48,48.9,41.4,58.7, , 
RX09134211,57.3,45.2,46.1,55.3,50.4,46.9,43.7,45.5,57.3,45.9,47.4,56.8,52.2, , , , , 
RX09134212,47.5,51.6,48.6,52.9,50.2,49.1,47.5,44.8,55.9,49,52,51, , , , , , 
,,,,,,,,,,,,,,,,,,
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
,, , , , , , , , , , , , , , , , , 
