,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18

éDñy,,,,,,,,,,,,,,,,,,
RX01101501,53.2,50.4,55.8,54.4,53.1,47.4,48.1,48,45.1,52.6,53,45.5,43.5, , , , , 
RX01101502,49.3,49.6,47.6,49.2,44.6,47.1,52.2,45.6,59.4,46.3,59.3,50.9,48.4,50.6, , , , 
RX01101503,54,54.5,46.3,51.9,47.6,50.9,51.6,48.9,50.1,48,48.7,44.4,53.1, , , , , 
RX01101505,47.7,46.5,57.2,53.5,46.6,54.8,47.6,52.4,52.9,45.5,47.5,47.7, , , , , , 
RX01101507,55,50,43.8,50.6,48.8,54.9,53,51.9,46.2,46.3,54.8,, , , , , , 
RX01101508,43.4,51.2,51.9,53.8,56.1,47,51.9,44.6,48.1,47.9,45.5,55.6,51.7,58.7,47.5,44.8, , 
RX01101509,50.6,53.1,54,53.3,47.5,49.6,49.7,48.2,58.2,48.2,47.4,43.2,47.1, , , , , 
RX01101510,49.2,48.2,46.5,51.2,52.5,48.1,53.4,54.2,49.5,43.8,56,46.4,50.8, , , , , 
êVäÉ, , , , , , , , , , , , , , , , , , 
RX04103501,61.1,47.6,56.9,46,63.4,53.7,37.1,44.5,46.8,52.7,41.2,50.3,51.4,44.6,44.9,50.2,57.6, 
RX04103502,56.5,44.4,46.5,54.7,50.1,53.3,49.6,46.8,46.6,48.9,52.6, , , , , , , 
RX04103503,45.6,47.2,43.9,48.3,48.1,46.9,47.4,51.8,56.3,45.8,57,60.2,53.5,46.5,51.3, , , 
RX04103505,48.6,53.3,42.7,52.6,53.1,44.6,55.1,49.5,48.8,47.2,50,57.9,50.8,45.9, , , , 
RX04103506,52.3,43.8,44.1,50.3,51.4,56.7,42.9,51.7,46.9,51.8,46.4,46.1,53.2,55.3,56.9, , , 
RX04103508,51.5,45.3,51.9,49.8,46,52.3,48.5,50,44.7,52.5,50.3,54.7,57,53.5,42, , , 
RX04103509,57.4,20.1,43.6,46.2,44.8,38.7,48,54.7,55.5,45.4,55.7,52.7,53.4,55.6,50.3,58.2,67.5,52.3
RX04103510,53.7,46,41,53.7,48.8,43.2,47,53.3,52.4,52.7,51,53.1,47.8,56.3, , , , 
RX04103511,46.8,,49.4,52,50.4,44.5,57.4,53.6,49.6,53.2,45.5,49.9,45.4,46.4,55, , , 
RX04103512,47.4,51.1,49.4,49.1,46,46.5,48.1,50.3,46.5,,49.1,66.8,58.2,47.2,44.2, , , 
è¨ëq,,,,,,,,,,,,,,,,,,
RX10102501,47,47.2,58.2,46.1,51.7,54.1,47.6,44.5,60,52.1,47.4,45.2,48.8, , , , , 
RX10102502,47.6,43.1,48.7,60.6,52.1,51.6,52.2,46.9,47.5,50,49.9, , , , , , , 
RX10102504,38.2,48.3,47.6,51.1,46.8,45.9,37.4,50.8,69.5,66.8,47,58.5,59.3,54.9,35,39.2,42.9,60.8
RX10102505,46.9,53.3,47.3,44.2,65,51,49.6,53,44,52.7,45.8,50.8,52.7,47.8,51.1,44.7, , 
RX10102506,42.2,62.7,51.1,73.8,46.3,37.8,60.9,48.1,59.2,47.8,39.9,38.7,48.2,41.9,61.2,48.2,52.4,39.7
RX10102507,50.4,50.7,47.2,49.5,55.8,48.7,51.9,45.8,60.8,44.3,47.2,45.8,53.1,48.8,49.9,50.1, , 
RX10102508,55.9,45.4,49.4,48.3,52.3,43.3,53.8,51.3,53.5,46.6,48.7,48.4,47.2,55.9, , , , 
RX10102509,53,46.8,61.1,48.9,45.8,53.3,56.5,51.1,47.2,43.6,51.7,44.1,46.7,45.1,53.7,51.4, , 
RX10102510,54,50.5,49.1,52.3,50.6,55.6,44.5,43.3,48,46.8,49.7,55.6, , , , , , 
RX10102511,51.4,51.9,47.9,50.1,44.2,47.7,53,48.9,52.5,48.5,50.6,51.7,55,44.4,52, , , 
RX10102512,51.7,44.6,49.9,46.4,52.2,47.3,45.2,49.8,43.7,47.4,47.5,52.4,52.9,57.3,53.7,58, , 
