,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
“Œ‹ž, , , , , , , , , , , , , , , , , , 
RX05122C01,44.3,48.2,54.9,53.1,51.7,45.6,40.2,53,50.4,55,53.4,47.8,48.8,46.3,56,51.3, , 
RX05122C02,46.1,49.6,55.6,54.3,46.1,44.5,52.6,39.9,49.6,54.3,55.8,51.6,48.6,44.7,56.7, , , 
RX05122C03,56,48.2,54.1,50.7,40.7,39.7,58.6,49.5,43.3,53.5,58.1,52.8,41.4,43.3,54.8,55.3, , 
RX05122C04,51.8,41.3,39.7,46.6,78.4,44.2,40.7,67.5,55.8,50.1,48.3,42.7,46.3,53.3,43.4,42.6,57.6,49.9
RX05122C05,42.2,48,47.5,49.5,48.5,53.8,59,51.6,43.7,49.7,43.9,50.9,53.6,51.7,52.1,54.4, , 
RX05122C06,47.7,52.3,51,46.7,50.9,58.8,45.3,61.9,46,44.8,43.8,53.4,45.6,50.6,51.2, , , 
RX05122C07,48.5,51.9,52.7,49.6,53,52.2,45,48.3,47.2,52.9,46.9,54.5,47.9,55.2,46.9,47.2, , 
RX05122C08,41.3,44.8,45,53.2,48.9,45.8,59.7,59,53.5,45.5,55.8,49,51.1,47.4, , , , 
RX05122C09,57.2,38.8,36.5,46,61,53.8,41.9,48.5,45.7,40.8,53.6,51.8,39.2,37,56.6,65.1,56.6,70
RX05122C10,52.7,61.2,50.3,65.9,57.2,65,35.2,46.2,50.6,41.7,61.8,41.4,40.5,61.8,40.3,37.8,44,46.5
RX05122C11,49,45.7,46.3,50.1,54.1,47.9,47.7,44,68.2,55.2,45.8,57,49.5,41.3,49.2,48.9, , 
‹ž“s,,,,,,,,,,,,,,,,,,
RX08123C01,54.5,47.8,49,55.2,60.2,43.8,48.2,50.3,47.6,36.7,43.2,50,54.1,50.8,55.6,52.9, , 
RX08123C02,48.1,43.1,51.2,54.6,47.3,41.3,62.3,60,34.3,48.8,51.2,,74.1,53.2,36.9,53.5,56.1,49.3
RX08123C03,52.1,47.1,47.1,45,45.5,55.8,51.4,56.6,49,48.2,59.1,39.9,52.2,49.4,46,55.5, , 
RX08123C05,57.1,51.1,46.8,50.9,49.4,54.5,42.4,50.5,48.2,50.2,56.6,47,55.3,42.8,38.3,58.8, , 
RX08123C06,48.5,50.4,45.3,42.7,63.1,60.2,54.2,42.9,44,49.9,46,53.7,56.4,41.6,45.7,55.7, , 
RX08123C07,43.9,42.4,50.6,49,49.9,53.1,50.4,41.1,49.5,43.8,52.2,61.8,57.2,50.4,49.6,55, , 
RX08123C09,51.1,45.6,55.1,44.9,55.7,49.9,44.3,55.1,48.4,49.7,45.8,53.3,43.8,51.8,55.4, , , 
RX08123C10,48.4,40.4,49.7,47.1,46.5,49.9,57.5,52.2,48.5,53,56.9, , , , , , , 
RX08123C11,49.5,60.9,51.3,47.3,48.6,49.3,46.8,55,44.7,47.6,52.1,45.7,51.3, , , , , 
RX08123C12,43.6,55.7,50.5,42.4,50.4,53.3,56.2,45.5,51.4,50,51.6,53.2,41.8,50.9,55.8,47.7, , 
