,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
íÜéR,,,,,,,,,,,,,,,,,,
RX06133301,50.5,51.2,50.1,40.4,45.8,49.9,47.4,58.5,49.2,52.4,49.3,55.4, , , , , , 
RX06133302,43.9,50.5,49.2,50.8,41.9,53.3,53.6,52.8,48.3,42.2,47.9,66.9,45.7,49.6,53.2,50.2, , 
RX06133303,47.9,49.2,50.9,55.6,48.8,57.8,44.2,45.3,52.3,45.4,51.5,52,45.6,57.9,45.5, , , 
RX06133305,46.1,44.7,49.9,53.9,46.5,52.8,46.9,54.8,45.1,48.9,48.1,54.6,61.3,49.5,46.7, , , 
RX06133306,51.9,49.4,52,53.7,52.2,50.9,44.3,48.3,41.5,49.2,66.3,45.9,47.9,49.4,46.4,50.6, , 
RX06133308,54.5,43.1,45.4,52,50.5,53,38.8,51.3,51.5,57.4,46,54.1,52.5, , , , , 
RX06133311,51.8,52.2,56.4,52.8,50.1,48.6,49.8,45.6,51.7,51.1,44.3,44,50.8,48.3,54.6,47.8, , 
RX06133312,42.6,51.4,51.2,65.6,55.3,43,44.9,44.8,53.7,48.8,48.7,43.5,56,45.5,53.7,51.1, , 
ç„ê_, , , , , , , , , , , , , , , , , , 
RX09132301,52.9,48.1,55.4,50,46.6,51.6,48,54.1,45.4,52,49.9,54.9,50.4,40.7, , , , 
RX09132302,46.4,48.3,50.7,57.2,48.8,45.9,45.4,45.3,55.4,55.4,49,46.6,45.4,44.4,57,58.7, , 
RX09132303,52.8,53.3,44.9,57.4,42,54.1,50.8,49.1,50.3,51.5,49,48.6,53.8,49.9,46.8,45.9, , 
RX09132304,48.1,42.4,55,48.2,55,70,43.1,50.9,25.5,55.7,58.1,35.7,53.1,58.7,47,60.6,45.5,47.4
RX09132305,49.7,41.1,39.1,54.7,43.7,37.3,61.4,44.7,48.3,61.5,35.2,51.1,59.5,51.5,74.2,55.8,48.1,43
RX09132306,49.6,52.4,48.8,51.8,49.1,46.2,52.6,49.8,49.5, , , , , , , , , 
RX09132307,48.5,50.4,53.4,56.7,55.2,53.9,45.6,47.7,49,49.1,49,45,51.5,45, , , , 
RX09132310,46.5,63.3,55.7,47.7,53.2,49.5,43.5,52.5,54.7,47.9,45.6,51,39, , , , , 
RX09132311,46.6,50.7,43.5,46.3,56.5,51.1,51.4,54.7,42.8,53.6,43.7,56.1,44.9,58.5,47.7,51.8, , 
RX09132312,54,45.9,42.5,50.1,46.1,51.9,55.5,51.1,46.4,44.4,45.9,52.1,53.2,61.1, , , , 
,,,,,,,,,,,,,,,,,,
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
,,,,,,, , , , , , , , , , , , 
