tokyo,,,,,,,,,,,,,,,,,,
RX05094301,48.8,43,47,73.2,49.2,45.4,58.1,59.7,43.1,48.3,55.1,48.4,49.5,45.1,48.9,37.1,,
RX05094302,60.2,49.9,47,62.8,53.4,68.9,42.8,48.9,45.2,54.3,47.1,50.8,45.6,34.6,45.6,54,40.6,48.2
RX05094303,49,46.5,38.8,63.4,53.2,57.4,49.9,59.1,42.4,53.2,50.5,48.9,43,44.7,,,,
RX05094304,56.9,36.5,42.5,47.6,50.9,59.9,61.9,45.7,44.7,45.9,54.6,60,40.5,44.8,55.2,52.6,,
RX05094305,44.7,49.4,49.7,48.4,63.2,70.6,47.8,39.2,54.5,46.5,56.3,48.8,43.4,45.5,49,43.1,,
RX05094306,44.4,53.9,58.2,35.4,52.3,65.4,51.4,45.7,45.5,43.9,56.1,52.9,51.7,44.2,45.7,53.3,,
RX05094308,49.3,61.2,64.6,61.3,54.5,42.4,41.9,33.6,51.4,48.7,47.1,44.6,50.3,49.1,,,,
RX05094310,45.4,57.4,40.9,51.5,50.4,54.8,49.3,32.1,50.3,44.6,63.5,42.3,47.4,51.3,63.4,55.6,,
RX05094311,55.3,47.6,43.3,45.1,45.4,47.8,62.9,38.5,62.5,36.2,45.6,57.3,57.7,51.9,52.9,,,
RX05094312,43.7,44.5,53.7,44.3,44.3,58.1,41,50.9,43.7,55,59.2,47.8,55.8,58,,,,
,,,,,,,,,,,,,,,,,,
RX08094301,52.1,42.7,59.3,46.6,54.4,34,56.5,49.4,58.6,46.4,56.1,42.3,42.4,55.2,47.9,55.9,,
RX08094303,58.4,48.7,57.4,44.5,46,54.7,41.8,41.5,40.5,45.3,65.9,48.3,57,,,,,
RX08094306,44.9,43.2,41.9,45.5,51.9,34.1,40.5,53.6,45,48.1,55.9,62,63.2,55.2,55.3,59.6,,
RX08094308,40.9,48,57.8,62.4,56.6,51,40.1,51.8,52.4,55.3,38.3,61.3,44.9,42.4,38.8,58,,
RX08094309,43.8,58.8,51.3,54.9,51.9,47,46.7,44.6,38.6,55.5,49.4,57.4,,,,,,
RX08094311,53.7,59.4,48.6,52.9,51.1,57.6,55.7,33.1,50.3,43.5,42.6,64.9,36.6,,,,,
RX08094312,40,59.8,47,34.1,47.3,56.9,50.4,53.4,51.1,52.9,62.1,48.1,56.8,53.2,36.9,,,
