,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18

éDñy,,,,,,,,,,,,,,,,,,
RX01102101,52.3,54.9,52.9,47.1,52.3,46.2,47.9,46.9,49.5, , , , , , , , , 
RX01102102,48.5,52.2,47,49.9,50,47.9,53,47.1,54.3,50.3,49.8, , , , , , , 
RX01102103,48.8,49.5,45.1,59.2,50.2,53.3,49.8,54.5,44.2,46.8,51.6,47.6,49.3, , , , , 
RX01102104,51.6,57.1,52.8,49.9,45.7,51.6,45.1,49.9,46.2, , , , , , , , , 
RX01102106,51.1,49.2,48,48,50.9,46,56,52.8,53.8,54.8,50.6,41.5,47.1, , , , , 
RX01102107,47.2,53.1,47.8,47.6,51.1,45.7,47.2,50.6,51.8,57.1,51.6,49.1, , , , , , 
RX01102109,45.2,50.6,51.6,44.4,57.6,53.2,48.3,49.5,49.7,58.8,41.4,51.6,52.8,48.2,50.1,47.2, , 
RX01102110,48.8,46.5,51.2,54.7,52.7,49.3,45.2,45.8,57.9,48.6,49.4, , , , , , , 
RX01102111,49.6,51,48.9,48,47.8,50.1,56.7,51.8,45.2,52.7,47.9,53.1,47.1, , , , , 
íÜéR, , , , , , , , , , , , , , , , , , 
RX06104101,47.9,47.9,48.5,59.8,43,51.9,48.1,49.5,59.7,50.4,47.7,47.2,48.6, , , , , 
RX06104102,55.2,42,48.8,55.1,47.5,39.2,60.2,47.8,61.4,49.9,44.9,46.7,47.8,50.1,50.2,53.2, , 
RX06104103,48.8,53,44.8,55.4,47.7,48.7,45.2,48.3,53.9,58.4,52.4,43.1,54.6,50.3,45.4, , , 
RX06104105,48.7,49.9,51.8,46,47.6,62.6,49.4,46,53.6,46.6,42,47.6,50.8,61.1,46.1, , , 
RX06104106,54.4,52.7,50.6,48.4,54.8,61,36.8,53.3,50.7,43.5,56.3,43.6,49.7,52.4,44.5,47.3, , 
RX06104107,48.1,48.3,45.6,52.8,50.1,56.9,60.9,47.3,46.8,48.4,52.1,47.6,48.3,46.6, , , , 
RX06104108,53.5,47.4,51.6,49.1,49.7,55.9,47.7,52.4,45,47.7,50.9,49.1, , , , , , 
RX06104109,49.6,55.4,44.2,47.7,46.3,53.1,53.8, , , , , , , , , , , 
RX06104111,51,44.6,47,52.3,43.1,47.7,57.1,,46.8,43.7,47.9,57.5,51.9,60.2, , , , 
RX06104112,57.6,47.5,51.1,43.4,54.2,48.3,62,56.1,49.8,46.1,46.1,45.8,42.7,43.5,52.5,53.2, , 
ç„ê_,,,,,,,,,,,,,,,,,,
RX09104101,48.3,50,45.3,54.4,51.2,53.1,56.5,43.2,48.5,50.4,50.3,50.6,53.7,44.6, , , , 
RX09104102,44.2,45.6,54,54.1,46.5,62.3,55.1,51.2,50,46,46,46.6,48.5, , , , , 
RX09104103,47.5,49.9,52.7,48.8,47.2,50.1,53.7, , , , , , , , , , , 
RX09104104,49.2,49.6,52.2,50.9,50,43.7,51.6,57.4,,45.2,51.7, , , , , , , 
RX09104105,52.1,55.1,45,47.9,56.1,51.5,42.4,53.6,46.2,53.3,47.5,46.1,43.5,49.1,60.4, , , 
RX09104106,49.1,42.2,40.6,52.7,46.6,55,48.7,60.1,55.8,55.2,49.3,51.7,49.9,43.1,50, , , 
RX09104107,52,53.6,52.5,50.4,58.4,54.9,51.7,44.4,41.9,49.9,44.5,47.2,47.5,50.9, , , , 
RX09104108,56.1,49.4,47.5,50.8,49.9,50.2,52.3,45.4,46.2,47.5,54.7, , , , , , , 
RX09104109,50.7,57.5,53.2,50,48.2,49.5,49.8,41,50.1, , , , , , , , , 
RX09104110,50.7,49.3,53.3,46.1,49.3,52.2,48.3,49.1,51.9, , , , , , , , , 
RX09104112,53.9,44.4,49.9,48.5,48.7,53.9,49.5,54.5,50.1,53.9,51.6,48.7,44.1,48.5,49.7, , , 
