,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
îüäŸ,,,,,,,,,,,,,,,,,,
RX02121601,51.3,51.6,50.3,49.6,53.9,50.6,42,48.7,47.7,56.3,50.1,48, , , , , , 
RX02121602,47.1,54.5,47.5,52.5,48.1,42.9,54,53.1,55.1,47.9,51.3,47.2,43,51.2,51.1,53.6, , 
RX02121603,46.8,49.8,51.8,46.3,55.6,46.6,52.1,48.4,50.7,46.4,46.6,56.3,52.6, , , , , 
RX02121604,43.4,45.3,51.8,52.6,44.8,47,51.1,55.4,43.5,50.5,51,58.8,61.4,48.7,51,43.7, , 
RX02121605,48.9,46.1,51,49.3,52,55.1,51,46.9, , , , , , , , , , 
RX02121606,49.6,49.2,50.5,51.5,42.6,53.5,51.4,49.7,53.9,49.6,47.8,49.8,51, , , , , 
RX02121607,49.3,52.2,46.1,49.9,57.1,49.5,51.6,45.7,49.2,51.2,48.6,49.7, , , , , , 
RX02121608,47.9,50,51.4,52.6,46.7,47.2,44.5,46.4,48.9,55.3,54.3,53.1,51.8, , , , , 
RX02121610,50.1,52.9,43.4,48.6,48.3,49.8,50.2,49.6,55.8,53,48.3, , , , , , , 
RX02121611,55.9,49.2,51.5,43.1,45.1,48.7,52.9,49.3,47.3,53.2,51.1,50.5,, , , , , 
RX02121612,43.6,45.9,49.9,53.2,52.2,46.6,54.3,46,49.1,50.6,53.4,55.3, , , , , , 
ïüìá, , , , , , , , , , , , , , , , , , 
RX03122401,54.8,46.6,50,51.1,48.8,52.4,53.2,49.9,43.1, , , , , , , , , 
RX03122402,62.8,52.4,40.8,51,50.3,47.2,39.9,56.6,51,52.1,51.3,47.8,47.3,44.3,54,51.3, , 
RX03122403,40,51.5,55.2,48,51.1,51.6,46.5,48.5,52.5,48.9,52.6,49.4,57.1,52.9,44.2, , , 
RX03122405,60.8,46,49.4,51.2,51.2,50.9,46.3,45.9,54.2,44.8,47.1,56.8,45.1,52.9,47.4, , , 
RX03122406,49.2,54.7,58.9,47,48.4,44.5,53.3,48.9,48.8,49.6,48.7,44.9,55,47.1,50.9, , , 
RX03122408,42.8,50.7,49.6,57.6,54.2,46.7,49.2,49.5,44.1,46,49.9,52.3,57.4, , , , , 
RX03122410,48.5,56.9,44.2,47.2,49.2,50,53.3,53.8,41.1,49.7,53.2,52.3,50.8,46.5,50.4,53.1, , 
RX03122411,45.8,43.9,47.8,55.9,53.3,46.8,57.1,47.7,47.3,54.3,50.1, , , , , , , 
RX03122412,47,48.8,44.4,53.9,52.2,47.2,48.9,52.9,51.6,45.6,49,54.5,48.2,54.7,51, , , 
ç„ê_,,,,,,,,,,,,,,,,,,
RX09123801,47.7,43.2,48.7,55.6,47.6,46.5,61.3,49.4, , , , , , , , , , 
RX09123802,50.4,48.4,41.4,46.4,51.8,55.8,45.4,50.8,50.2,48.8,45,51.8,51.9,43.5,54.8,63.7, , 
RX09123803,44.1,47.4,45.5,42.2,53.7,51.8,50.1,48.6,48.9,48.1,57.5,59.8,44,41.5,57.5,59.4, , 
RX09123804,52.2,53.8,55.1,49.6,58.3,66.3,50.7,33.8,48.2,53.7,54.1,36.9,34.6,38.9,42.5,59.1,67.9,44.4
RX09123805,46.1,54.2,49.4,50.4,48.2,46.7,54.9, , , , , , , , , , , 
RX09123806,57.3,51.4,48.5,53.1,53.3,48.1,51.5,52.4,51.5,,48.4,46.6,43.2,46.3,44.7, , , 
RX09123807,55.4,48.8,47.3,53.2,52.7,48.4,50.3,51.4,42.1,49,51.4, , , , , , , 
RX09123808,57.9,48.3,50.4,47,57.9,44.7,47.7,56.7,45.8,51.5,55,47.8,44.4,39.7,52.8,52.5, , 
RX09123809,47.5,55.9,55.5,47.3,54.7,50.7,51.2,46,51.9,51,48.3,45.7,50.4,40.6,53.3, , , 
RX09123810,50.3,51.9,50,49.1,49.2,47.6,53.1,49.3,55.3,49.6,44.5, , , , , , , 
RX09123812,54.4,48,51,48.4,48.6,55,53.7,46.5,52.8,48.8,53.6,51.9,48.7,42.4,50.9,45.4, , 
