,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
îüäŸ,,,,,,,,,,,,,,,,,,
RX02133201,49.3,52.6,48.4,52.4,50,47.3, , , , , , , , , , , , 
RX02133202,48.7,49,52.8,52.1,51.1,46.9,52.4,51.3,46.9,48.7,50, , , , , , , 
RX02133203,55.5,47.1,42.1,47.9,46,54.1,47.2,56,60.5,48.6,44.9, , , , , , , 
RX02133204,44.1,53,52.6,49.6,56.8,49.9,49,47.4,48.4,49.4,49.8, , , , , , , 
RX02133205,55.9,45,54.7,48.5,45.3,53.2,44.8,58.9,47.1,46.6, , , , , , , , 
RX02133206,45.1,52.3,43.6,50.5,51.9,48.6,49,50.9,51.7,54.4,51.9, , , , , , , 
RX02133207,55.7,50.8,49.6,50,46.9,49.8,46.4,47.3,54.3,46,49.9,53.2, , , , , , 
RX02133208,46.9,53.5,48.1,55.3,50.3,54.3,45.3,44.6,50.1,47.5,54.1, , , , , , , 
RX02133209,46.4,47.9,46.5,49.5,48.8,51.3,53.3,46.3,52.6,48.5,52.4,58.5,47.9, , , , , 
RX02133210,50,50.9,46.9,48.2,53.5,49.1,51.6,50.1,43.8,54.6,50.1,51.3, , , , , , 
RX02133211,46.9,46.9,46.8,50.9,49.9,48.9,53.8,55.9, , , , , , , , , , 
RX02133212,49.8,44.9,51.4,48.1,50.5,51.4,54.1,47.6,54.4,50.5,48.4,49.9,49, , , , , 
êVäÉ, , , , , , , , , , , , , , , , , , 
RX04132201,51.2,50.8,44.1,54,52.5,51.2,50.2,48.4,53.1,53.4,37.5,47.7,54.4,53.6,47.9, , , 
RX04132202,54.9,53.8,51.7,42.8,53.8,52.2,56.2,48.1,50,44.9,50.7,44.3,55.4,42.2,49.1, , , 
RX04132203,49.1,46.6,53.3,48.1,44.9,53.4,56.3,50.5,52.8,55,52.5,43.5,53.3,40.3,50.4, , , 
RX04132204,46.8,51.8,49.9,50.2,55,41.4,45.2,34.3,61.9,57,42.5,63.2,69.2,54.2,33.9,41,60.2,42
RX04132205,53.5,37.2,38.5,33.5,50.3,61.6,47.7,49.5,41.1,71.3,43.2,59.8,46.3,50.4,56,42.5,54,63.6
RX04132206,48.9,54.9,69.5,47.2,53,40.2,42.9,51.2,50.4,56.2,36.3,45.8,64,66.3,47,31.7,41.7,52.9
RX04132207,51,51.5,48.2,49.4,48.1,51,45.1,47.4,44.6,45.3,59.6,51.9,51.3,52.6,52.9, , , 
, , , , , , , , , , , , , , , , , , 
RX04132209,51.5,58.1,52.6,46.4,45.5,49.1,56.7,46.9,54.6,56,45,49.1,47.2,45.1,46.2, , , 
, , , , , , , , , , , , , , , , , , 
RX04132211,63.9,43.7,62.7,56.6,39.3,39.7,58.6,55.8,43.6,49.6,47.6,54.1,64.9,42.7,36.2,45.1,61.5,34.1
RX04132212,45.3,42,33.3,40.5,46.6,42.2,49.7,64.8,55.1,36.3,50,65,58.4,54.7,55.2,53.1,67.2,40.6
è¨ëq,,,,,,,,,,,,,,,,,,
RX10132201,53.2,50.8,50,53.6,51.2,45.8,49.8,55.6,51.7,44.1,49.1,45.4,49.8,50, , , , 
RX10132202,50.6,46.7,56.5,48.8,52.1,44.2,49.9,47.7,49.3,51.1,43.6,47.8,56.6,45.9,56.9,52.2, , 
RX10132203,50.1,47.6,55.2,58.8,45,58.7,32.8,27.6,50.4,60.2,69.9,47.8,44.4,57.7,44.5,56.2,47.2,45.9
, , , , , , , , , , , , , , , , , , 
RX10132205,49.8,54.3,46.8,48.2,50.8,43.5,47.7,46.5,48.3,54.1,56.3,52.6,43.8,52.8,54.4, , , 
RX10132206,48.4,42.1,48.4,38.7,44.5,46.5,70.8,65.8,45.3,62.8,55.9,60.9,43.6,39.6,41.4,43.7,60.2,41.4
RX10132207,49.6,53.3,54.4,54.8,56.7,52.8,43.1,41.8,44.7,51.3,53.5,52.6,46.5,54.4,46.9,43.5, , 
RX10132208,44.9,42.6,37.2,59.6,45.4,56.4,58.9,50.4,44.2,37.8,48.4,30,49.1,62.7,51.7,70.5,55.1,55.2
RX10132209,54.8,49,49.9,45.8,53.5,52.1,52,45.5,47.6,46.7,47.3,49,57, , , , , 
RX10132210,43.7,47.2,50.2,55.1,51.8,49.3,47.2,49,51.1,45.8,39.9,60.2,45.4,59.3,52.7,52.2, , 
RX10132211,41.6,51.4,52.5,62.3,50.2,47.8,48.1,44.8,51.1,50.2, , , , , , , , 
RX10132212,45,51.3,51.3,57.7,47.9,52.8,47,48.8,49.8,49.5,45.5,56.8,49.5,47.1, , , , 
