RAA20140723201407224609021050000能登舳倉島賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               能登舳倉島賞（中央交能登舳倉島賞能登舳0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    00008000000016000000072000000560000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,11,4,6,1,(7,9),3,5,2,8                                             2010,11,6,4,9,1,(3,7),5,2,8                                             3010,(6,9,11),7,4,3,5,1,(2,8)                                           409,6,10,11,4,7,3,5,1,8,2                                               0
RAA20140707201407014607041150000読売レディス杯　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　YOMIURI LADIES HAI                                                                                                                                                                                                                                                                                                                                                      読売レディス杯　　　読売レディス読売レ0000D 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　150000002400    00035000000042000000210000001400000010500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,(6,9,10),11,(1,2,5),8,(3,4),7                                      2012,9,10,6,11,(2,5),1,3,8,4,7                                          309,10,(6,11),12,2,1,5,(3,8),4,7                                        409,(10,11),2,6,1,(3,8),7,12,5,4                                        0
RAA20140716201407154608041150000金沢スプリントＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KANAZAWA SPRINT CUP                                                                                                                                                                                                                                                                                                                                                     金沢スプリントＣ　　金沢スプリン金沢ス0000D 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00020000000040000000180000001400000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,2,5,6,3,1,7,8,11,9,4                                               2010,(2,5),6,3,1,7,8,(9,11),4                                           3010,7,6,5,2,9,3,1,11,8,4                                               407,10,6,5,9,1,2,3,8,11,4                                               0
RAA20140714201407134608030820000３Ａ－３　Ａ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３Ａ－３　Ａ３　　　３Ａ－３　Ａ３Ａ－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000500000002200000017000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,3,(10,11),5,(2,9),7,(1,8),4                                         206,10,3,11,5,9,2,7,1,8,4                                               306,11,(8,9,10),(1,5,7),3,2,4                                           406,11,10,1,9,8,7,(2,5),3,4                                             0
RAA20140723201407224609020950000飯山納涼祭特別　Ａ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               飯山納涼祭特別　Ａ１飯山納涼祭特飯山納0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000400000000800000003600000028000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,(10,11),1,(2,8),3,4,5,6,7                                           209,(10,11),(1,2,8),3,4,6,5,7                                           308,(1,3),9,10,(6,11),4,2,(5,7)                                         401,3,8,10,9,6,(2,4),11,5,7                                             0
RAA20140709201407084608020250000３Ｂ－２　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３Ｂ－２　Ｂ２　　　３Ｂ－２　Ｂ３Ｂ－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000020000000040000000180000001400000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(3,8),(2,5),7,6,(1,4),9                                               208,3,(2,5),7,6,1,9,4                                                   308,(3,5),(2,7),6,1,9,4                                                 408,3,5,2,6,9,1,7,4                                                     0
RAA20140723201407224609020150000サラ系３歳　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　Ｂ１　　サラ系３歳　サラ系0000  120004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000200000000400000001800000014000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,10,(7,8),(4,11),12,9,1,2,5,3                                        206,(7,10),12,8,11,(2,4),9,5,1,3                                        306,7,12,2,10,8,11,4,5,9,3,1                                            406,7,10,12,2,11,8,4,(3,5,9),1                                          0
RAA20140721201407204609010320000３Ｂ－６　Ｂ６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３Ｂ－６　Ｂ６　　　３Ｂ－６　Ｂ３Ｂ－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    000020000000040000000180000001400000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111102000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,6),10,2,11,(1,8),(4,7),9,3                                         205,6,10,2,11,1,8,7,(4,9),3                                             305,6,10,11,2,9,1,8,7,(3,4)                                             4010,6,5,9,11,3,4,7,2,8,1                                               0
