RAA20141215201412145412020820000今年もありがとう特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     今年もありがとう特別今年もありが今年も0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    00001000000002500000012000000080000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,5,(3,10),(6,9),4,11,(2,8),1,7                                      2012,5,3,10,9,6,4,11,2,8,1,7                                            3012,5,(3,10),(6,9),4,11,2,8,1,7                                        405,12,3,10,4,9,11,6,2,8,1,7                                            0
RAA20141215201412145412020520000Ｃ３－１２　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１２　Ｃ３　　Ｃ３－１２　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,4,12,8,6,2,7,5,3,11,1                                            209,10,4,12,8,2,6,(3,7),5,11,1                                          309,10,4,12,8,(2,6),7,(1,5),(3,11)                                      409,4,10,2,7,12,8,6,1,11,5,3                                            0
RAA20141224201412235412050950000Ｃ３－８　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－８　Ｃ３　　　Ｃ３－８　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,8,4,5,1,7,3                                                       202,6,8,4,5,1,(3,7)                                                     30(2,6),8,1,(4,5),(3,7)                                                 406,8,2,1,5,4,7,3                                                       0
RAA20141215201412145412020420000Ｃ３－１３　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１３　Ｃ３　　Ｃ３－１３　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,2,1,10,11,4,(6,8),3,12,7                                          205,9,2,1,11,(4,10),8,6,3,12,7                                          305,9,1,2,(4,6,8,11),3,10,12,7                                          405,9,1,6,8,4,3,2,11,12,10,7                                            0
RAA20141224201412235412050550000Ｃ３－１２　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１２　Ｃ３　　Ｃ３－１２　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,2,8,3,5,6,7                                                       201,4,2,(3,8),5,7,6                                                     301,4,2,3,8,5,7,6                                                       404,2,1,3,5,8,7,6                                                       0
RAA20141229201412285413010420000土佐の田舎寿司特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          土佐の田舎寿司特別　土佐の田舎寿土佐の0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000120000000300000001500000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,3,6,5,7,1,8,9                                                     202,3,4,6,5,7,1,8,9                                                     302,3,4,6,(5,7),8,9,1                                                   403,6,4,9,7,2,5,8,1                                                     0
RAA20141215201412145412020220000土佐赤牛特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     土佐赤牛特別　Ｃ３　土佐赤牛特別土佐赤0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,5,6,8,10,4,1,7,3,2                                                  209,(5,6),8,10,4,7,1,3,2                                                306,9,8,5,10,(4,7),3,1,2                                                408,6,7,4,9,5,3,1,2,10                                                  0
RAA20141224201412235412050450000Ｃ３－１３　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１３　Ｃ３　　Ｃ３－１３　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,(1,5),8,(3,6),9,7                                                 202,4,1,5,6,8,3,9,7                                                     302,(1,4),6,5,(3,8),9,7                                                 40(1,4),6,2,3,8,9,5,7                                                   0
RAA20150101201412315413020260000Ｃ３－１１　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１１　Ｃ３　　Ｃ３－１１　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,4,(2,8),1,9,3,10,5,6,11                                             207,4,8,2,1,9,3,10,5,6,11                                               30(4,7),8,1,(2,9),5,3,10,6,11                                           408,7,4,1,9,5,3,2,(6,11),10                                             0
RAA20141215201412145412020120000Ｃ３－１６　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１６　Ｃ３　　Ｃ３－１６　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    00001000000002500000012000000080000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,11,9,2,6,1,3,5,8,7,4                                               2010,11,(2,9),6,1,8,3,5,7,4                                             3010,11,(2,9),1,6,8,5,3,7,4                                             401,11,10,6,9,8,2,5,7,3,4                                               0
RAA20141224201412235412050250000Ｃ３－１５　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１５　Ｃ３　　Ｃ３－１５　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,1,(6,10),2,9,8,3,7,4                                                205,1,6,10,2,9,8,3,7,4                                                  305,1,6,8,(9,10),2,7,3,4                                                405,1,8,7,6,9,2,3,4,10                                                  0
RAA20141215201412145412021020000狩野が３０歳特別　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     狩野が３０歳特別　Ａ狩野が３０歳狩野が0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000150000000380000001800000012000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000807071030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,(1,6),8,3,7,5                                                       204,1,6,8,3,7,5                                                         306,4,8,1,3,7,5                                                         408,6,3,4,7,1,5                                                         0
RAA20150101201412315413020860000高知県知事賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KOCHIKENCHIJI SHO                                                                                                                                                                                                                                                                                                                                                       高知県知事賞　　　　高知県知事賞高知県0000D 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　240000002400    0001500000003750000018000000120000000750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,10,6,4,(8,12),2,11,1,3                                            207,9,10,6,4,2,1,8,(3,11,12)                                            307,9,4,10,6,3,1,11,2,8,12                                              404,10,(3,7),6,9,11,1,2,8,12                                            0
