RAA20140928201409275513010110000Ｃ２－２８組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－２８組　Ｃ２　Ｃ２－２８組Ｃ２－0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　090000002400    0000110000000250000001000000006000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000304,5,3,7,2,6,1                                                         404,5,3,7,1,2,6                                                         00                                                                      00                                                                      0
RAA20140915201409145512021020000２歳－１組（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳－１組（中央認定２歳－１組（２歳－0000  110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0002500000007500000025000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,6,8,5,1,3,2                                                       204,7,6,1,5,8,3,2                                                       304,1,7,6,5,2,3,8                                                       404,1,6,3,7,5,2,8                                                       0
RAA20140907201409065511031110000Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ａ２　　　　　　　　Ａ２　　　　Ａ２　0000  130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000850000003300000019000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,3,7,5,8,6,1,9                                                     202,4,3,7,5,8,6,1,9                                                     302,4,7,3,5,6,8,1,9                                                     402,4,3,7,5,6,8,1,9                                                     0
RAA20140908201409075511040220000３歳－１３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－１３組　　　　３歳－１３組３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,7,5,6,2,1                                                         203,4,7,5,2,1,6                                                         303,4,5,2,7,1,6                                                         403,4,5,7,2,1,6                                                         0
RAA20140921201409205512030210000３歳－１１組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－１１組　　　　３歳－１１組３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,4,3,7,1,8,2,5                                                       206,4,3,7,1,5,8,2                                                       306,4,3,7,1,2,5,8                                                       404,6,3,7,1,2,5,8                                                       0
RAA20140928201409275513010710000Ｃ２－１８組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－１８組　Ｃ２　Ｃ２－１８組Ｃ２－0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000250000001000000006000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,8,3,5,4,7,9,1                                                     202,6,8,3,5,4,7,9,1                                                     302,6,3,8,4,7,5,9,1                                                     404,2,3,6,7,8,5,9,1                                                     0
RAA20140928201409275513010910000リゲル特別（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 リゲル特別（中央認定リゲル特別（リゲル0000E 110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　175000002400    0002500000007500000025000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,8,10,6,2,1,3,4                                                    207,5,8,6,10,2,1,3,4                                                    307,5,8,6,10,2,1,3,4                                                    405,8,7,2,1,10,6,3,4                                                    0
RAA20140928201409275513011110000Ｃ１－４組　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１－４組　Ｃ１　　Ｃ１－４組　Ｃ１－0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,9,8,5,7,3,4,1                                                     202,6,9,4,8,5,3,7,1                                                     302,6,9,4,8,5,7,3,1                                                     406,4,9,2,8,5,3,7,1                                                     0
