RAA20141205201412045020030970000円山川特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          円山川特別（中央交流円山川特別（円山川0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001100000002200000011000000066000000440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,2,5,3,7,8,9,6                                                     201,4,2,5,3,7,9,8,6                                                     301,4,2,3,5,9,7,8,6                                                     401,4,2,3,9,5,7,6,8                                                     0
RAA20141222201412185021030770000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,7,5,(8,10),9,3,2,1                                                204,6,7,5,8,10,9,3,2,1                                                  304,7,6,(5,8),10,(2,9),3,1                                              404,7,6,5,8,10,9,2,3,1                                                  0
RAA20141203201412025020011150000かとれあ賞Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     かとれあ賞Ｃ１　　　かとれあ賞Ｃかとれ0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000300000000540000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,6,(8,9),(2,7,11,12),5,10,1                                        203,4,6,9,8,7,12,11,2,5,10,1                                            303,4,6,12,9,7,8,11,2,10,5,1                                            403,12,9,4,(7,11),6,5,8,10,2,1                                          0
RAA20141224201412235021041150000つばき賞Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          つばき賞Ｃ１　　　　つばき賞Ｃ１つばき0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000350000000630000003150000017500000105000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,2,1,12,3,10,11,5,6,9,7,4                                            208,2,1,12,3,10,6,11,5,9,4,7                                            308,2,1,10,3,11,6,5,12,9,4,7                                            40(2,8),10,1,3,11,6,5,12,9,4,7                                          0
RAA20141204201412035020020360000Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２四　　　　　　　Ｃ２四　　　Ｃ２四0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,(4,5),1,9,8,3,7,6,10                                                202,4,5,1,9,3,8,6,7,10                                                  302,4,3,9,8,5,1,7,10,6                                                  402,3,(4,8),9,5,1,10,7,6                                                0
RAA20141210201412095020040350000Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２四　　　　　　　Ｃ２四　　　Ｃ２四0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,3,1,6,10,7,9,4,2                                                  205,8,1,3,(6,10),7,9,4,2                                                308,1,7,5,10,9,3,6,4,2                                                  401,8,7,10,9,5,4,3,6,2                                                  0
RAA20141231201412305022020450000Ｃ２二　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２二　Ｃ２二　　　Ｃ２二　Ｃ２Ｃ２二0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,10,8,6,2,5,7,9,1                                                  203,(4,10),8,6,2,5,7,9,1                                                302,3,8,4,6,10,5,(1,7),9                                                402,6,8,3,4,10,5,9,7,1                                                  0
RAA20141212201412115020060870000ゴールデンＪＣＣ２（中央騎手招待）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ゴールデンＪＣＣ２（ゴールデンＪゴール0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,12,10,3,(6,11),9,1,5,(2,7),4                                        208,12,3,10,6,11,1,9,5,2,7,4                                            308,3,10,6,11,12,1,5,2,9,7,4                                            408,3,6,10,1,11,2,7,5,12,4,9                                            0
RAA20141231201412305022021050000Ｂ２Ｃ１　Ｂ２Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２Ｃ１　Ｂ２Ｃ１　Ｂ２Ｃ１　ＢＢ２Ｃ0000  130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,(1,7),4,10,9,2,5,3                                                206,8,1,7,10,4,9,2,5,3                                                  306,8,7,1,10,5,4,9,2,3                                                  406,7,8,1,5,10,4,9,2,3                                                  0
RAA20141203201412025020010250000Ｃ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３一　　　　　　　Ｃ３一　　　Ｃ３一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000020000000036000000180000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(4,10),9,8,(1,7),3,2,5,6                                              2010,4,9,8,(1,7),3,2,5,6                                                3010,4,9,7,8,2,1,3,5,6                                                  4010,4,9,7,2,8,3,1,6,5                                                  0
RAA20141211201412105020051060000夢千代特別Ａ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          夢千代特別Ａ１　　　夢千代特別Ａ夢千代0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0001300000002600000013000000078000000520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,5,9,6,3,10,7,1,4,2                                                  208,5,9,6,7,3,10,1,4,2                                                  309,5,8,10,6,7,3,1,4,2                                                  40(5,9),8,6,10,7,3,1,4,2                                                0
RAA20141222201412185021030270000Ｃ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３二　　　　　　　Ｃ３二　　　Ｃ３二0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000200000000360000001800000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,(1,9),5,2,4,3,7,10                                                206,8,(1,9),5,2,4,3,7,10                                                306,8,(1,9),4,(2,5),7,3,10                                              408,6,1,4,9,2,5,7,3,10                                                  0
RAA20141225201412245021050360000Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２三　　　　　　　Ｃ２三　　　Ｃ２三0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,9,4,2,3,1,7,10,8                                                  205,6,9,4,2,3,1,7,10,8                                                  305,9,6,2,(1,7),4,3,10,8                                                409,5,6,(2,7),1,4,(8,10),3                                              0
RAA20150101201412315022030560000Ｃ２三　Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２三　Ｃ２三　　　Ｃ２三　Ｃ２Ｃ２三0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,(7,9),8,3,1,(2,6),10,5                                              204,7,9,8,3,1,(2,6),10,5                                                304,(7,9),8,6,(1,3),5,(2,10)                                            404,8,9,7,1,6,10,2,5,3                                                  0
RAA20141210201412095020040850000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,2,4,(7,8),3,1,6,5                                                209,10,2,4,7,8,3,1,6,5                                                  309,10,2,7,4,8,1,5,3,6                                                  4010,9,7,2,4,8,5,1,3,6                                                  0
RAA20141212201412115020060170000Ｃ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３二　　　　　　　Ｃ３二　　　Ｃ３二0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000020000000036000000180000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010303000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,8),10,7,1,4,3,9,2,6                                                20(5,8),10,7,1,4,3,9,2,6                                                305,8,10,7,3,4,1,9,6,2                                                  405,10,3,7,8,1,4,6,2,9                                                  0
RAA20141222201412185021031170000すぺあみんと賞Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     すぺあみんと賞Ｃ１　すぺあみんとすぺあ0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000540000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,11,10,1,3,8,4,9,5,6,7,12                                            202,11,1,10,8,3,9,5,4,6,(7,12)                                          30(2,11),1,10,8,9,(3,12),5,(4,7),6                                      401,2,11,8,10,12,5,3,9,7,4,6                                            0
RAA20141224201412235021040850000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,6,1,3,7,2,10,9,8                                                  204,5,6,1,3,7,2,9,10,8                                                  302,7,9,3,1,6,10,5,4,8                                                  402,9,7,3,1,10,6,5,4,8                                                  0
RAA20150101201412315022030360000リミテッドＣ２　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     リミテッドＣ２　Ｃ２リミテッドＣリミテ0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,7,1,2,10,5,9,3,8                                                  204,6,(1,7),2,10,5,9,3,8                                                304,6,7,3,2,1,9,5,10,8                                                  407,6,4,3,2,(1,5),9,8,10                                                0
RAA20141204201412035020021160000こちょうらん賞Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     こちょうらん賞Ｃ１　こちょうらんこちょ0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000540000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,1,11,12,3,2,7,4,6,(5,9)                                          208,10,1,11,12,3,2,7,4,(6,9),5                                          308,10,1,11,12,3,7,2,(4,6),9,5                                          408,10,1,11,3,12,7,6,4,5,2,9                                            0
RAA20141226201412255021061170000びおら賞Ｃ１　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     びおら賞Ｃ１　Ｃ１　びおら賞Ｃ１びおら0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000540000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,11,(1,10),7,2,5,3,8,4,12,6                                          209,11,1,10,2,7,5,3,8,4,6,12                                            309,(5,11),7,1,10,3,8,2,6,12,4                                          409,5,7,(1,3),10,(2,6),8,11,4,12                                        0
RAA20141222201412175021020460000Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２四　　　　　　　Ｃ２四　　　Ｃ２四0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,3,6,5,7,9,2,1                                                     204,8,3,6,5,(7,9),2,1                                                   304,8,6,5,7,9,2,3,1                                                     408,4,6,5,(2,9),7,3,1                                                   0
