RAA20141205201412045020030970000円山川特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          円山川特別（中央交流円山川特別（円山川0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001100000002200000011000000066000000440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,2,5,3,7,8,9,6                                                     201,4,2,5,3,7,9,8,6                                                     301,4,2,3,5,9,7,8,6                                                     401,4,2,3,9,5,7,6,8                                                     0
RAA20141205201412045020030770000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,4,10,1,(6,7),2,5,8,3                                                209,4,10,1,6,7,2,(5,8),3                                                30(4,9),8,6,7,1,10,2,5,3                                                40(4,9),6,8,1,7,2,10,5,3                                                0
RAA20141211201412105020050860000Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１　　　　　　　　Ｃ１　　　　Ｃ１　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    000030000000054000000270000001500000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121211102000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,6),7,1,11,5,10,9,8,3,4                                             202,6,7,1,11,10,5,9,8,3,4                                               306,11,2,1,7,10,5,9,8,4,3                                               4011,6,1,2,10,9,7,4,5,8,3                                               0
RAA20141225201412245021051060000兵庫ゴールドＴ（中央交流）　Ｊｐｎ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　HYOGO GOLD TROPHY                                                                                                                                                                                                                                                                                                                                                       兵庫ゴールドＴ（中央兵庫ゴールド兵庫ゴ0000C 130001000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0021000000052500000252000001680000010500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,10,3,2,6,5,4,7,12,1,11                                            208,9,10,3,2,6,(4,5),7,1,12,11                                          308,1,10,9,3,(2,6),4,5,7,11,12                                          408,1,3,6,2,10,4,(5,9),7,(11,12)                                        0
RAA20141204201412035020020760000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,10,3,5,9,4,2,8,1                                                  206,7,10,3,5,9,4,2,8,1                                                  307,6,2,(3,10),5,8,9,4,1                                                402,7,6,3,5,10,8,9,4,1                                                  0
RAA20141204201412035020020860000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,4,9,6,3,1,8,2,10                                                  205,7,4,9,1,6,3,8,2,10                                                  305,4,7,9,3,1,6,2,8,10                                                  405,(4,9),6,7,2,3,1,8,10                                                0
RAA20141212201412115020060670000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,6,9,4,10,7,8,2,3                                                  201,5,6,(4,9),10,7,8,2,3                                                302,1,10,5,7,6,4,9,8,3                                                  402,5,10,7,1,4,8,9,6,3                                                  0
RAA20141217201412165021010650000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,(1,8),9,2,3,4,5,10                                                206,7,1,8,(2,9),3,4,5,10                                                306,8,1,3,9,2,7,4,5,10                                                  406,8,1,3,2,9,4,5,7,10                                                  0
RAA20141217201412165021010750000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009093040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,(2,7),3,4,9,5,6                                                  201,10,7,2,3,4,9,5,6                                                    301,10,7,2,(3,4),5,9,6                                                  407,10,1,2,4,3,5,9,6                                                    0
RAA20141217201412165021011150000Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１　　　　　　　　Ｃ１　　　　Ｃ１　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000540000002700000015000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,9,3,12,(5,10),2,1,(4,7),11                                        206,8,9,3,12,10,5,2,1,7,4,11                                            306,2,8,9,3,10,5,12,1,7,11,4                                            402,6,3,10,5,9,8,12,1,11,7,4                                            0
RAA20141222201412175021020860000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000450000002250000012500000075000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,1,4,7,9,2,6,(3,10)                                                205,8,1,4,7,9,2,6,3,10                                                  301,9,8,(4,7),2,5,6,(3,10)                                              40(1,9),8,7,4,2,6,5,(3,10)                                              0
