RAA20140910201409094507031150000戸塚記念　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOTSUKA KINEN                                                                                                                                                                                                                                                                                                                                                           戸塚記念　　　　　　戸塚記念　　戸塚記0000D 120002000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　210000002300    0020000000070000000400000002000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,7,5,3,(8,10),4,6,9,11                                             20(1,2),(5,7),(3,10),8,6,4,9,11                                         302,(3,4),5,8,(1,7,10),6,11,9                                           402,3,4,5,8,6,(1,11),10,7,9                                             0
RAA20140909201409084507020640000サラ系一般　Ｃ３三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３三四サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00008000000024000000144000000960000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012111130400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,8,9,5,7,4,3,6,1,11,10                                              2012,8,9,5,7,6,4,3,1,10,11                                              30(8,12),9,7,5,6,3,1,4,10,11                                            408,12,(7,9),5,(1,3),4,10,6,11                                          0
RAA20140910201409094507031050000初秋特別　Ｂ１二Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          初秋特別　Ｂ１二Ｂ２初秋特別　Ｂ初秋特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0003000000009000000060000000360000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,6,4,9,3,5,8,7                                                     201,(2,4),6,3,9,5,8,7                                                   30(1,2),6,(4,9),5,3,8,7                                                 401,2,6,4,(3,8),5,9,7                                                   0
