RAA20140820201408195510030950000サマーＣｈ（中央交流）　Ｊｐｎ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SUMMER CHAMPION                                                                                                                                                                                                                                                                                                                                                         サマーＣｈ（中央交流サマーＣｈ（サマー0000C 130001000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　140000002400    0021000000063000000210000001260000008400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,11,1,8,10,2,9,3,5,6                                               204,7,11,1,8,2,10,5,3,9,6                                               304,11,1,8,7,10,2,5,9,3,6                                               404,11,1,2,10,8,5,3,7,9,6                                               0
RAA20140820201408195510031050000霧島賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　OPEN(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                               霧島賞（中央交流）　霧島賞（中央霧島賞0000D 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0008000000024000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,11,3,9,1,8,10,2,6,12,5,7                                            204,3,11,9,10,1,8,2,12,6,5,7                                            304,3,11,10,9,1,2,8,12,6,5,7                                            4010,4,3,1,9,12,11,6,8,2,5,7                                            0
RAA20140804201408035509020420000３歳－５組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－５組　　　　　３歳－５組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000150000000350000001400000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,1,6,3,4,5,2                                                         207,1,6,5,3,4,2                                                         307,1,6,3,5,4,2                                                         401,7,3,5,6,4,2                                                         0
RAA20140818201408175510020220000３歳－５組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－５組　　　　　３歳－５組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000150000000350000001400000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000606061030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,1,4,5,2                                                           203,6,1,4,5,2                                                           303,6,1,4,2,5                                                           403,6,1,2,4,5                                                           0
RAA20140831201408305511010510000３歳－４組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－４組　　　　　３歳－４組　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000170000000390000001500000009000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,4,6,3,2,1                                                         205,4,7,6,3,1,2                                                         305,4,7,2,6,1,3                                                         405,4,2,1,3,7,6                                                         0
RAA20140811201408105509040720000Ｃ２－４組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－４組　Ｃ２　　Ｃ２－４組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000250000001000000006000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,1,6,5,3,4,2                                                         207,1,6,5,3,2,4                                                         307,1,6,5,3,2,4                                                         407,6,1,2,3,5,4                                                         0
RAA20140825201408245510040620000Ｃ２－４組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－４組　Ｃ２　　Ｃ２－４組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000250000001000000006000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,1,6,3,8,4,9,7                                                     202,5,1,6,3,8,4,9,7                                                     302,5,1,6,3,8,4,9,7                                                     402,1,5,4,3,6,7,8,9                                                     0
RAA20140818201408175510020320000２歳－３組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳－３組　　　　　２歳－３組　２歳－0000  110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000270000000620000002400000014000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,6,9,8,2,3,1,7,4                                                  205,10,9,6,8,2,3,7,1,4                                                  305,10,9,6,8,3,2,7,1,4                                                  405,9,3,10,6,1,2,8,7,4                                                  0
RAA20140901201408315511020920000佐賀プリンス賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD OP                                                                                                                                                                                                                                                                                                                                                         佐賀プリンス賞　　　佐賀プリンス佐賀プ0000  110004000000000000000サラ系２歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　140000002400    0001000000002300000009000000050000000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,7,9,3,4,2,5,1,6                                                     208,7,9,3,4,2,1,5,6                                                     308,7,9,4,3,2,1,5,6                                                     408,7,9,3,4,2,1,6,5                                                     0
RAA20140811201408105509040620000Ｃ２－６組　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      Ｃ２－６組　Ｃ２　　Ｃ２－６組　Ｃ２－0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000250000001000000006000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,6,8,1,2,4,3                                                       205,7,6,1,8,2,4,3                                                       305,7,6,1,8,2,4,3                                                       405,6,7,3,1,2,4,8                                                       0
RAA20140820201408195510030750000オッズパーク杯　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      オッズパーク杯　Ｃ２オッズパークオッズ0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000110000000250000001000000006000000030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,8,1,3,9,2,5,10,4                                                  206,7,1,8,3,2,9,10,5,4                                                  306,7,1,8,3,2,9,4,10,5                                                  406,7,1,8,3,2,9,4,5,10                                                  0
RAA20140810201408095509031110000Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ａ２　　　　　　　　Ａ２　　　　Ａ２　0000  130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000850000003300000019000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,6,3,2,4,5                                                         201,7,6,2,3,4,5                                                         301,6,7,2,3,4,5                                                         401,6,7,3,2,4,5                                                         0
