RAA20141112201411114617021050000加賀白山賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          加賀白山賞（中央交流加賀白山賞（加賀白0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000800000001600000007200000056000000320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,9,8,7,4,3,5,6                                                     201,2,(8,9),7,4,3,6,5                                                   30(1,2),(8,9),4,(3,7),6,5                                               402,1,4,(8,9),3,7,6,5                                                   0
RAA20141103201411024616031020000Ｂ２－４　Ｂ２４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２－４　Ｂ２４　　Ｂ２－４　ＢＢ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000190000000380000001700000013000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,11,4,7,(1,2,6,9),(8,12),10,5                                        203,11,4,7,6,(1,2),9,8,12,10,5                                          303,4,11,(2,6,7),9,(1,8),12,10,5                                        404,3,11,6,2,9,7,1,8,12,10,5                                            0
RAA20141119201411184617041150000Ｂ２－４　Ｂ２４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２－４　Ｂ２４　　Ｂ２－４　ＢＢ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000190000000380000001700000013000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,4,6,8,1,5,10,2,12,3,11                                            207,9,4,6,1,8,5,10,3,2,12,11                                            307,9,4,1,6,2,8,5,10,3,12,11                                            409,4,7,(1,6),2,5,12,8,10,3,11                                          0
RAA20141124201411234618010420000Ｃ２－９　Ｃ２９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－９　Ｃ２９　　Ｃ２－９　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000016000000032000000140000001100000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,7),10,9,(1,4),(2,3),(6,8),11                                       20(5,7),10,9,4,1,3,2,8,6,11                                             30(5,7),10,4,9,(1,3),2,(6,8),11                                         405,7,10,4,1,(2,9),3,6,8,11                                             0
RAA20141110201411094617010320000サラ系一般　Ｃ２１０　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２１０サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001400000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,(3,4),5,(7,10),8,2,6,9                                              201,3,4,5,7,8,10,2,6,9                                                  301,3,4,5,8,(2,7),10,6,9                                                401,3,5,(4,7),2,8,6,10,9                                                0
RAA20141110201411094617010920000日高軽種馬農業協同組合協賛ＨＢＡ組合長賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          日高軽種馬農業協同組日高軽種馬農日高軽0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000350000000700000003100000024000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,5,2,6,7,(1,8)                                                     203,4,2,5,6,(1,7),8                                                     303,(2,4),5,6,1,8,7                                                     403,2,4,5,1,6,8,7                                                       0
RAA20141126201411254618020150000サラ系一般　Ｃ２６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２６　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001400000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,(6,10),3,8,1,7,2,4                                                205,9,6,(3,10),8,1,2,7,4                                                305,9,6,3,10,(1,8),2,7,4                                                405,(6,9),3,10,1,2,8,4,7                                                0
RAA20141106201411044616041050000兼六園ジュニアＣ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KENROKUEN JUNIOR CUP                                                                                                                                                                                                                                                                                                                                                    兼六園ジュニアＣ（中兼六園ジュニ兼六園0000D 110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0002500000005000000022500000175000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,6,(9,11),4,10,1,12,8,7                                            202,5,6,4,9,11,(1,10),12,7,8                                            30(2,5,6),11,(4,9,10),(8,12),1,7                                        40(2,6),4,9,(5,8,11),(7,12),1,10                                        0
RAA20141119201411184617041050000選抜石川門ジュニアＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 選抜石川門ジュニアＣ選抜石川門ジ選抜石0000E 110002000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0001000000002000000009000000070000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,(3,7),9,6,5,4,1,2                                                   208,7,3,6,9,5,4,1,2                                                     308,7,3,6,9,5,1,4,2                                                     408,7,6,3,9,5,1,2,4                                                     0
RAA20141201201411304618031020000金沢ヤングＣｈ（中央認定）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　YOUNG CHAMPION                                                                                                                                                                                                                                                                                                                                                          金沢ヤングＣｈ（中央金沢ヤングＣ金沢ヤ0000D 110004000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    000300000000600000002700000021000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111204000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,4),6,(3,9),10,1,8,5,7,11                                           20(2,4),6,(3,9,10),(1,7,8),5,11                                         302,(4,6),10,(3,9),7,1,8,5,11                                           402,6,(4,10),(3,7),1,5,9,8,11                                           0
RAA20141110201411094617010420000サラ系一般　Ｃ２９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２９　サラ系一般　サラ系0000  000004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001400000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,1,8,3,11,4,5,10,7,6,9                                               202,1,(3,8),11,(4,10),5,7,6,9                                           302,1,(3,11),8,10,4,7,5,6,9                                             402,1,11,3,8,10,4,7,(5,6),9                                             0
