HR22002122119990717100101011413000000000000000000000000000000000000000000000000000000000000000000000000800000016001                          080000001100111000000290061300000022004                          5700000094005                          0811000001170005                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101021515000000000000000000000000000000000000000000000000000000000000000000000000500000037002                          050000001600307000000360060100000019004                          3400000218009                          0507000002790010                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101031414000000000000000000000000000000000000000000000000000000000000000000000001400000883009                          140000013601113000000140010200000045006                          8800000986021                          1314000009130020                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101041312000000000000000000000000000000000000000000000000000000000000000000000001000000059002                          100000001300203000000100010100000019004                          3700000039002                          0310000000440002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22004041219990717100101051111000000000000000000000000000000000000000000000000000000000000000000000000400000026001                          040000001300106000000190030200000056008                          4600000040001                          0406000000530001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101061010000000000000000000000000000000000000000000000000000000000000000000000000200000037002                          020000001400209000000200050400000012001                          2800000089004                          0209000001830008                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101071313000000000000000000000000000000000000000000000000000000000000000000000000400000412008                          040000008300812000000280030500000071007                          4800000597012                          0412000011730026                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101081111000000000000000000000000000000000000000000000000000000000000000000000000200000022001                          020000001100110000000310071100000012002                          2800000020001                          0210000001720006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101090707000000000000000000000000000000000000000000000000000000000000000000000000500000088004                          05000000320040600000030003                                       5600000200007                          0000                                            0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101101414000000000000000000000000000000000000000000000000000000000000000000000000600000157007                          060000004500714000000460080200000015001                          4800000277017                          0614000012630039                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101111212000000000000000000000000000000000000000000000000000000000000000000000001000000014001                          100000001000106000000310060400000017003                          5700000060003                          0610000001310006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990717100101121818000000000000000000000000000000000000000000000000000000000000000000000001100000226008                          110000006600901000000250041400000040007                          1600000624022                          0111000006630027                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102011414000000000000000000000000000000000000000000000000000000000000000000000000100000035002                          010000001500314000000370061000000014002                          1800000240009                          0114000002790011                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102021414000000000000000000000000000000000000000000000000000000000000000000000001000000026001                          100000001400108000000740090400000014002                          5600000395013                          0810000009160024                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102031616000000000000000000000000000000000000000000000000000000000000000000000000600000051003                          060000001500309000000110011600000011002                          3500000045002                          0609000000520002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102041212000000000000000000000000000000000000000000000000000000000000000000000001000000035001                          100000001500212000000140010200000047009                          7800000047001                          1012000000750001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102051616000000000000000000000000000000000000000000000000000000000000000000000000200000096004                          020000002300304000000230020700000046007                          1200000208008                          0204000002180008                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102061414000000000000000000000000000000000000000000000000000000000000000000000000800000040002                          080000001200212000000100011100000022004                          5700000018001                          0812000000240001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102071313000000000000000000000000000000000000000000000000000000000000000000000000700000046002                          070000001900212000000890110600000016001                          5800000256010                          0712000012270040                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102081818000000000000000000000000000000000000000000000000000000000000000000000000100000109005                          010000003600408000000420080500000045009                          1400000198010                          0108000006570030                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102091717000000000000000000000000000000000000000000000000000000000000000000000001500000020001                          150000001100114000000200030100000013002                          7800000077002                          1415000000900002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22004041219990718100102100909000000000000000000000000000000000000000000000000000000000000000000000000400000273007                          040000005800906000000230040500000016002                          4600000908024                          0406000009140025                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102111414000000000000000000000000000000000000000000000000000000000000000000000001300000020001                          130000001100114000000120021000000013003                          8800000045002                          1314000000450001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990718100102121111000000000000000000000000000000000000000000000000000000000000000000000000300000224006                          030000003700609000000150010200000032005                          3700000247010                          0309000002440010                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103011313000000000000000000000000000000000000000000000000000000000000000000000000200000053002                          020000001600303000000130021000000010001                          2300000186007                          0203000001970006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103021414000000000000000000000000000000000000000000000000000000000000000000000000400000014001                          040000001200112000000240040700000069008                          3700000061002                          0412000000670002                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103031414000000000000000000000000000000000000000000000000000000000000000000000001300000017001                          130000001000104000000130020800000137011                          3800000029001                          0413000000300001                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103041111000000000000000000000000000000000000000000000000000000000000000000000000800000113004                          080000001900401000000120020500000011001                          1700000245008                          0108000002310008                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103050908000000000000000000000000000000000000000000000000000000000000000000000000200000176004                          020000002600401000000150030800000010001                          1200000210006                          0102000002090006                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103061818000000000000000000000000000000000000000000000000000000000000000000000000100000021001                          010000001200102000000360051500000029003                          1100000160006                          0102000001550004                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
HR22002122119990724100103071414000000000000000000000000000000000000000000000000000000000000000000000000900000117006                          090000002800610000000150011100000037008                          6600000150007                          0910000001760005                                0000            0000            0000                                                                                                                            0000                                                                                            000000                                                                                                                                                                  
