順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
723,エイシンサンディ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.7人気,101.8,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
724,"Gate Dancer",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,3.7人気,14.5,,,0,0.0%,0.0%,0.0%,70.43,11.74,61.33
725,"Favorite Trick",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,3.0人気,8.2,,,0,0.0%,0.0%,0.0%,70.13,11.69,61.60
726,Buckfinder,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,6.7人気,28.2,,,0,0.0%,0.0%,0.0%,72.53,12.09,59.56
727,ワイルドラッシュ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,5.0人気,10.2,,,0,0.0%,0.0%,0.0%,71.15,11.86,60.72
728,マタドア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.0人気,26.8,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
729,ナオキ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.5人気,58.8,,,0,0.0%,0.0%,0.0%,72.85,12.14,59.30
730,トウシヨウピツト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,11.0人気,67.5,,,0,0.0%,0.0%,0.0%,73.05,12.18,59.14
731,タニノチカラ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,9.0人気,110.4,,,0,0.0%,0.0%,0.0%,69.50,11.58,62.16
732,アストラルグリーン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,61.3,,,0,0.0%,0.0%,0.0%,72.55,12.09,59.55
733,"Tower Walk",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,113.6,,,0,0.0%,0.0%,0.0%,70.75,11.79,61.06
734,"So Blessed",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.5人気,38.4,,,0,0.0%,0.0%,0.0%,71.35,11.89,60.55
735,"Sea Hero",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,2.5人気,5.9,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
736,Rubiton,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,8.5人気,44.1,,,0,0.0%,0.0%,0.0%,70.15,11.69,61.58
737,Relko,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,7.5人気,21.5,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
738,"Mr. Greeley",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,2.5人気,5.5,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
739,"Distant View",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.5人気,34.1,,,0,0.0%,0.0%,0.0%,69.50,11.58,62.16
740,"Bravest Roman",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,5.5人気,14.1,,,0,0.0%,0.0%,0.0%,69.45,11.58,62.20
741,"Best Western",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,2.5人気,4.6,,,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
742,Alwuhush,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,4.0人気,7.7,,,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
743,ロンバード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,15.0人気,105.4,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
744,リーチ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,1.0人気,2.9,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
745,ハヤテミグ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,16.2,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
746,ハーツクライ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,6.4,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
747,テイエムオペラオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,6.0,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
748,タケデン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,11.4,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
749,ダイワメジャー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,53.8,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
750,ダイヤモンドショール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,5.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
751,ザポテコ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,57.1,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
752,クロコルージュ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,24.6,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
753,カバリスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,42.5,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
754,エーピーダンサー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,19.1,,,0,0.0%,0.0%,0.0%,68.80,11.47,62.79
755,Wilkes,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,5.2,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
756,"Wavering Monarch",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,4.6,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
757,"Tate Gallery",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,61.6,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
758,"T. V. Lark",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,5.9,,,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
759,Siphon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,14.0,,,0,0.0%,0.0%,0.0%,69.10,11.52,62.52
760,"Lord At War",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,63.8,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
761,Kornado,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,21.0,,,0,0.0%,0.0%,0.0%,69.30,11.55,62.34
762,"Irish Tower",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,5.0,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
763,Integra,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,10.0人気,30.0,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
764,"Fire Maker",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,30.9,,,0,0.0%,0.0%,0.0%,68.70,11.45,62.88
765,"Double Bed",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,2.0人気,4.4,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
766,Catrail,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,34.5,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
767,Blakeney,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,36.7,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
768,Acatenango,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,18.5,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
769,スルーザドラゴン,  0-  0-  0- 12/ 12,0.0%,0.0%,0.0%,0,0,0.0,9.4着,9.8人気,116.9,,,0,0.0%,0.0%,0.0%,71.98,12.00,60.02
770,メンデス,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,10.9着,12.1人気,127.2,,,0,0.0%,0.0%,0.0%,72.96,12.16,59.21
771,ベストタイアップ,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,10.3着,10.1人気,61.7,,,0,0.0%,0.0%,0.0%,70.74,11.79,61.07
772,ボストンハーバー,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,10.3着,8.9人気,69.4,,,0,0.0%,0.0%,0.0%,71.36,11.89,60.54
773,ストームオンザルース,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,11.6着,11.7人気,108.7,,,0,0.0%,0.0%,0.0%,71.93,11.99,60.06
774,ランズダーン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.3着,9.3人気,73.4,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
775,ポリッシュパトリオット,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.8人気,90.4,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
776,ナリタブライアン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,11.7着,11.8人気,114.3,,,0,0.0%,0.0%,0.0%,71.83,11.97,60.14
777,ティッカネン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,10.8着,9.3人気,110.2,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
778,クリミナルタイプ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,10.3着,12.0人気,134.4,,,0,0.0%,0.0%,0.0%,70.77,11.79,61.05
779,Jalmood,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.7着,7.3人気,70.0,,,0,0.0%,0.0%,0.0%,71.18,11.86,60.69
780,ロングエース,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.6着,11.2人気,73.5,,,0,0.0%,0.0%,0.0%,71.54,11.92,60.39
781,ホスピタリテイ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.6人気,103.2,,,0,0.0%,0.0%,0.0%,72.54,12.09,59.55
782,プロント,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,6.8着,7.4人気,23.3,,,0,0.0%,0.0%,0.0%,71.62,11.94,60.32
783,サイドチヤペル,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,11.8着,10.2人気,77.2,,,0,0.0%,0.0%,0.0%,72.36,12.06,59.70
784,ゴーマーチング,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.8着,11.4人気,57.1,,,0,0.0%,0.0%,0.0%,71.34,11.89,60.56
785,アラジ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.2人気,98.1,,,0,0.0%,0.0%,0.0%,70.38,11.73,61.38
786,Dahar,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.4着,13.0人気,134.3,,,0,0.0%,0.0%,0.0%,70.88,11.81,60.95
787,ルドウターブル,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,13.3着,11.8人気,141.2,,,0,0.0%,0.0%,0.0%,72.75,12.13,59.38
788,モーニングフローリツク,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.3着,10.8人気,162.9,,,0,0.0%,0.0%,0.0%,72.63,12.10,59.48
789,フオテイテン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.5着,11.3人気,123.7,,,0,0.0%,0.0%,0.0%,72.65,12.11,59.46
790,ピルサドスキー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.3人気,67.2,,,0,0.0%,0.0%,0.0%,72.58,12.10,59.52
791,パントレセレブル,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.8着,12.0人気,123.8,,,0,0.0%,0.0%,0.0%,72.88,12.15,59.28
792,タヤスツヨシ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,7.8人気,58.1,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
793,スラヴィック,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.8人気,114.2,,,0,0.0%,0.0%,0.0%,71.83,11.97,60.15
794,スマコバクリーク,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.5人気,96.7,,,0,0.0%,0.0%,0.0%,72.45,12.08,59.63
795,シンボリクリスエス,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.8着,8.8人気,116.5,,,0,0.0%,0.0%,0.0%,71.63,11.94,60.31
796,サクラローレル,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.8人気,118.7,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
797,カーホワイト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.8着,10.3人気,48.8,,,0,0.0%,0.0%,0.0%,72.25,12.04,59.79
798,"Siberian Express",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.8人気,99.0,,,0,0.0%,0.0%,0.0%,72.28,12.05,59.77
799,Sharpo,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,5.8人気,13.0,,,0,0.0%,0.0%,0.0%,71.35,11.89,60.55
800,"Saint Ballado",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,10.8人気,89.1,,,0,0.0%,0.0%,0.0%,69.45,11.58,62.20
801,"Northern Baby",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.5着,11.3人気,87.1,,,0,0.0%,0.0%,0.0%,71.98,12.00,60.02
802,"Julio Mariner",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.5着,8.0人気,51.3,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
803,"Ela - Mana - Mou",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.3人気,136.7,,,0,0.0%,0.0%,0.0%,72.65,12.11,59.46
804,Caveat,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,5.8人気,22.8,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
805,ロイヤルノーザン2,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,15.7着,16.0人気,451.8,,,0,0.0%,0.0%,0.0%,73.83,12.31,58.51
806,リキアイオー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.3人気,159.6,,,0,0.0%,0.0%,0.0%,72.53,12.09,59.56
807,ラフインゴラ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.7着,8.7人気,48.8,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
808,ラシアンボンド,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,11.0人気,117.9,,,0,0.0%,0.0%,0.0%,72.47,12.08,59.61
809,ヤエノムテキ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.3人気,117.7,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
810,ボールドコンバタント,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.7人気,140.5,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
811,ボールドアンドフリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.3人気,75.9,,,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
812,ペール,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.7着,11.7人気,72.9,,,0,0.0%,0.0%,0.0%,71.43,11.91,60.48
813,フアーストフアミリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,11.0人気,52.2,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
814,ビンゴガルー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.3人気,50.0,,,0,0.0%,0.0%,0.0%,73.87,12.31,58.48
815,バンブービギン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,14.0人気,260.6,,,0,0.0%,0.0%,0.0%,71.53,11.92,60.39
816,ハイブリツジスルー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,11.0人気,42.0,,,0,0.0%,0.0%,0.0%,71.87,11.98,60.11
817,パーソナリテイ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,13.3着,12.3人気,92.6,,,0,0.0%,0.0%,0.0%,72.17,12.03,59.86
818,ニチドウタロー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,48.3,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
819,ニゾン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,67.7,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
820,テユデナム,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.7人気,42.7,,,0,0.0%,0.0%,0.0%,72.03,12.01,59.97
821,セントクレスピン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,47.8,,,0,0.0%,0.0%,0.0%,72.63,12.11,59.48
822,スキャターザゴールド,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.7人気,45.2,,,0,0.0%,0.0%,0.0%,72.43,12.07,59.64
823,シャルード,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.3着,5.7人気,26.7,,,0,0.0%,0.0%,0.0%,71.37,11.89,60.53
824,サルノキング,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,9.0人気,80.9,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
825,サウスヴィグラス,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.3人気,35.6,,,0,0.0%,0.0%,0.0%,72.27,12.04,59.78
826,ギヤロツプダイナ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,9.0人気,32.2,,,0,0.0%,0.0%,0.0%,71.97,11.99,60.03
827,カリスタグローリ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.3人気,113.6,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
828,オンリーフオアライフ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.7着,13.0人気,108.0,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
829,エンペリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,110.0,,,0,0.0%,0.0%,0.0%,73.23,12.21,58.99
830,"Time for a Change",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.7着,11.7人気,161.6,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
831,"The Pie King",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,9.0人気,32.4,,,0,0.0%,0.0%,0.0%,71.73,11.96,60.22
832,Shaadi,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,8.3人気,62.8,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
833,Rubiano,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.7人気,53.7,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
834,"Pago Pago",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,6.3人気,27.3,,,0,0.0%,0.0%,0.0%,70.37,11.73,61.39
835,Ogygian,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.7着,9.3人気,37.3,,,0,0.0%,0.0%,0.0%,70.17,11.69,61.57
836,"Native Aspen",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.7着,7.7人気,18.7,,,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
837,"In Reality",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,10.7人気,92.5,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
838,Homebuilder,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,10.0人気,57.5,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
839,"Highest Honor",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,11.0人気,75.3,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
840,Ghazi,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,15.0着,11.7人気,157.3,,,0,0.0%,0.0%,0.0%,70.33,11.72,61.42
841,"Fusaichi Pegasus",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,14.3着,10.0人気,33.7,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
842,Cormorant,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,7.3人気,46.6,,,0,0.0%,0.0%,0.0%,72.33,12.06,59.72
843,"Carson City",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,13.7着,13.0人気,174.9,,,0,0.0%,0.0%,0.0%,71.87,11.98,60.11
844,"Bold Lad (IRE)",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.3人気,28.8,,,0,0.0%,0.0%,0.0%,72.73,12.12,59.40
845,Assert,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.7人気,99.8,,,0,0.0%,0.0%,0.0%,73.47,12.24,58.80
846,"Arctic Tern",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,13.7着,14.3人気,408.9,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
847,"American Post",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.3人気,9.9,,,0,0.0%,0.0%,0.0%,69.67,11.61,62.01
848,リファーズウィッシュ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.5人気,52.6,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
849,ライブリーワン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,15.0人気,199.5,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
850,ラークスパー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,7.5人気,43.5,,,0,0.0%,0.0%,0.0%,75.25,12.54,57.41
851,モガンボ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.5人気,141.5,,,0,0.0%,0.0%,0.0%,72.85,12.14,59.30
852,モガミチャンピオン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,11.0人気,64.9,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
853,メリーナイス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.0人気,34.7,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
854,ムーテイエ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,7.5人気,71.5,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
855,ミラルゴ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,14.0人気,228.4,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
856,マジツクミラー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.5人気,17.4,,,0,0.0%,0.0%,0.0%,69.10,11.52,62.52
857,フリートウイング,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,11.5人気,125.4,,,0,0.0%,0.0%,0.0%,73.05,12.18,59.14
858,フサイチソニック,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,118.0,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
859,フイダルゴ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.5人気,38.7,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
860,ピユウターグレイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,140.5,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
861,ハワイアンイメージ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.5人気,115.1,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
862,パーフライト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,13.5人気,84.8,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
863,ノーベルダンサー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.5人気,217.5,,,0,0.0%,0.0%,0.0%,74.35,12.39,58.10
864,ニシノエトランゼ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.5人気,83.7,,,0,0.0%,0.0%,0.0%,70.05,11.68,61.67
865,トンピオン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.5人気,69.9,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
866,トライバルセンプー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,13.5人気,170.3,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
867,テストケイス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.5人気,52.0,,,0,0.0%,0.0%,0.0%,75.15,12.53,57.49
868,タンゾア,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,12.0人気,119.7,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
869,ダンスオブライフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,9.5人気,49.2,,,0,0.0%,0.0%,0.0%,70.35,11.73,61.41
