順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
847,ルーラーシップ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,15.1,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
848,リキアイオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,16.7,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
849,リーフアーマツドネス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,11.0人気,44.3,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
850,リーチザクラウン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,13.8,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
851,リアルボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,279.6,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
852,ランニングフリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,184.8,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
853,ラプシイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,11.4,,,0,0.0%,0.0%,0.0%,75.20,12.53,57.45
854,ユートカイザー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,23.2,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
855,ヤエノダイヤ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,89.4,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
856,モンテプリンス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,47.4,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
857,モガミチャンピオン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,22.8,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
858,モーニングフローリツク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,47.1,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
859,メジロパーマー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,93.6,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
860,メジロイーグル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,7.0人気,41.7,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
861,メジロアルダン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,234.0,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
862,メイショウホムラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,119.8,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
863,ムタファーウエク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,123.2,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
864,ミレニアムバイオ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,16.0人気,229.3,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
865,ミルグロリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,81.8,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
866,ミリオンディスク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,71.5,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
867,ミスタールマン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,79.1,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
868,ミシシツピアン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,4.0人気,6.1,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
869,マルターズライオン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,14.0人気,214.8,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
870,マチカネタンホイザ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,15.0人気,81.5,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
871,マイネルマックス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,71.6,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
872,ボールドアンドブレーヴ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,73.8,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
873,ペール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,36.8,,,0,0.0%,0.0%,0.0%,,,
874,プレミアムサンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,145.1,,,0,0.0%,0.0%,0.0%,74.90,12.48,57.68
875,プレストウコウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,47.5,,,0,0.0%,0.0%,0.0%,76.10,12.68,56.77
876,プレザント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,24.0,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
877,フィールドボンバー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,29.5,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
878,ファイヴナカヤマ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,14.0人気,121.5,,,0,0.0%,0.0%,0.0%,73.30,12.22,58.94
879,ファーディナンド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,80.8,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
880,ピツトカーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,11.0人気,33.7,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
881,ビーマイナカヤマ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,79.5,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
882,ハワイアンイメージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,10.1,,,0,0.0%,0.0%,0.0%,74.10,12.35,58.30
883,ハヤトラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,40.1,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
884,ハヤテミグ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,14.0人気,155.1,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
885,パドスール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,209.0,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
886,ハープアイル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,226.2,,,0,0.0%,0.0%,0.0%,74.50,12.42,57.99
887,ノーリーズン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,62.5,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
888,ノーザリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,2.0人気,6.2,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
889,ニホンピロマーチ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,78.2,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
890,ニツトウオーカン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.0人気,26.4,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
891,トロットサンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,171.9,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
892,トレジャーアイランド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,84.7,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
893,トーヨーシアトル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,116.5,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
894,トーセンブライト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,85.8,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
895,トーセンファントム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,113.6,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
896,トウシヨウペガサス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,7.0人気,33.5,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
897,ドウカンガバナー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,106.3,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
898,テユデナムキング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,63.2,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
899,ディクタット,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,16.2,,,0,0.0%,0.0%,0.0%,68.20,11.37,63.34
900,ツータイミング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,81.1,,,0,0.0%,0.0%,0.0%,75.10,12.52,57.52
901,チョウカイリョウガ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,285.5,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
902,チェリークラウン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,39.1,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
903,ダンディコマンド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,250.4,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
904,ダンサーズイメージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,78.5,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
905,タガノゲルニカ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,17.8,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
906,ダイナサンキユー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,50.2,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
907,ダイナコスモス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,70.7,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
908,ダイタクヤマト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,29.7,,,0,0.0%,0.0%,0.0%,73.10,12.18,59.10
909,タイキシャーロック,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,86.0,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
910,センリョウヤクシャ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,220.6,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
911,セントシーザー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,11.2,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
912,スマノダイドウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,106.2,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
913,スタイヴアザント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.0人気,5.7,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
914,スクラムダイナ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,226.3,,,0,0.0%,0.0%,0.0%,74.80,12.47,57.75
915,シルクハリアー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,94.6,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
916,ジヨージモナーク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,11.5,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
917,シヤイニングナイト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,94.8,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
918,シーロ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,56.3,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
919,ジークエンブレム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,17.4,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
920,シーキングザダイヤ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,64.0,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
921,サンライズペガサス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,231.4,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
922,サンテステフ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,16.0人気,202.7,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
923,サンデーウェル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,448.4,,,0,0.0%,0.0%,0.0%,75.60,12.60,57.14
924,サンシー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,61.3,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
925,ザッツザプレンティ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,5.0人気,18.2,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
926,サクラメガワンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,146.4,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
927,サクラサニーオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,33.3,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
928,サクラガイセン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,46.3,,,0,0.0%,0.0%,0.0%,74.60,12.43,57.91
929,ザカリヤ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,49.3,,,0,0.0%,0.0%,0.0%,69.50,11.58,62.16
930,サイレントハンター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,95.6,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
931,ザーラージル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,68.2,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
932,コパノフウジン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,264.4,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
933,グロウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,41.5,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
934,グレートホープ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,202.4,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
935,グリンモリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,90.3,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
936,グリーンアプローズ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.0人気,56.3,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
937,グランデイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,36.4,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
938,クエストフォベスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,56.8,,,0,0.0%,0.0%,0.0%,73.40,12.23,58.86
939,カバリスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,44.8,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
940,カツトクシン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,123.5,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
941,オペツクホース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,110.1,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
942,オサイチジョージ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,144.8,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
943,オールドヴィック,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,115.2,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
944,オースミタイクーン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,12.0人気,132.2,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
945,オースミシャダイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,8.0人気,66.5,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
946,エンペリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,148.3,,,0,0.0%,0.0%,0.0%,74.10,12.35,58.30
947,エムオーウイナー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,16.0人気,326.6,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
948,エイシンフラッシュ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,99.6,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
949,エイシンオーシャン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,6.5,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
950,エイシンウオリア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,112.2,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
951,ウォーターリーグ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,20.6,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
952,ウエスタンメジャー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,8.0人気,25.0,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
953,インターグランプリ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,15.0人気,378.7,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
954,イナリワン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,14.0人気,176.0,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
955,イイデセゾン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,64.4,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
956,アンフイールド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,2.0人気,4.7,,,0,0.0%,0.0%,0.0%,,,
957,アンテイーカ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,9.0人気,52.4,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
958,アラナス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,37.6,,,0,0.0%,0.0%,0.0%,75.50,12.58,57.22
959,アサクサデンエン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,75.7,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
960,アサクサキングス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,88.8,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
961,アカビール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,38.6,,,0,0.0%,0.0%,0.0%,72.80,12.13,59.34
962,アカデミック2,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,36.0,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
963,アイリツシユボール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,57.3,,,0,0.0%,0.0%,0.0%,74.10,12.35,58.30
964,アイノセントスキー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,37.9,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
965,アイシーグルーム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,134.8,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
966,Zabeel,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,2.0人気,7.1,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
967,"Yes It's True",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,191.6,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
968,"With Approval",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,119.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
969,"Vice Regent",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,7.6,,,0,0.0%,0.0%,0.0%,69.30,11.55,62.34
970,"Value Plus",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,5.0人気,12.9,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
971,"Tsunami Slew",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,138.0,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
972,Trippi,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,10.0人気,31.1,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
973,"Tiger Ridge",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,49.6,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
974,"The Noble Player",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,27.0,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
975,Tapit,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,2.0人気,5.1,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
976,"Talkin Man",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,8.0人気,30.9,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
977,"Street Cry",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,17.1,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
978,"Storming Home",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,119.3,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
979,"Spend a Buck",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,54.2,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
980,Snitzel,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,20.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
981,Siphon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,46.1,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
982,Sinndar,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,2.0人気,3.6,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
983,"Silent Screen",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,18.5,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
984,Shadeed,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,9.0人気,35.5,,,0,0.0%,0.0%,0.0%,74.20,12.37,58.22
985,"Sea of Secrets",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,28.8,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
986,"Rock Hard Ten",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,14.7,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
987,"Rainbow Quest",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,7.0人気,36.8,,,0,0.0%,0.0%,0.0%,73.90,12.32,58.46
988,"Quiet American",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,259.6,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
989,"Pure Prize",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,69.0,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
990,Premiership,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,239.6,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
991,"Polish Navy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,135.8,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
992,"Point Given",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,6.0人気,16.8,,,0,0.0%,0.0%,0.0%,73.50,12.25,58.78
993,Pivotal,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,7.0人気,12.0,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
