HR22003081820030816100301011010000000000000000000000000000000000000000000000000000000000000000000000000700000021001                          070000001100106000000110020400000044007                          6700000022001                          0607000000270001                                060700000013000104070000009300120406000001340017                                                                                                                0706000000460001                                                                                040607000002330008                                                                                                                                                      
HR22003081820030816100301021414000000000000000000000000000000000000000000000000000000000000000000000000300000028001                          030000001400210000000210050200000012001                          3600000074003                          0310000001060003                                031000000040000502030000002100010210000000430006                                                                                                                0310000002110008                                                                                020310000001090002                                                                                                                                                      
HR22003081820030816100301031515000000000000000000000000000000000000000000000000000000000000000000000000100000067004                          010000002300402000000210030400000072008                          1200000142006                          0102000001300006                                010200000048000501040000021600220204000001610018                                                                                                                0102000002850013                                                                                010204000007880024                                                                                                                                                      
HR22003081820030816100301041616000000000000000000000000000000000000000000000000000000000000000000000000900000039002                          090000001700316000000120011300000022005                          5800000055002                          0916000000660002                                091600000030000209130000007200091316000000400004                                                                                                                0916000001490004                                                                                091316000001790005                                                                                                                                                      
HR22003081820030816100301051212000000000000000000000000000000000000000000000000000000000000000000000000300000098004                          030000002100401000000470080600000020003                          1300000591024                          0103000005970023                                010300000204003003060000010800130106000002120032                                                                                                                0301000012540048                                                                                010306000014270050                                                                                                                                                      
HR22003081820030816100301060909000000000000000000000000000000000000000000000000000000000000000000000000400000025001                          040000001200105000000230050700000044007                          4500000087004                          0405000000990004                                040500000042000404070000013100170507000002100026                                                                                                                0405000001420005                                                                                040507000007160029                                                                                                                                                      
HR22003081820030816100301071818000000000000000000000000000000000000000000000000000000000000000000000001300000201008                          130000006100810000003180150800000037005                          5700000069002                          1013000110290106                                101300002371010208130000042400410810000021300097                                                                                                                1310000183830192                                                                                081013000510590451                                                                                                                                                      
HR22003081820030816100301081414000000000000000000000000000000000000000000000000000000000000000000000001000000113005                          100000002000511000000110010800000017002                          6700000038001                          1011000001330005                                101100000053000508100000010400130811000000310003                                                                                                                1011000003720016                                                                                081011000002630009                                                                                                                                                      
HR22003081820030816100301091212000000000000000000000000000000000000000000000000000000000000000000000000600000034002                          060000001200209000000170031000000012001                          5700000034001                          0609000001220003                                060900000040000306100000002300010910000000310002                                                                                                                0609000002230005                                                                                060910000000960001                                                                                                                                                      
HR22003081820030816100301101111000000000000000000000000000000000000000000000000000000000000000000000000700000468006                          070000004900604000000110010200000022004                          4600000159005                          0407000002720007                                040700000078000702070000025800210204000000270002                                                                                                                0704000011800027                                                                                020407000004470013                                                                                                                                                      
