
2014010606010201,45.2,51.7,51.2,51.6,47.7,49.0,65.2,56.9,44.6,40.8,41.2,58.2,45.6,47.0,49.3,54.7
2014010606010202,53.1,47.5,55.9,50.7,44.9,43.1,63.0,53.2,45.8,52.0,55.2,45.8,44.8,56.8,40.7,47.6
2014010606010203,47.9,55.0,43.7,49.1,62.8,44.3,43.9,55.5,48.1,51.8,56.6,43.8,48.2,51.4,52.8,45.0

2014010606010205,49.2,56.4,52.7,49.7,39.9,47.0,49.3,48.0,44.3,55.3,58.8,49.3,51.2,51.8,47.3
2014010606010206,55.3,49.1,55.0,49.9,47.1,47.7,58.9,48.0,43.6,54.3,49.5,48.8,49.1,52.8,45.7,45.1
2014010606010207,45.5,57.4,55.1,55.2,49.6,55.7,50.3,49.6,52.8,41.8,46.7,54.6,42.9,52.0,37.6,53.2
2014010606010208,44.5,56.0,51.1,52.5,45.1,49.9,46.9,46.2,55.6,52.3,51.3,46.5,59.3,49.9,48.9,44.1
2014010606010209,46.0,48.9,54.3,49.3,50.0,49.4,56.3,49.3,49.4,48.6,51.5,46.0,51.1
2014010606010210,55.3,47.5,61.8,46.5,38.7,39.1,47.6,47.3,55.0,50.7,57.3,48.0,46.0,52.4,52.7,54.2
2014010606010211,47.8,41.3,48.3,50.2,60.1,48.4,46.6,56.4,52.8,57.2,46.6,56.7,50.2,46.0,43.4,48.1
2014010606010212,52.1,46.9,47.4,51.7,47.4,56.3,48.2,59.0,49.1,45.9,46.0
2014010608010201,58.1,58.3,46.2,55.2,56.3,58.6,45.3,47.9,44.8,41.6,50.0,48.0,51.7,43.5,51.5,43.2
2014010608010202,42.3,44.3,53.9,54.1,53.1,43.1,52.7,52.6,52.5,46.8,51.7,46.9,52.8,53.1
2014010608010203,56.4,53.5,42.0,50.2,54.5,49.0,39.2,53.0,42.0,44.8,58.0,51.0,50.4,51.5,53.2,51.3
2014010608010204,52.3,48.2,50.7,53.5,45.1,49.5,49.9,52.5,48.2
2014010608010205,53.1,51.1,53.9,50.1,51.9,53.3,47.3,44.0,38.4,47.5,41.4,54.1,63.8,54.6,47.9,47.4
2014010608010206,49.1,51.9,48.7,47.1,53.5,49.1,46.5,45.6,52.0,52.1,54.5
2014010608010207,50.7,55.5,45.3,47.0,46.6,45.9,57.8,42.2,57.4,48.2,53.5,44.3,53.1,49.8,50.6,52.0
2014010608010208,51.0,59.2,47.1,52.5,43.2,44.0,47.1,63.5,47.9,42.6,46.2,53.3,45.0,49.7,56.5,51.1

2014010608010210,54.9,48.3,49.2,54.1,45.2,46.7,50.3,57.8,48.7,46.5,42.3,46.1,49.1,58.8,52.2

