
2014020205010201,42.1,64.3,50.3,43.1,51.8,50.3,51.5,48.7,50.4,49.3,43.7,52.8,46.3,49.4,56.1
2014020205010202,46.4,54.4,58.0,57.7,43.4,50.1,48.1,57.0,42.5,51.0,53.7,49.7,48.7,47.4,40.5,51.5
2014020205010203,46.9,51.6,58.5,48.0,47.0,53.2,58.1,49.7,47.3,44.0,53.8,48.7,41.9,47.9,55.0,48.3

2014020205010205,52.0,52.9,50.1,48.4,42.8,52.5,47.3,40.8,54.7,46.6,53.7,45.6,61.9,41.0,54.5,55.4
2014020205010206,52.0,48.8,55.2,50.4,52.3,56.0,49.4,53.2,45.8,43.4,46.0,47.5
2014020205010207,47.3,53.4,47.4,53.3,52.2,59.9,45.4,45.2,45.2,64.4,49.9,50.5,43.6,50.2,48.7,43.4
2014020205010208,51.0,48.7,56.7,45.3,56.1,50.8,56.0,45.1,46.6,46.9,56.0,51.9,54.5,43.4,45.5,45.6
2014020205010209,47.1,53.9,58.0,49.6,48.5,49.1,46.9,48.5,45.5,47.6,50.7,50.3,52.1,57.8,52.0,42.4
2014020205010210,47.2,49.2,49.0,50.2,50.9,56.1,51.1,46.2,45.4,58.2,46.2,50.0,47.9,55.3,54.4,42.7
2014020205010211,49.4,54.4,57.1,50.3,51.2,50.1,45.5,47.4,48.9,55.3,43.9,48.1,48.5,52.4,46.6,50.7
2014020205010212,41.3,51.9,45.6,47.1,53.6,49.0,47.6,51.6,51.8,49.3,43.5,64.0,49.4,55.5,51.1,47.9
2014020208020201,45.0,52.5,54.1,48.9,50.3,54.4,64.9,46.5,50.0,45.7,56.8,40.8,44.1,40.9,50.2,55.0
2014020208020202,42.6,43.9,58.2,47.0,48.6,51.0,50.0,45.3,56.3,50.4,48.6,47.6,56.6,53.6,48.7,51.5
2014020208020203,50.9,49.2,44.1,49.8,43.2,50.1,50.0,58.5,43.2,54.4,44.6,52.1,59.4,48.4,54.6,47.4
2014020208020204,44.4,52.9,51.6,54.6,45.4,52.8,49.3,48.7,51.8,50.2,48.2
2014020208020205,48.9,55.7,54.5,55.0,50.0,49.4,56.9,44.4,43.6,43.9,57.5,45.4,45.6,52.4,48.4,48.4
2014020208020206,53.6,51.2,50.8,55.3,47.8,44.9,49.0,54.1,54.0,41.3,58.6,45.3,53.8,48.8,41.6
2014020208020207,43.1,57.1,42.4,49.1,51.8,49.8,52.2,52.8,52.6,49.2
2014020208020208,48.3,46.5,58.7,48.4,48.7,52.8,58.7,52.2,48.0,44.8,47.0,45.8
2014020208020209,48.7,56.8,48.0,55.6,50.3,50.3,49.5,52.8,47.1,43.2,48.0

2014020208020211,59.7,54.0,55.2,47.4,47.5,48.5,42.8,57.0,47.5,51.7,53.0,51.8,47.4,43.8,42.1,50.5
