
2013122106050701,49.8,51.7,49.7,56.4,47.4,54.8,50.4,53.9,49.2,43.7,50.3,47.4,53.3,46.4,46.0,49.6
2013122106050702,53.3,45.8,51.9,50.6,47.3,49.3,50.9,53.3,45.5,46.5,47.0,60.8,58.3,42.1,43.0,54.3
2013122106050703,55.3,46.7,47.3,64.5,53.9,36.4,37.4,56.7,54.5,45.6,55.4,39.3,51.7,48.8,26.8,61.8,62.0,55.8
2013122106050704,47.1,48.3,52.3,54.8,53.0,43.7,56.2,46.3,52.8,48.3,49.7,47.6
2013122106050705,53.4,46.9,51.2,50.0,54.0,44.4,49.3,47.2,55.7,59.3,46.0,47.6,55.0,40.8,50.9,48.3
2013122106050706,48.3,56.9,51.1,53.7,56.9,42.5,47.1,49.1,46.8,57.0,41.4,55.0,49.2,55.4,39.2,50.5

2013122106050708,48.4,47.6,56.5,49.4,53.1,58.0,51.6,49.4,42.1,43.2,49.0,43.2,50.3,62.2,46.8,49.2
2013122106050709,57.2,55.1,47.4,46.6,50.9,52.5,51.6,44.1,58.5,46.9,45.4,50.1,49.2,51.5,50.4,42.6

2013122106050711,61.7,49.3,42.7,54.6,50.5,48.1,49.6,43.5,52.2,47.7,49.0,54.8,45.1,49.5,52.9,49.0
2013122106050712,45.8,50.1,40.1,46.3,51.1,53.6,47.6,56.3,59.6,49.8,51.9,49.0,53.5,44.3,51.2
2013122109050701,46.8,48.4,52.9,47.2,55.4,54.4,51.1,41.9,51.8,48.3,50.6,53.1,59.0,42.6,47.9,48.3
2013122109050702,53.3,39.7,40.6,46.9,47.7,48.1,52.0,50.9,45.1,59.8,51.2,47.5,52.1,59.2,51.3,54.6
2013122109050703,49.8,45.4,47.9,51.1,44.4,49.4,42.8,54.1,33.1,48.3,50.7,52.8,71.9,33.6,45.0,48.3,64.2,67.3
2013122109050704,60.1,46.7,52.6,56.9,51.2,34.8,38.7,39.8,47.3,47.5,74.8,42.7,57.8,58.7,46.7,50.0,36.4,57.3
2013122109050705,58.9,46.6,70.7,43.9,40.4,46.6,44.0,58.9,71.2,50.8,56.3,46.1,46.9,41.5,36.2,50.9,38.1,51.9
2013122109050706,49.7,50.5,48.0,52.3,51.2,48.8,48.1,52.9,50.3,51.8,46.1,50.2
2013122109050707,54.8,51.0,44.8,47.2,56.3,51.3,49.3,46.4,52.8,55.3,49.0,51.5,39.5,46.0,55.5,49.4
2013122109050708,51.0,49.8,49.4,52.4,47.8,51.0,47.8,46.9,54.1,47.3,57.3,46.9,54.3,44.4,40.5,59.0

2013122109050710,48.1,54.8,47.3,40.6,39.0,49.6,45.8,53.2,57.6,51.7,63.4,48.5,56.5,45.8,47.9,50.1
2013122109050711,52.7,48.1,58.4,51.2,46.6,45.4,51.3,42.4,65.0,51.3,50.1,45.7,51.0,46.6,42.9,51.3
