SEB2002122020010308A40000070130000000000FLYERS LEGACY                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00005000000112      0000000000000000000000000000000000000000001997110259マルターズスパーブ　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020010000000000BLU AIR FORCE                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00008000000114      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020020000000000CHINA VISIT                         00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00004000000H        0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020030000000000CLIQUOT                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00005000000134      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020040000000000COMPTON BOLTER                      00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000140000003        0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020050000000000CONFLICT                            00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00003000000 12      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020060000000000CURULE                              00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00002000000 34      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020070000000000FESTIVAL OF LIGHT                   00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00001001354         0000000000000000000000000000000000000000000000000000CURULE                              0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020080000000000JILA                                00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00007000000 34      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020091996110169ノボトゥルー　　　　　　　　　　　　06110305200427森秀行　978800池ばた　　　　　　　　　　　　　　　　　　　　　　　　　　　　　青，白星散，白袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000000000000ＰＥＳＬ　　　　00       00909000000 34      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020100000000000ONE WON ONE                         00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00015000000T        0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020110000000000PINE DANCE                          00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000060000003        0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020120000000000RIVER TIMES                         00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00012000000Z        0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020130000000000SKOOZI PLEASE                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00013000000312      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020140000000000SUGARFOOT                           00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000100000002        0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000020150000000000SULTRY SUBSTITUTE                   00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00011000000134      0000000000000000000000000000000000000000000000000000FESTIVAL OF LIGHT                   0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040010000000000CAITANO                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00006000000114      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040020000000000CRIMSON QUEST                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00011000000K        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040030000000000DALIAPOUR                           00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00007000000212      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040040000000000ENDLESS HALL                        00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00004000000212      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040050000000000FANTASTIC LIGHT                     00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00002000000H        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040060000000000GIVE THE SLIP                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00005000000114      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040070000000000INCHLONAIG                          00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000100000001        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040080000000000INDIGENOUS                          00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00013000000112      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040090000000000ISLAND HOUSE                        00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00009000000H        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040100000000000KUTUB                               00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00012000000A        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040110000000000MURGHEN                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000160000003        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040120000000000MUTAFAWEQ                           00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00008000000114      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040130000000000SILVANO                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000030000002        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040141994108729ステイゴールド　　　　　　　　　　　00110407200110池江泰郎415800社台レースホース　　　　　　　　　　　　　　　　　　　　　　　　黄，黒縦縞，袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000066600000武豊　　　　　　00       00101002282         0000000000000000000000000000000000000000000000000000FANTASTIC LIGHT                     0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040150000000000CATELLA                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00015000000 12      0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000040160000000000MILETRIAN                           00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00014000000A        0000000000000000000000000000000000000000001994108729ステイゴールド　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060010000000000ARKADIAN HERO                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00005000000114      0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060020000000000CRISOS IL MONACO                    00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       40000000000         0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　9999000000000000000000
SEB2002122020010324C70000060031997110118イーグルカフェ　　　　　　　　　　　06110304101013小島太　989006西川　清　　　　　　　　　　　　　　　　　　　　　　　　　　　　黄，黒襷，黒袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000066600000武豊　　　　　　00       009090000002        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060040000000000FAIRY KING PRAWN                    00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00002000000K        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060050000000000HAPPY DIAMOND                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000120000004        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060060000000000JIM AND TONIC                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00001001478         0000000000000000000000000000000000000000000000000000FAIRY KING PRAWN                    0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060070000000000LADIES DIN                          00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000110000007        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060080000000000MAHFOOTH                            00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00010000000 34      0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060090000000000PROLIX                              00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00007000000 12      0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060100000000000SHAMROCK SITY                       00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00014000000T        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060110000000000SLICKLY                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00006000000112      0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060120000000000SUMITAS                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000130000007        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060130000000000SWALLOW FLIGHT                      00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00008000000K        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060140000000000GOLDEN SILCA                        00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000040000002        0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000060150000000000SUNLINE                             00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       00003000000 12      0000000000000000000000000000000000000000000000000000JIM AND TONIC                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SEB2002122020010324C70000070010000000000APTITUDE                            00000000000000　　　　000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000　　　　　　　　00       000060000001        0000000000000000000000000000000000000000000000000000CAPTAIN STEVE                       0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
