RAA20150218201502174211020750000ツインシャイン特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツインシャイン特別（ツインシャイツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,3,6,2,7,1,12,11,4,10,5                                            209,8,6,3,7,2,12,1,11,4,5,10                                            309,8,6,7,2,12,(3,10),11,5,4,1                                          406,9,7,8,2,10,12,3,11,4,1,5                                            0
RAA20150220201502194211040670000ツインアタック特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツインアタック特別（ツインアタッツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,8,1,9,7,4,6,11,10,2                                               203,5,8,1,9,7,4,6,11,10,2                                               303,5,4,8,7,9,6,1,11,2,10                                               403,4,5,7,8,9,11,2,10,6,1                                               0
RAA20150220201502194211041070000マルチフレンド特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチフレンド特別（マルチフレンマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,7,1,10,8,5,2,11,9,4,12                                            203,6,7,1,8,10,2,11,4,9,12,5                                            303,6,7,1,2,10,8,11,4,12,9,5                                            403,6,7,2,1,10,8,11,12,9,5                                              0
RAA20150218201502174211021250000春告草特別　Ｂ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          春告草特別　Ｂ３二　春告草特別　春告草0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002000000006000000034000000260000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,4,2,5,7,10,6,9,8,11                                               201,3,2,4,7,5,10,9,6,11,8                                               301,3,4,7,2,5,10,11,9,6,8                                               401,3,7,4,10,2,6,5,11,9,8                                               0
RAA20150220201502194211041270000ゆうパークおごせ賞　Ｃ１四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ゆうパークおごせ賞　ゆうパークおゆうパ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,1,5,3,6,7,8,9                                                     202,4,1,5,3,6,8,7,9                                                     304,1,3,5,2,7,8,6,9                                                     404,5,1,3,2,(7,8),6,9                                                   0
RAA20150217201502164211011040000梅見月特別　Ｂ２二Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          梅見月特別　Ｂ２二Ｂ梅見月特別　梅見月0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002400000007200000040800000312000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,4,10,9,1,5,2,11,6,8,3                                               207,(4,10),9,1,5,2,11,6,8,3                                             30(4,7),10,9,1,5,(2,11),6,8,3                                           409,10,4,(6,11),5,7,8,1,2,3                                             0
RAA20150221201502204211050780000サラ系一般　Ｃ２十１１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２十１サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,6,9,10,2,7,3,8,5,4                                                  201,6,9,10,2,3,7,8,5                                                    301,2,6,10,9,3,7,8,5                                                    401,2,3,10,8,7,5,6,9                                                    0
RAA20150217201502164211010740000サラ系一般　Ｃ２四五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２四五サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,7,10,6,2,3,9,8,5                                                  201,4,7,10,2,6,9,3,5,8                                                  3010,7,4,1,9,2,6,8,5,3                                                  4010,9,1,2,8,4,3,6,5,7                                                  0
RAA20150221201502204211051180000如月特別　Ｂ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          如月特別　Ｂ２一　　如月特別　Ｂ如月特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002400000007200000040800000312000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,3,7,9,11,8,10,4,6                                                 201,2,7,3,11,9,8,10,4,6                                                 302,3,8,11,7,9,1,10,4,6                                                 4011,2,8,7,3,9,10,1,6,4                                                 0
RAA20150219201502184211031060000蝋梅特別　Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          蝋梅特別　Ｃ１二　　蝋梅特別　Ｃ蝋梅特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001800000005400000030600000234000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,11,9,4,2,5,3,10,6,7,8                                               201,11,9,4,5,2,(3,10),6,7,8                                             301,11,9,4,5,10,6,2,3,7,8                                               401,11,4,9,10,5,2,6,3,7,8                                               0
RAA20150221201502204211051080000白梅賞　Ｃ１三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     白梅賞　Ｃ１三　　　白梅賞　Ｃ１白梅賞0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,7,9,1,11,10,6,5,3,2                                               204,8,7,1,9,10,6,11,5,2,3                                               308,4,7,10,9,11,3,1,6,2,5                                               408,10,7,11,4,9,1,3,2,5,6                                               0
RAA20150218201502174211020650000若盛特別　一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               若盛特別　一　　　　若盛特別　一若盛特0000E 120000000000000000000サラ系３歳　３００万上　　　　　　　　　　　　　　　　　　　150000002300    0002200000006600000037400000286000002200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,6,7,3,8,1,2,5                                                       204,(6,7),3,1,8,2,5                                                     304,3,7,6,8,2,1,5                                                       404,3,7,8,2,1,6,5                                                       0
RAA20150219201502184211031260000仲春特別　Ｂ２Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          仲春特別　Ｂ２Ｂ３　仲春特別　Ｂ仲春特0000E 000001000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002400000007200000040800000312000002400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,4,9,5,12,7,8,1,11,2,10                                            203,6,(4,9),12,5,7,1,8,11,10,2                                          303,6,9,12,4,5,7,1,8,11,10,2                                            403,6,12,9,5,4,7,1,11,10,8,2                                            0
