RAA20150712201507115405031010000Ｃ３－６　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－６　Ｃ３　　　Ｃ３－６　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,(2,11),4,9,(1,7),8,(3,10),5                                         206,11,2,9,1,4,7,(8,10),3,5                                             306,11,9,2,7,(4,10),1,8,3,5                                             4011,6,2,9,(4,7),(3,10),8,1,5                                           0
RAA20150712201507115405030610000３歳－１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－１　　　　　　３歳－１　　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,7,5,(2,4),6,3                                                     201,8,5,7,4,2,(3,6)                                                     301,7,8,5,4,(2,6),3                                                     401,(5,7),4,6,2,8,3                                                     0
RAA20150706201507045405010210000Ｃ３ハ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３ハ　　　　　　　Ｃ３ハ　　　Ｃ３ハ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,4,7,10,5,1,6,2,3                                                  209,8,4,(7,10),5,1,(2,6),3                                              309,5,(4,8),10,7,1,(2,6),3                                              401,5,4,9,7,3,(2,8),10,6                                                0
RAA20150713201507125405040920000Ｃ３－１０　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１０　Ｃ３　　Ｃ３－１０　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,5,10,6,3,1,(7,8),4,2                                                209,(5,10),6,(3,8),7,4,1,2                                              309,10,5,6,8,7,4,(1,2,3)                                                4010,9,6,8,4,(2,5,7),1,3                                                0
RAA20150720201507195406020220000Ｃ３－８　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－８　Ｃ３　　　Ｃ３－８　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　080000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308,(1,3),10,4,11,2,(5,7),(6,9)                                         408,3,1,4,11,10,7,(2,5,6),9                                             00                                                                      00                                                                      0
