RAA20151022201510215016041060000夢前川特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          夢前川特別（中央交流夢前川特別（夢前川0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001400000003500000016800000112000000700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,11,8,2,9,5,1,4,(3,6),10                                             207,11,8,2,9,5,1,4,(3,6),10                                             307,8,9,11,4,5,1,3,10,2,6                                               407,8,9,11,4,5,1,10,3,2,6                                               0
RAA20151010201510095015050880000アッパートライ（中央認定）　一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(TWO-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                 アッパートライ（中央アッパートラアッパ0000E 110002000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0002500000006250000030000000200000001250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,12,10,1,7,9,(2,4),11,8,3,6                                          205,12,10,1,7,9,4,2,11,8,3,6                                            305,10,1,8,7,12,6,(2,9),(3,11),4                                        405,1,10,8,6,2,7,3,9,11,4,12                                            0
RAA20151002201510015015011170000Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          Ｃ１　　　　　　　　Ｃ１　　　　Ｃ１　0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000400000001000000004800000032000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,11,9,(5,12),6,7,1,(2,10),8,4                                        203,11,9,(5,12),6,7,1,2,10,8,4                                          303,11,12,9,5,1,10,(6,7),2,8,4                                          403,11,12,9,5,1,10,(4,8),7,2,6                                          0
RAA20151009201510085015040770000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    000025000000062500000300000002000000012500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,9),4,8,6,3,10,2,5,7                                                201,9,4,8,(2,6,10),(3,5),7                                              301,9,8,4,10,3,5,2,(6,7)                                                408,1,10,9,4,2,(3,5),7,6                                                0
RAA20151015201510145016011160000Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          Ｃ１　　　　　　　　Ｃ１　　　　Ｃ１　0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　187000002400    0000400000001000000004800000032000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,2,5,7,4,8,6,12,10,1,3,11                                            209,2,5,(4,7),8,6,(10,12),1,(3,11)                                      302,9,7,5,4,6,3,12,10,8,1,11                                            402,5,7,9,4,6,3,12,10,1,8,11                                            0
RAA20151029201510285017010860000Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２　　　　　　　　Ｃ２　　　　Ｃ２　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000250000000625000003000000020000000125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,10,(2,3),9,(1,7),4,8,5                                              206,10,(2,9),3,1,7,4,8,5                                                306,10,9,2,(3,7),8,4,1,5                                                406,10,9,2,3,7,8,4,1,5                                                  0
RAA20151006201510025015020380000Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２四　　　　　　　Ｃ２四　　　Ｃ２四0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000625000003000000020000000125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,1,7,2,8,3,4                                                       205,6,1,7,(2,8),3,4                                                     305,6,7,2,1,8,3,4                                                       406,5,7,2,8,1,3,4                                                       0
RAA20151013201510095015050780000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000625000003000000020000000125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,10,1,7,8,4,6,5,9,2                                                  203,10,1,7,8,4,6,5,9,2                                                  3010,8,3,7,1,5,4,(2,6),9                                                4010,8,3,1,5,7,4,2,6,9                                                  0
RAA20151019201510165016030780000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000025000000062500000300000002000000012500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,6),9,4,3,2,1,10,8,7                                                205,6,9,4,3,2,1,10,7,8                                                  309,5,(3,4),6,7,1,10,2,8                                                409,5,3,4,7,6,2,1,10,8                                                  0
RAA20151030201510295017020770000Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１　　　　　　　　Ｃ１　　　　Ｃ１　0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000875000004200000028000000175000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,7,1,12,2,6,4,8,10,11,9                                            203,5,7,1,12,(2,4),6,8,10,11,9                                          303,(5,12),10,1,2,(4,6,7),11,8,9                                        403,12,10,(1,5),(2,4),6,11,9,8,7                                        0
RAA20151019201510165016030580000Ｃ２三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２三　　　　　　　Ｃ２三　　　Ｃ２三0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000625000003000000020000000125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,9,5,10,2,6,7,1,3                                                  204,8,9,5,(2,10),6,1,7,3                                                30(8,9),10,4,5,2,6,1,7,3                                                409,8,10,4,5,2,1,6,7,3                                                  0
RAA20151031201510305017030880000Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２一　　　　　　　Ｃ２一　　　Ｃ２一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000625000003000000020000000125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,5,7,1,9,10,(2,6),3,4                                                208,5,7,1,9,10,2,6,3,4                                                  308,5,7,1,3,9,2,10,6,4                                                  408,5,7,1,(2,3),6,10,9,4                                                0
RAA20151009201510085015041170000Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１一　　　　　　　Ｃ１一　　　Ｃ１一0000  130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003500000008750000042000000280000001750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,11,1,(3,6),2,7,5,4,8,12,9                                          2010,11,1,3,6,2,7,4,5,8,12,9                                            3010,11,1,3,2,4,5,8,7,12,6,9                                            4010,11,1,2,3,4,8,(5,7),12,9,6                                          0
