RAA20150628201506275404050710000Ｃ３－９　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－９　Ｃ３　　　Ｃ３－９　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    00001000000002500000012000000080000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101030400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,6,7,1,3,5,9,(4,8),2                                                2010,6,(1,7),3,5,4,8,9,2                                                3010,(1,6),3,7,5,4,8,9,2                                                4010,1,5,(3,7),4,8,6,9,2                                                0
RAA20150607201506065404010110000３歳－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－３　　　　　　３歳－３　　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000010000000025000000120000000800000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(5,11),4,(1,3),7,12,(2,6),(8,9),10                                    2011,5,4,1,3,2,7,12,6,9,8,10                                            3011,4,5,(1,3),2,7,12,6,9,8,10                                          4011,4,5,2,3,7,1,12,9,(6,8),10                                          0
RAA20150628201506275404050310000３歳－２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳－２　　　　　　３歳－２　　３歳－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,5,7,8,10,3,4,9,6                                                  201,2,5,7,10,8,3,(4,9),6                                                301,2,5,7,10,8,3,(6,9),4                                                401,2,5,10,(3,7),6,9,(4,8)                                              0
RAA20150607201506065404010410000尾北２３会特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     尾北２３会特別　Ｃ３尾北２３会特尾北２0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,(9,10),8,7,(2,5),6,4                                              201,9,3,10,8,7,(2,6),5,4                                                301,9,3,10,8,7,6,5,2,4                                                  409,1,3,8,7,(6,10),5,2,4                                                0
RAA20150628201506275404050610000Ｃ３－１０　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－１０　Ｃ３　　Ｃ３－１０　Ｃ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,(3,6),1,4,(2,5),10,(7,9)                                            208,6,(1,3),(2,10),5,9,7,4                                              30(1,6,8,10),(2,3),5,9,7,4                                              4010,1,8,3,(5,6),2,9,7,4                                                0
