RAA20150513201505124604020950000能登見附島賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               能登見附島賞（中央交能登見附島賞能登見0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000800000001600000007200000056000000320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,(6,7),2,3,1,8,4                                                     205,6,7,2,3,1,8,4                                                       305,(6,7),2,3,8,4,1                                                     405,(6,7),2,3,4,8,1                                                     0
RAA20150513201505124604020350000Ｃ２－２　Ｃ２２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－２　Ｃ２２　　Ｃ２－２　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001400000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,9,6,1,2,5,8,4,7                                                     203,9,6,1,2,5,4,8,7                                                     30(3,6,9),1,2,5,4,8,7                                                   40(3,6),9,1,2,4,5,8,7                                                   0
RAA20150525201505244605010420000Ｃ２－６　Ｃ２６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－６　Ｃ２６　　Ｃ２－６　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000160000000320000001400000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,(1,3),10,7,4,6,8,2                                                205,9,1,3,10,4,7,6,8,2                                                  305,9,1,3,(4,10),7,6,2,8                                                405,1,9,(3,4),(7,10),6,2,8                                              0
RAA20150525201505244605010120000Ｃ２－８　Ｃ２８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－８　Ｃ２８　　Ｃ２－８　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    000016000000032000000140000001100000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090808101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,8),5,2,4,3,6,7                                                     201,8,5,2,4,3,6,7                                                       301,8,5,2,6,3,4,7                                                       401,5,8,6,3,(2,4),7                                                     0
RAA20150506201505054603040550000Ｃ１－４　Ｃ１４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１－４　Ｃ１４　　Ｃ１－４　ＣＣ１－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000170000000340000001500000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,6,7,8,5,4,3,2,1                                                  209,10,(6,8),5,7,4,1,2,3                                                30(9,10),(5,6,8),7,4,1,(2,3)                                            4010,9,5,6,8,4,(1,7),2,3                                                0
RAA20150513201505124604021150000Ｂ１－４　Ｂ１４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ１－４　Ｂ１４　　Ｂ１－４　ＢＢ１－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000230000000460000002000000016000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,5,3,7,4,8,2,1                                                       206,5,3,7,4,2,8,1                                                       306,5,3,4,2,7,8,1                                                       405,6,3,2,4,7,8,1                                                       0
RAA20150520201505194604040550000Ｃ１－３　Ｃ１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１－３　Ｃ１３　　Ｃ１－３　ＣＣ１－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000170000000340000001500000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,1,9,7,6,10,5,8,4,3                                                  20(1,2),9,7,10,6,5,(4,8),3                                              301,2,9,7,10,6,5,4,8,3                                                  401,(2,7),9,6,(5,10),(4,8),3                                            0
RAA20150506201505054603040850000山中温泉春季例大祭特別Ｃ１－１　Ｃ１１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          山中温泉春季例大祭特山中温泉春季山中温0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000170000000340000001500000011000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,8,6,2,3,(1,4),9                                                   205,2,7,8,6,3,1,4,9                                                     305,2,7,8,6,3,(1,4),9                                                   405,2,7,6,8,3,4,1,9                                                     0
RAA20150518201505174604031120000Ｂ２－２　Ｂ２２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２－２　Ｂ２２　　Ｂ２－２　ＢＢ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000190000000380000001700000013000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,(2,5),9,3,10,4,1,8,7                                                20(2,6),5,9,3,10,4,1,8,7                                                306,2,(5,9),4,10,3,1,8,7                                                40(6,9),2,5,(3,10),4,(1,8),7                                            0
RAA20150601201505314605030820000Ｂ２－２　Ｂ２２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｂ２－２　Ｂ２２　　Ｂ２－２　ＢＢ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000190000000380000001700000013000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,10,(7,8),1,6,3,2,5                                                204,(9,10),(7,8),1,6,3,2,5                                              304,9,7,(8,10),1,6,3,5,2                                                404,7,9,8,1,6,10,3,(2,5)                                                0
RAA20150511201505104604010220000３Ｂ－５　Ｂ５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３Ｂ－５　Ｂ５　　　３Ｂ－５　Ｂ３Ｂ－0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002400    0000200000000400000001800000014000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,4,7,6,1,8,9,3,2                                                     205,4,7,6,1,8,3,2,9                                                     30(4,5),7,(1,6),8,(2,3),9                                               404,5,1,6,(2,7),3,8,9                                                   0
