RAA20150819201508184506020950000サードニックスフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               サードニックスフラワサードニックサード0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,8,11,1,7,2,10,5,4,6,9                                               203,8,(1,11),7,2,(5,10),4,6,9                                           303,8,11,1,(6,7),2,(5,10),4,9                                           40(3,8),(1,11),7,2,(4,5,6,10),9                                         0
RAA20150819201508184506021050000オーガストスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          オーガストスター賞（オーガストスオーガ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00040000000120000000800000004800000032000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012111110300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,11,5,6,2,3,9,8,12,7,4                                              2010,11,(5,6),(2,3,9),8,12,7,4                                          30(10,11),6,5,(3,9),2,7,8,12,4                                          4010,11,(5,6),2,3,9,8,7,12,4                                            0
RAA20150822201508214506051180000新涼特別　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          新涼特別　Ｃ１一　　新涼特別　Ｃ新涼特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002000000006000000040000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001312122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,11,6,3,12,1,2,10,9,4,8,13                                           207,11,6,3,1,12,10,2,4,9,8,13                                           307,11,(3,12),(1,6),10,2,4,(8,9,13)                                     407,11,3,12,1,4,8,2,10,(9,13),6                                         0
RAA20150820201508194506030560000サラ系３歳　５ロ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　５ロ　　サラ系３歳　サラ系0000  120000000000000000000１３６万上２０１万未満　　　　　　　　　　　　　　　　　　　140000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,3,5,11,(1,2,8),9,(6,7),10,4                                        2012,3,5,1,11,2,8,(6,7,9),10,4                                          3012,3,5,(1,8,9),(2,11),7,(6,10),4                                      40(3,12),8,9,5,10,2,(1,11),(6,7),4                                      0
RAA20150818201508174506010540000祝宮田守還暦記念　Ｃ２三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     祝宮田守還暦記念　Ｃ祝宮田守還暦祝宮田0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121230400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,6,12,11,8,7,5,2,9,3,1,4                                            2010,6,(11,12),7,8,2,5,3,9,1,4                                          3010,5,(7,12),11,6,2,8,(4,9),3,1                                        4010,7,5,2,12,8,(3,4),(6,9,11),1                                        0
RAA20150822201508214506050580000サラ系一般　Ｃ３一二三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３一二サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00008000000024000000144000000960000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,5,9,3,6,4,2,8,7,1                                                  2010,5,9,4,6,3,2,7,8,1                                                  30(5,10),4,2,9,6,3,7,(1,8)                                              4010,2,9,5,(3,4),1,6,7,8                                                0
RAA20150822201508214506051080000銀河特別　Ｂ２二Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          銀河特別　Ｂ２二Ｂ３銀河特別　Ｂ銀河特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002600000007800000052000000312000002080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,6,10,2,5,4,12,7,(3,13),11,(8,14),9                                  201,6,10,2,4,5,3,7,12,13,9,11,14,8                                      301,6,10,2,(4,9),3,7,14,5,13,8,11,12                                    40(1,6),2,10,4,3,7,8,14,9,11,(5,13),12                                  0
RAA20150818201508174506010840000俊足賞　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     俊足賞　Ｃ１　　　　俊足賞　Ｃ１俊足賞0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　090000002300    0001300000003900000023400000156000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000202,5,9,1,10,8,3,11,4,7,6                                               30(2,5,9),1,10,11,4,3,8,7,6                                             40(2,5),(1,9),4,3,(8,10,11),6,7                                         00                                                                      0
RAA20150820201508194506031060000夏祭り特別　Ｂ１二Ｂ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          夏祭り特別　Ｂ１二Ｂ夏祭り特別　夏祭り0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00030000000090000000600000003600000024000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,4,1,6,7,9,2,8,3,5                                                  2010,4,1,6,(7,9),2,8,(3,5)                                              3010,(4,6),(1,9),(5,8),(2,7),3                                          4010,(1,6),4,8,2,(5,9),(3,7)                                            0
RAA20150820201508194506031160000スパーキングサマーＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SPARKING SUMMER CUP                                                                                                                                                                                                                                                                                                                                                     スパーキングサマーＣスパーキングスパー0000D 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　160000002300    0012000000042000000240000001200000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,6,12,4,10,1,5,8,2,11,3,7                                            209,6,12,4,10,5,1,8,2,11,3,7                                            309,6,4,12,11,(5,8),10,3,2,1,7                                          40(6,9),4,8,(5,11),3,12,10,2,7,1                                        0
RAA20150821201508204506040870000月見草特別　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               月見草特別　１　　　月見草特別　月見草0000E 120000000000000000000サラ系３歳　２９１万上　　　　　　　　　　　　　　　　　　　160000002300    0001800000005400000036000000216000001440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001414142030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,(5,8,14),(1,2),7,10,9,12,4,11,13,6                                  203,5,8,1,(2,14),7,10,9,12,4,11,13,6                                    303,(5,8),1,(7,10,14),12,9,2,(4,11),13,6                                403,8,5,1,10,7,11,9,12,(4,13),2,14,6                                    0
RAA20150821201508204506040570000サラ系一般　Ｃ３四五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３四五サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0000800000002400000014400000096000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,4,3,2,5,1,11,8,(7,10),12                                          206,9,4,2,5,3,1,11,8,10,12,7                                            306,9,4,2,5,11,1,12,8,7,3,10                                            406,4,2,9,(5,11),1,8,12,(7,10),3                                        0
