UM42016071120081000081201105192011071320081009グッドフォーチュン　　　　　　　　　ｸﾞｯﾄﾞﾌｫｰﾁｭﾝ                         Good Fortune(JPN)                                           0                   00110311202086ディープインパクト　　　　　　　　　12249129カーレス　　　　　　　　　　　　　　11201232サンデーサイレンス　　　　　　　　　12243928ウインドインハーヘア　　　　　　　　11401191Caerleon                            12410842Barger                              11301358Halo                                12407543Wishing Well                        11402772Alzao                               12409165Burghclere                          11300096Nijinsky                            12405309Foreseer                            11400450Riverman                            12405140Trillion                            100339畠山重則　　　　　　　　　　433129千代田牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　716800ビッグレッドファーム　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000001001002005003015000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001027
UM42017081020081000131201008052016010920080509ジャマイカジョー　　　　　　　　　　ｼﾞｬﾏｲｶｼﾞｮｰ                          Jamaica Joe(JPN)                                            0                   00110411201901タニノギムレット　　　　　　　　　　12254257スペシャルワールド　　　　　　　　　11201164ブライアンズタイム　　　　　　　　　12236970タニノクリスタル　　　　　　　　　　11201743スペシャルウィーク　　　　　　　　　12246359ウエスタンワールド　　　　　　　　　11301372Roberto                             12406315Kelley's Day                        11200773クリスタルパレス　　　　　　　　　　12208870タニノシーバード　　　　　　　　　　11201232サンデーサイレンス　　　　　　　　　12229715キャンペンガール　　　　　　　　　　11402540Gone West                           12418651Coxwold                             201148西村真幸　　　　　　　　　　633062秋田育成牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　040030薪浦　英稔　　　　　　　　　　　　　　　　　　　　　　　　　　　000646700000000000000000000000000000000095000000000000003007006010006035003007006010005034000000000000000000000000000001000005000000000000000000000000000000000000002006005009005028001001001000000001000000000000000000000000000001000004000000000000000000000000000000000001000000000000000000001003004003004014000002000004000005001002002001001006001000000001000004000000000000000000000000000000000000000000000000000000000000000000000000000000000001000005000000000000000000000000000000000000002007006008003022001000000001002007000000000000000000000011026028067
UM92011041820081000151201005132011041720080604ヘルタースケルター　　　　　　　　　ﾍﾙﾀｰｽｹﾙﾀｰ                           Helter Skelter(JPN)                                         0                   00110411202064アドマイヤドン　　　　　　　　　　　12254258ワールドイズマイン　　　　　　　　　11201560ティンバーカントリー　　　　　　　　12237363ベガ　　　　　　　　　　　　　　　　11201702ロイヤルタッチ　　　　　　　　　　　12232639マチカネヒサカタ　　　　　　　　　　11402553Woodman                             12411521Fall Aspen                          11201131トニービン　　　　　　　　　　　　　12227456アンテイツクヴアリユー　　　　　　　11201232サンデーサイレンス　　　　　　　　　12221058パワフルレデイ　　　　　　　　　　　11200602ヴアリイフオージユ　　　　　　　　　12222559マチカネミドー　　　　　　　　　　　200131梅田康雄　　　　　　　　　　633062秋田育成牧場　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　040030薪浦　英稔　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000005000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000002000000000000000000000001001003005
UM42013022520081000201201005202011010920080509オリオンザガロ　　　　　　　　　　　ｵﾘｵﾝｻﾞｶﾞﾛ                           Orionza Garo(JPN)                                           0                   00110311201860メイショウドトウ　　　　　　　　　　12249417サンデータッチ　　　　　　　　　　　11403872Bigstone                            12415567Princess Reema                      11201702ロイヤルタッチ　　　　　　　　　　　12227868ボールドホープ　　　　　　　　　　　11402544Last Tycoon                         12415565Batave                              11401354Affirmed                            12415566First Fling                         11201232サンデーサイレンス　　　　　　　　　12221058パワフルレデイ　　　　　　　　　　　11200220ボールドアンドフリー　　　　　　　　12209424テスコトツプ　　　　　　　　　　　　100405小西一男　　　　　　　　　　433066荒木　貴宏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　832008平本　敏夫　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000001001000002009000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000001000000000000000000000000002002013
UM92011081120081000231201012022011081120080305ビッグスナイパー　　　　　　　　　　ﾋﾞｯｸﾞｽﾅｲﾊﾟｰ                         Big Sniper(JPN)                                             0                   00110511202050ロージズインメイ　　　　　　　　　　12252657ザムーンフェアリー　　　　　　　　　11404022Devil His Due                       12417797Tell a Secret                       11201507アフリート　　　　　　　　　　　　　12241311シクレノンジュエル　　　　　　　　　11402172Devil's Bag                         12412723Plenty O'Toole                      11401502Speak John                          12414786Secret Retreat                      11400948Mr. Prospector                      12409172Polite Lady                         11200707リアルシヤダイ　　　　　　　　　　　12224326ダイナシユガー　　　　　　　　　　　100405小西一男　　　　　　　　　　433066荒木　貴宏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　832008平本　敏夫　　　　　　　　　　　　　　　　　　　　　　　　　　　000022300000000000000000000000000000000000000000000000000000000002001004000000000002001004000000000000000000000000000000000000000000000000000000000000000000000000000000000001000004000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002001004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002001001000000000000000003000000000000000000000002004000007
UM92011021720081000261201010072011021720080526オリオンザシルバー　　　　　　　　　ｵﾘｵﾝｻﾞｼﾙﾊﾞｰ                         Orionza Silver(JPN)                                         0                   00310311201851ボストンハーバー　　　　　　　　　　12238755ミラノコレクション　　　　　　　　　11401587Capote                              12416398Harbor Springs                      11201062リヴリア　　　　　　　　　　　　　　12222016フドウゴールド　　　　　　　　　　　11400936Seattle Slew                        12405851Too Bald                            11401115Vice Regent                         12416397Tinnitus                            11400450Riverman                            12405039Dahlia                              11200268モハビ　　　　　　　　　　　　　　　12207206カウンテスドレスアツプ　　　　　　　101093松永康利　　　　　　　　　　433066荒木　貴宏　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　832008平本　敏夫　　　　　　　　　　　　　　　　　　　　　　　　　　　000000000000000000000000000000000000000000000000000000000000000000000002000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000001000001002
UM42014091520081000331201009302011100720080412フルフーテル　　　　　　　　　　　　ﾌﾙﾌｰﾃﾙ                              Furu Fu Teru(JPN)                                           0                   00110311201455コマンダーインチーフ　　　　　　　　12251157ネジェム　　　　　　　　　　　　　　11401909Dancing Brave                       12410222Slightly Dangerous                  11201450シャンハイ　　　　　　　　　　　　　12242690エビスファミリー　　　　　　　　　　11301153Lyphard                             12404806Navajo Princess                     11301372Roberto                             12407601Where You Lead                      11402134Procida                             12409334Korveya                             11201164ブライアンズタイム　　　　　　　　　12214418エビスベローチエ　　　　　　　　　　100433成島英春　　　　　　　　　　633067池田　きよ子　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　976800萩本企画　　　　　　　　　　　　　　　　　　　　　　　　　　　　000038000000000000000000000000000000000000000000000000000001000000002008000001000000002002000000000000000000000000000000000000000000000000000000000000000000000000000001000000002002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001002000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000002002000000000000000000000000000000000000000002002001011
UM42015062920081000341201012092011111020080312クイックスター　　　　　　　　　　　ｸｲｯｸｽﾀｰ                             Quick Star(JPN)                                             0                   05110311201975サウスヴィグラス　　　　　　　　　　12242343ブルーシャトー　　　　　　　　　　　11403690End Sweep                           12415752Darkest Star                        11201101タマモクロス　　　　　　　　　　　　12235158ララファイター　　　　　　　　　　　11402676Forty Niner                         12414431Broom Dance                         11401893Star de Naskra                      12415751Minnie Riperton                     11200676シービークロス　　　　　　　　　　　12215559グリーンシヤトー　　　　　　　　　　11200441ノーザンデイクテイター　　　　　　　12222273ゲートアンドフライ　　　　　　　　　101108矢野英一　　　　　　　　　　633067池田　きよ子　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　053030白井　岳　　　　　　　　　　　　　　　　　　　　　　　　　　　　000018000000000000000000000000000000000014000000000000002003000002002013000000000001001005000000000000000000000000000000000000000000000000000001000000000000000000000000000001001003000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000004000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001001004000000000000000000000000000000000000001004002000022
UM42017022020081000391201008122011100720080223ミッドナイトブルー　　　　　　　　　ﾐｯﾄﾞﾅｲﾄﾌﾞﾙｰ                         Midnight Blue(JPN)                                          0                   00110411201801キングヘイロー　　　　　　　　　　　12252548リメインフォレスト　　　　　　　　　11201333ダンシングブレーヴ　　　　　　　　　12231004グッバイヘイロー　　　　　　　　　　11201255アジュディケーティング　　　　　　　12243258リメインラブ　　　　　　　　　　　　11301153Lyphard                             12404806Navajo Princess                     11301358Halo                                12406316Pound Foolish                       11401155Danzig                              12405166Resolver                            11403198Nabeel Dancer                       12237474レストオブラブ　　　　　　　　　　　100409二ノ宮敬　　　　　　　　　　703067石川　栄一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　473006青木　照吉　　　　　　　　　　　　　　　　　　　　　　　　　　　000006250000000000000000000000000000000000000000000000001001004002001013000000000001000005000000000000000000000000000000000001000000000000000001000000000000000000000000000001000003000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000001000003000000000000000000000001002003022
UM42015062220081000401201010142011071120080229エーティーブラボー　　　　　　　　　ｴｰﾃｨｰﾌﾞﾗﾎﾞｰ                         A T Bravo(JPN)                                              0                   00110111201700タイキシャトル　　　　　　　　　　　12248074タカミツクイーン　　　　　　　　　　11402172Devil's Bag                         12412519Welsh Muffin                        11201604ジョリーズヘイロー　　　　　　　　　12235374マルサンホマレ　　　　　　　　　　　11301358Halo                                12405907Ballade                             11401191Caerleon                            12411464Muffitys                            11301358Halo                                12413472Jolie Jolie                         11200498サテインゴ　　　　　　　　　　　　　12212283イチガヤヒメ　　　　　　　　　　　　201057湯窪幸雄　　　　　　　　　　803067石川　新一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　新ひだか町　　　　　878005荒木　徹　　　　　　　　　　　　　　　　　　　　　　　　　　　　000013000000000000000000000000000000000000000000000000006001001000000009000000001000000004000000000000000000000000000000000001000000000000000000000000000000000000000000000000000002000000001000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000002000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000003000000000000000000001001001002017
