RAA20080619200806184503030860000選抜　Ｂ３三Ｃ１二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        選抜　Ｂ３三Ｃ１二　選抜　Ｂ３三選抜　0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    000160000000480000002880000019200000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141414101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20080619200806184503030460000サラ系３歳　２イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        サラ系３歳　２イ　　サラ系３歳　サラ系0000  000000000000000000000２００万上３０３万未満　　　　　　　　　　　　　　　　　　　150000002300    000110000000330000001980000013200000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20080621200806204503050680000サラ系一般　Ｃ２九十　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        サラ系一般　Ｃ２九十サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    000100000000300000001800000012000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121212201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
RAA20080617200806164503010740000ジューンフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ジューンフラワー賞（ジューンフラジュー0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002500000007500000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,12,4,1,5,9,2,(6,10),11,8,3                                          207,12,4,1,5,9,6,10,2,11,8,3                                            307,12,2,(1,4),5,9,6,10,11,3,8                                          407,1,12,4,9,5,10,6,3,8,11,2                                            0
RAA20080624200806164503010940000ムーンストーンスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ムーンストーンスタームーンストームーン0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313131010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,10,11,8,2,13,7,1,5,9,6,12                                         203,4,10,11,8,2,7,13,1,5,(6,9),12                                       30(4,10),11,8,3,2,(5,7),1,6,9,13,12                                     40(4,11),8,10,2,5,3,7,(1,6),12,13,9                                     0
RAA20080619200806184503030560000サラ系一般　Ｃ２五六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２五六サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010090910100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,2,9,1,8,6,5,7,4                                                    202,10,9,6,1,8,5,7,4                                                    3010,9,2,1,5,6,8,7,4                                                    4010,5,9,2,6,1,7,8,4                                                    0
RAA20080620200806194503040470000サラ系一般　Ｃ３三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３三四サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0000800000002400000014400000096000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,6,1,10,3,7,2,5,8                                                  204,9,6,1,3,10,2,7,5,8                                                  304,9,6,3,1,2,5,7,10,8                                                  404,9,1,6,5,3,2,7,10,8                                                  0
RAA20080619200806184503031060000関東オークス（中央交流）　Ｊｐｎ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KANTO OAKS                                                                                                                                                                                                                                                                                                                                                              関東オークス（中央交関東オークス関東オ0000B 120004000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　210000002300    00320000001120000006400000032000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014141410100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001013,8,5,7,4,14,11,1,6,10,9,12,2,3                                      2013,8,5,4,7,11,14,1,6,10,9,12,2,3                                      3013,8,11,5,4,14,1,10,6,7,9,3,2,12                                      4013,8,11,4,10,1,5,14,6,9,7,3,2,12                                      0
RAA20080620200806194503040770000ムーンストーンフラワー賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ムーンストーンフラワムーンストームーン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00025000000075000000500000003000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,12,4,6,7,8,9,5,3,10,2,1                                            2011,4,12,6,8,5,9,3,7,10,2,1                                            3011,4,12,5,3,8,10,9,6,2,7,1                                            4011,5,3,4,8,9,10,12,2,6,7,1                                            0
RAA20080624200806194503040970000ジューンスター賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ジューンスター賞（中ジューンスタジュー0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0004000000012000000080000000480000003200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001313132010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,8,11,10,6,13,3,5,2,7,4,12,1                                         209,8,11,6,10,13,3,5,2,7,4,12,1                                         309,8,6,11,13,3,5,4,10,7,12,1,2                                         408,9,6,3,13,4,5,7,11,12,10,1,2                                         0
RAA20080618200806174503020650000サラ系一般　Ｃ２三四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２三四サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    00010000000030000000180000001200000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111120100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,2,7,5,3,6,1,11,4,9,8                                               2010,2,7,5,6,3,1,11,4,9,8                                               302,7,6,1,10,5,3,11,8,9,4                                               402,7,1,6,5,4,11,8,9,10,3                                               0
