06142701
1,オワカレハトバ,74.84,29.6,50.3,84
2,マリオンフォンテン,73.95,40.4,51.2,101
3,シゲルナガト,73.29,46.5,50.0,91
4,ナイスサンフラワー,73.63,51.6,49.5,0
5,ツインキャンドル,73.33,59.9,57.2,103
6,ハシルヨアカルク,74.32,32.8,50.4,81
7,ラヴァーサクラ,73.71,48.7,46.3,119
8,スプリグロウス,74.49,34.3,47.5,92
9,セイントローズバド,73.65,49.9,50.9,107
10,デュエット,73.41,51.4,38.2,96
11,ミカルベウス,72.95,71.5,52.6,120
12,シングルカスク,73.82,48.1,49.7,99
13,シャルマンウーマン,73.16,66.8,47.0,108
14,ハツコイ,73.32,74.2,60.2,110
15,マリーアントワー,73.59,48.5,50.1,109
16,レッドアシェット,73.64,45.2,49.0,96
06142702
1,ダークサイド,117.94,48.1,46.4,100
2,ホワイトスネーク,118.18,59.8,49.3,89
3,クロフネフリート,115.66,75.6,56.2,128
4,リオサリナス,117.06,44.2,43.0,104
5,ケイボルケーノ,117.20,49.2,51.9,99
6,マイケルチョウサン,116.76,47.3,52.7,97
7,クオーターマスター,117.27,55.0,52.5,101
8,ポッドタイム,118.38,48.2,48.2,97
9,メジャーシップ,118.25,34.6,46.9,106
10,デルマコテツ,116.20,62.6,48.5,110
11,ビバホープ,118.07,51.7,51.2,102
12,ヤマニンシャージュ,120.01,19.8,44.3,84
13,スカイダイヴァー,116.57,65.7,55.5,110
14,ランドグローリー,119.41,28.8,51.8,84
15,ピークドラペル,118.26,40.1,50.2,91
16,サブリメイション,117.07,68.6,51.6,109
06142703
1,ローレルパシオン,73.99,31.2,49.6,92
2,ウエスタンニンジャ,72.97,67.5,55.0,106
3,リネンプルーフ,73.30,40.6,46.4,100
4,ジギースンナー,73.94,28.1,46.8,89
5,メイショウカノン,72.42,79.4,63.5,119
6,マトリックス,73.54,62.9,49.1,102
7,ミラクルアイドル,73.31,47.6,47.4,106
8,ニットギブソン,73.10,66.8,47.9,101
9,スガノギムレット,73.62,51.9,47.8,97
10,フィジックス,73.72,25.1,54.3,90
11,シゲルシモウサ,73.34,55.2,44.1,100
12,シャインプレイン,73.55,72.8,52.9,106
13,コスモロザラム,73.44,36.2,53.4,94
14,ソウルブレイブ,73.76,26.3,39.9,84
15,リストワール,73.66,58.0,49.2,100
16,ボンジュールショウ,73.11,49.7,52.7,87
06142704
1,エスティクレスト,118.50,51.5,44.9,
2,トーセンエスプリ,119.11,37.4,45.2,
3,ノーワンズレシピ,118.62,39.3,42.2,
4,マサノグリンベレー,118.34,51.1,53.3,
5,フルマークス,119.32,58.8,50.9,
6,サクラヴィオーラ,118.54,50.2,49.8,
7,トーセンハリケーン,117.69,50.3,54.1,
8,アダチヤマ,118.26,43.5,52.5,
9,ゲンパチケンザン,118.22,51.9,55.3,
10,ジャティ,118.23,52.4,52.5,
11,ハイデッカー,117.68,55.2,49.1,
12,シガーロス,118.85,46.6,50.5,
13,ダノンジャガー,118.38,58.7,51.0,
14,ポルテシャンス,119.14,52.6,48.7,
06142705
1,アタルガティス,111.70,39.2,53.2,99
2,コスモハルカチャン,112.75,27.2,46.0,95
3,セイカブレリア,112.46,26.1,46.5,92
4,スウィートレイラニ,109.65,64.6,64.2,115
5,ドリームマーチ,111.83,22.6,50.9,92
6,ニシノカンザシ,110.50,70.2,50.2,108
7,ココアチャン,112.09,23.4,52.6,92
8,スパークルキャット,110.58,73.2,53.3,115
9,マリアフィオーレ,110.03,71.4,54.9,117
10,ブライティアスター,111.41,72.3,50.8,116
11,ヒシニース,112.07,34.1,43.4,91
12,プランドール,111.74,48.9,48.4,101
13,ラストカレンナ,111.76,35.9,45.8,100
14,イーグルアモン,110.85,65.8,42.8,107
15,ウインオリアート,110.21,70.6,44.5,105
16,トーセンオーキッド,110.67,53.7,52.6,107
06142706
1,トーセンローツェ,97.29,39.8,53.6,0
2,サンマルホウセキ,95.04,80.1,56.4,122
3,アペルトゥーラ,96.51,64.4,56.0,97
4,ヒラボクボーノ,95.39,60.6,53.7,113
5,チェーザレ,95.28,74.8,57.3,119
6,ノアストロング,97.07,33.5,41.4,0
7,スイチョウカ,95.15,33.9,51.3,88
8,ウインクラージュ,96.07,32.9,53.5,100
9,ヤマニンボレアル,96.69,32.5,40.2,83
10,ナスタイザン,95.72,60.6,42.8,108
11,キーアイテム,95.59,58.0,51.8,106
12,シュターツオーパー,95.29,66.7,44.9,118
13,フジミノル,97.98,14.5,49.8,86
14,アースプレイ,95.26,77.7,52.9,116
15,ブルーホール,96.43,24.4,50.9,83
16,トミケンパシエンテ,96.09,44.8,43.5,93
06142707
1,ツクバホシノオー,114.84,75.2,43.8,125
2,ドラゴンキングダム,114.74,74.7,53.3,117
3,グランベラミ,117.17,21.7,45.2,85
4,パッシングブリーズ,115.12,64.5,50.9,92
5,ホルボッシュ,114.90,33.1,45.0,102
6,メイショウスミトモ,114.87,68.4,54.6,106
7,トーセンセラヴィ,116.36,35.2,53.2,108
8,クラシックマーク,116.71,35.7,50.4,103
9,ファドーグ,115.35,55.5,51.9,108
10,テスティコ,117.51,32.9,51.5,92
11,タケルファラオ,115.83,45.8,49.3,115
12,ビッグギグ,116.10,45.8,52.8,108
13,フィールザスマート,115.78,50.6,47.8,108
14,トゥインクリング,116.07,60.2,50.3,96
06142708
1,スズカアーサー,72.64,40.0,43.0,96
2,ヴェンセール,72.71,21.9,54.4,97
3,ノボサイボーグ,72.12,61.2,52.0,103
4,ビームマシンガン,71.93,63.5,52.0,114
5,ベルモントホウオウ,72.53,52.7,47.3,95
6,ロマネクイーン,73.24,36.8,46.8,106
7,ドリームジェダイ,71.76,77.4,53.6,112
8,エッフェル,72.77,43.5,40.0,95
9,アストロフォンテン,73.22,25.2,44.9,86
10,シゲルリョウケンザ,72.39,45.6,51.9,105
11,セイントチャンス,72.02,75.7,49.9,97
12,ベルモントラヴ,72.91,31.1,52.1,92
13,ニュアージゲラン,73.01,38.8,44.0,101
14,カワキタシャウト,71.95,70.1,54.3,104
15,トウカイチャーム,71.78,55.0,59.3,110
16,リバティーアゲイン,72.20,60.8,54.5,107
06142709
1,ショウナンダイチ,94.76,52.8,59.9,115
2,アルセーヌシチー,95.39,13.7,47.6,94
3,マイネエポナ,95.73,30.0,52.4,92
4,カグニザント,95.19,37.3,45.9,92
5,ゴールドカルラ,94.98,47.2,45.2,114
6,コスモミレネール,94.69,44.9,50.1,108
7,ダイワブレイディ,94.49,78.9,51.7,119
8,ツクバアラモード,95.49,31.4,46.0,94
9,タケルハヤテ,95.79,33.5,47.8,105
10,バルダメンテ,95.51,59.9,48.7,106
11,クロスボウ,95.13,45.4,51.0,102
12,フロリダブルー,95.58,34.1,45.4,102
13,プレミアムブルー,94.93,71.5,48.0,109
14,ポップジェムズ,95.01,63.0,49.8,106
15,エパティック,94.94,68.0,58.9,113
16,ローレルブレット,94.38,87.8,51.6,123
06142710
1,キクノソル,112.41,71.3,61.2,130
2,オメガブレイン,113.18,35.6,60.0,102
3,ハコダテナイト,112.11,54.4,50.7,113
4,メタギャラクシー,113.05,34.8,50.8,99
5,コウジョウ,112.47,45.7,53.8,104
6,ジョウノボヘミアン,112.52,43.1,45.5,104
7,アグネスアンカー,113.20,36.4,44.2,88
8,タナトス,112.57,69.6,51.9,0
9,ハリケーン,112.46,58.0,49.4,128
10,グレートチャールズ,112.91,58.1,46.9,107
11,ダイヤノゲンセキ,112.56,60.1,54.4,107
12,スカーレル,113.07,52.6,49.0,104
13,タツパーシヴ,112.80,42.2,41.2,99
14,コスモイーチタイム,112.81,42.3,40.5,90
15,ドレミファドン,112.45,56.9,51.2,118
16,ドラゴンヴォイス,113.32,38.2,49.3,96
06142711
