05184201
1,オリオンパッチ,85.86,75.6,50.8
2,エムアイグランツ,86.72,60.7,59.0
3,シゲルカーネリアン,88.76,34.5,48.4
4,プリマヴォルタ,86.70,65.0,46.9
5,シロボシ,88.34,28.0,45.5
6,ニシノビアンカ,86.68,68.5,54.2
7,ネオカナロア,88.39,22.5,54.8
8,アミフジアギシャン,88.29,37.9,53.0
9,ジョガールボニート,86.55,66.7,48.3
10,チクリ,87.89,46.1,53.0
11,スカイイーグル,87.64,44.7,41.3
12,ニシノアマタ,87.56,40.5,50.4
13,カガコルヴェヤ,86.80,61.8,54.5
14,ビレッジクライ,88.52,25.1,52.7
15,スリーヴリーグ,86.44,64.7,50.9
16,プレイングラン,87.18,56.8,36.5
05184202
1,サピアウォーフ,96.13,67.2,53.9
2,トーセンコハク,96.78,33.3,55.1
3,ニシノドクターヘリ,95.93,79.4,56.3
4,アースヒメ,96.50,24.2,53.1
5,コロポックル,96.00,47.1,47.4
6,スイープセレリタス,95.41,72.9,55.4
7,ワイルドオーキッド,95.23,75.1,44.4
8,エンドーツダ,96.42,48.6,41.6
9,ヒマワリオジョウ,97.63,27.1,46.2
10,マジックリアリズム,95.43,70.9,57.7
11,マリノオークション,96.48,57.1,54.3
12,プリマコロン,96.33,30.2,42.6
13,ペシュウィズダム,97.39,,47.1
14,トワイライトビギン,97.16,29.2,45.5
15,サパムーカンチャイ,96.91,37.2,49.5
05184203
1,ミヤコローズ,82.15,72.6,80.2
2,オルエン,83.95,21.6,42.3
3,スペキュラース,82.38,59.8,53.6
4,トーセンジンライム,82.69,49.6,48.7
5,ウインレフィナード,81.99,82.3,55.8
6,ヴェイディミーカム,83.76,21.5,49.9
7,マイネルリサイタル,82.39,44.3,40.6
8,エタニティマリー,82.60,67.4,37.4
9,ストロングコンビ,83.21,27.5,42.0
10,ニシノドレッシー,83.49,53.8,49.1
11,ヤンチャプリヒメ,82.76,54.0,41.7
12,アールグランツ,82.00,82.2,47.1
13,マメシボリ,82.95,53.9,51.9
14,コーラル,83.16,35.6,42.8
15,エスプランデル,82.12,77.8,59.3
16,レディードリー,82.68,44.3,60.2
17,コマノゼニト,84.02,32.6,53.2
18,オルオル,84.05,18.3,44.1
05184204
1,ヤマタケフリーダム,100.89,46.6,45.4
2,クロフネレジェンド,100.58,53.2,54.0
3,キービジュアル,100.02,58.7,47.0
4,フガク,101.05,46.8,51.5
5,ステーロ,100.21,51.4,46.8
6,ジェントルブリーズ,100.82,40.7,45.5
7,タイセイビルダー,99.53,58.3,52.7
8,トーセンジュエル,100.63,45.8,41.7
9,コスモリミックス,100.61,37.8,51.7
10,メイクハッピー,99.62,58.7,54.6
11,ネオブレイブ,100.76,55.3,52.1
12,シセイイシン,100.52,46.8,54.2
13,アポロチーター,100.85,45.6,53.9
14,タイセイグリード,100.14,51.3,48.7
15,ホウオウモントレー,99.69,53.6,49.5
16,ミコノホマレ,100.99,48.5,50.8
05184205
1,レイヴンキング,124.35,40.4,42.5
2,フジリーベ,125.45,32.5,42.6
3,ピンシェル,124.03,57.4,49.8
4,ダノンラスター,123.65,71.5,59.5
5,ミレニアムドリーム,125.54,51.4,50.3
6,ヘヴンリータイム,124.59,38.1,45.7
7,シャドウディーヴァ,124.58,54.0,53.0
8,ハヤテジョー,125.02,44.2,51.7
9,キタノインパクト,123.50,80.1,63.1
10,サッカーチョウサン,124.45,52.6,46.8
11,ヴィエナブロー,125.01,29.3,49.7
12,マイネルフィデス,125.52,39.4,43.3
13,キュロン,124.55,65.1,57.2
14,ブレーヴウィザード,125.70,40.3,51.0
15,ステイドネス,125.44,49.4,41.4
16,フェリスナタール,124.21,53.5,52.4
05184206
1,イペルラーニオ,147.63,71.7,53.9
2,シゲルシイタケ,147.73,30.7,50.9
3,タガノヤグラ,149.06,74.8,49.0
4,ヴァンクールシルク,146.99,33.8,49.0
5,ブライトメモリー,148.66,25.8,47.5
6,ドリームマジック,148.08,48.7,51.7
7,グリントオブライト,148.22,77.0,49.9
8,ジョブックコメン,147.42,50.1,52.5
9,ジャッキー,148.44,36.9,45.6
05184207
1,ヨクエロマンボ,97.80,71.5,47.0
2,サーストンウィナー,97.99,54.8,50.2
3,ジョリルミエール,99.10,28.8,47.9
4,ユイノチョッパー,97.65,66.0,52.6
5,リーガルオフィス,99.32,25.9,49.2
6,デザートトリップ,98.19,39.7,47.8
7,ボールドスパルタン,98.43,32.4,46.4
8,フィスキオ,97.50,73.5,55.5
9,ゴールデンタッチ,97.49,65.0,51.1
10,ワンダープレジール,98.28,50.3,47.7
11,ボンテン,99.00,25.1,47.0
12,ジュンパッション,97.57,66.5,57.6
05184208
1,タキオンレイ,79.22,27.0,48.9
2,タイガーヴォーグ,78.52,78.2,53.2
3,ヴィーグリーズ,79.21,27.1,43.8
4,コスモビスティー,78.70,47.8,52.1
5,タニセンジュピター,79.61,24.4,51.5
6,ロードコメット,79.00,49.8,50.1
7,ガチコ,79.11,55.9,52.0
8,サンデュランゴ,78.76,57.2,44.8
9,メジャーロール,79.09,35.2,42.8
10,ファインダッシュ,78.99,67.4,48.5
11,アポストル,79.31,39.3,54.3
12,ホウオウジャッジ,78.38,73.1,58.6
13,シャイニングボルト,79.53,37.9,40.4
14,フレンチイデアル,78.53,62.4,56.2
15,ブランオラージュ,78.59,59.9,51.8
16,ナムラファラー,78.69,56.7,50.9
05184209
1,ベストリゾート,94.52,69.5,51.4
2,ルーレットクイーン,94.61,14.0,48.2
3,ハナレイムーン,94.20,55.8,52.8
4,アイスフィヨルド,94.12,34.5,49.2
5,レッドヴェイロン,93.77,90.1,54.8
6,モアナ,94.50,61.9,49.0
7,レッドアフレイム,94.33,33.5,49.7
8,ディアジラソル,94.21,49.9,48.2
9,ペルソナリテ,94.62,40.3,46.7
05184210
1,ブラインドサイド,84.15,49.5,50.2
