RAA20121121201211204207021050000マルチウイン特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチウイン特別（中マルチウインマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,12,9,3,1,5,4,10,11,8,6,7                                            202,12,3,9,1,5,10,4,11,8,6,7                                            302,3,12,9,10,1,5,4,11,8,6,7                                            402,9,3,10,12,4,1,5,11,8,6,7                                            0
RAA20121122201211214207031060000浦和記念（中央交流）　Ｊｐｎ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　URAWA KINEN                                                                                                                                                                                                                                                                                                                                                             浦和記念（中央交流）浦和記念（中浦和記0000B 130002000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　200000002300    00400000001400000008000000040000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,8,7,9,6,5,2,4,10,1,3                                               2011,8,9,7,6,5,2,4,1,10,3                                               3011,7,9,6,5,8,2,4,1,3,10                                               4011,9,7,6,5,4,8,2,1,3,10                                               0
RAA20121126201211224207040970000マルチサドル特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチサドル特別（中マルチサドルマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000012000000068000000520000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,8,12,6,9,1,4,7,3,11,10                                            202,5,(6,8),12,9,1,4,11,7,3,10                                          302,5,8,12,9,6,1,4,11,3,7,10                                            402,6,5,9,12,4,8,1,11,3,7,10                                            0
RAA20121122201211214207030760000サラ系一般　Ｃ２七　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２七　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,3,1,7,9,8,10,12,11,6,2                                            204,5,1,7,3,8,9,10,12,11,6,2                                            304,5,9,10,3,7,11,12,6,1,8,2                                            404,5,10,9,3,6,12,11,1,2,7,8                                            0
RAA20121123201211224207040870000深谷特選和牛協議会賞　Ｃ１四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     深谷特選和牛協議会賞深谷特選和牛深谷特0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,6,2,7,8,1,11,10,5,9                                               203,4,6,2,7,8,1,11,(5,9,10)                                             303,4,6,(2,8),7,1,11,9,10,5                                             406,3,8,4,2,1,11,7,9,5,10                                               0
RAA20121124201211234207051180000神楽月特別　Ｂ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          神楽月特別　Ｂ３二　神楽月特別　神楽月0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　150000002300    0002200000006600000037400000286000002200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,6,10,12,7,4,11,5,9,3,8                                            201,2,12,6,10,7,4,11,5,3,9,8                                            301,10,12,6,4,5,11,7,2,3,9,8                                            401,10,12,11,5,(4,6),7,2,3,8,9                                          0
RAA20121124201211234207050280000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000８６万未満　　　　　　　　　　　　　　　　　　　　　　　　　130000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,6,11,10,1,7,9,2,3,8,4                                               205,6,11,10,1,9,7,2,3,4,8                                               305,6,11,10,9,1,7,3,2,4,8                                               405,6,10,11,9,1,3,7,2,8,4                                               0
RAA20121121201211204207020650000サラ系一般　Ｃ２五六　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２五六サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,12,2,6,5,4,3,1,9,11,7                                            208,10,(2,12),6,5,3,4,9,1,11,7                                          308,10,5,2,12,6,9,4,3,7,11,1                                            408,2,10,5,9,12,6,4,3,11,7,1                                            0
RAA20121120201211194207010640000サラ系一般　Ｃ２四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２四　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,10,12,4,7,11,5,9,3,6,8                                            201,2,10,4,7,12,11,3,5,9,6,8                                            301,2,7,4,10,12,3,11,5,9,8,6                                            401,2,7,4,3,9,12,5,(10,11),6,8                                          0
RAA20121120201211194207011040000銀杏特別　Ｂ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          銀杏特別　Ｂ３一　　銀杏特別　Ｂ銀杏特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0002200000006600000037400000286000002200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,1,2,3,6,11,7,10,5,8,9                                               204,1,2,3,6,11,10,5,7,8,9                                               301,4,5,2,3,6,11,10,7,8,9                                               401,5,2,10,3,4,6,11,7,8,9                                               0
RAA20121122201211214207030260000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１００万上１２０万未満　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,12,1,3,4,10,2,11,7,9,5,6                                            208,12,10,1,3,4,2,11,7,9,5,6                                            308,12,4,1,10,11,2,7,5,3,9,6                                            408,4,1,11,12,7,2,5,10,9,6,3                                            0
RAA20121123201211224207041170000深秋特別　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          深秋特別　Ｃ２二　　深秋特別　Ｃ深秋特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001600000004800000027200000208000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,5,11,9,10,3,7,12,4,6,1                                            202,5,8,11,9,10,3,12,7,6,4,1                                            302,5,8,6,9,11,10,(1,3,12),7,4                                          402,6,9,8,7,1,10,11,12,4,(3,5)                                          0
RAA20121121201211204207020150000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000１２０万上１４６万未満　　　　　　　　　　　　　　　　　　　140000002300    0001000000003000000017000000130000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,1,5,11,4,6,7,12,10,2,9,8                                            201,3,11,5,4,6,7,12,10,9,2,8                                            303,11,5,1,7,4,6,12,9,10,2,8                                            4011,5,12,6,3,4,7,9,1,10,2,8                                            0
RAA20121120201211194207010840000特選　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          特選　　　　　　　　特選　　　　特選　0000  120000000000000000000サラ系３歳　１８０万上　　　　　　　　　　　　　　　　　　　150000002300    0001100000003300000018700000143000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,11,1,6,2,5,8,7,10,9,12                                            203,4,11,1,6,5,2,8,7,10,9,12                                            303,4,11,5,6,12,8,1,9,10,2,7                                            403,4,11,5,12,6,8,9,10,1,7,2                                            0
RAA20121124201211234207050380000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　　　　　サラ系３歳　サラ系0000  120000000000000000000８６万上１００万未満　　　　　　　　　　　　　　　　　　　　140000002300    00010000000030000000170000001300000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121230300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,2,3,7,12,10,6,4,9,5,1,8                                            2011,2,3,7,12,10,6,4,9,1,5,8                                            302,7,1,10,11,4,12,9,6,3,5,8                                            4010,7,1,4,2,6,9,11,12,5,3,8                                            0
RAA20121122201211214207030860000埼玉県畜産会長賞　Ｃ１五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     埼玉県畜産会長賞　Ｃ埼玉県畜産会埼玉県0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001200000003600000020400000156000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,1,3,11,8,2,12,6,7,10,4                                            205,9,1,3,8,11,6,12,2,(7,10),4                                          305,9,3,8,11,1,6,12,7,10,4,2                                            405,8,9,6,11,3,1,7,10,12,4,2                                            0
RAA20121124201211234207050480000サラ系一般　Ｃ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ３二　サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0000800000002400000013600000104000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,11,1,8,9,6,10,4,3,7,5                                               202,1,11,6,8,10,4,9,3,7,5                                               302,6,1,4,11,8,10,7,5,3,9                                               402,6,4,1,7,8,10,3,5,11,9                                               0
