RAA20121213201212125412030360000Ｃ３－９　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－９　Ｃ３　　　Ｃ３－９　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000009000000023000000110000000800000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080808103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(2,3,6),8,1,5,7,4                                                     202,(3,6),8,1,5,4,7                                                     303,(2,6),8,1,5,4,7                                                     403,6,8,2,1,4,5,7                                                       0
RAA20121213201212125412030660000Ｃ３－６　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－６　Ｃ３　　　Ｃ３－６　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,6,5,2,(3,10),7,9,4                                                201,8,6,5,3,2,10,7,9,4                                                  301,8,6,5,3,(2,10),9,7,4                                                401,6,8,3,(2,5,9),10,7,4                                                0
RAA20121206201212055412011260000ファイナルレース　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ファイナルレース　Ｃファイナルレファイ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,(1,3),6,8,9,2,5,7,11,10                                             204,1,3,6,5,8,9,2,11,7,10                                               304,3,8,1,6,(7,9),5,2,11,10                                             408,3,4,6,(7,9),1,11,2,10,5                                             0
RAA20121225201212245413020240000Ｃ２－４　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２－４　Ｃ２　　　Ｃ２－４　ＣＣ２－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,(1,7,8),4,5,(6,11),2                                             209,10,(1,8),7,4,5,6,2,11                                               309,(8,10),(1,7),5,4,6,(2,11)                                           409,(8,10),5,(1,7),4,(2,6),11                                           0
RAA20121210201212095412021020000徳島県うずしお特別　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          徳島県うずしお特別　徳島県うずし徳島県0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000120000000300000001500000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,(4,9),6,2,5,(1,10),3                                              207,8,(4,9),6,1,(2,5),10,3                                              307,9,(4,6,8),1,5,10,2,3                                                407,(6,9),4,10,1,8,5,2,3                                                0
RAA20121217201212165412040820000Ｃ２イ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ２イ　　　　　　　Ｃ２イ　　　Ｃ２イ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,7,10,2,6,5,3,4,9,1                                                  208,7,10,(2,6),3,5,4,9,1                                                307,10,8,(2,6),(3,5),4,9,1                                              4010,7,2,(3,6),4,5,(8,9),1                                              0
RAA20121224201212235413010420000Ｃ１－２　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ１－２　Ｃ１　　　Ｃ１－２　ＣＣ１－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000100000000250000001200000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909081040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,(2,9),(4,7),1,3,6,5                                                 208,9,2,(4,7),1,3,6,5                                                   308,9,(2,7),1,4,6,3,5                                                   409,8,7,2,1,6,5,3                                                       0
RAA20121213201212125412030760000Ｃ３－５　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     Ｃ３－５　Ｃ３　　　Ｃ３－５　ＣＣ３－0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000090000000230000001100000008000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,9,4,10,6,8,1,5,2                                                  203,7,4,9,10,2,6,8,5,1                                                  303,7,9,4,2,10,8,6,1,5                                                  407,3,9,2,4,10,1,8,6,5                                                  0
RAA20121225201212245413020640000聖夜きよしこの夜特別　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          聖夜きよしこの夜特別聖夜きよしこ聖夜き0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000120000000300000001500000010000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,(6,8),12,9,2,11,5,3,10,4                                          201,7,6,8,12,(2,9),5,11,3,10,4                                          301,(2,6,8),7,(5,12),9,11,3,10,4                                        401,8,5,2,7,(4,12),3,11,10,9,6                                          0
