RAA20120702201207013605021020000ウイナーＣ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ウイナーＣ　　　　　ウイナーＣ　ウイナ0000E 120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0001500000003000000015000000105000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,4,6,10,3,11,1,5,2,8                                               207,9,4,6,10,3,2,11,1,5,8                                               307,9,4,11,10,2,5,6,1,3,8                                               407,9,2,10,4,1,11,5,3,8,6                                               0
RAA20120712201207073605040810000大根草レース３歳Ｃ１三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          大根草レース３歳Ｃ１大根草レース大根草0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000190000000380000001900000014000000050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808084040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,2,7,(1,4,8),6,5                                                     203,2,1,7,4,8,6,5                                                       303,2,1,7,8,4,(5,6)                                                     403,1,2,7,8,6,4,5                                                       0
RAA20120708201207073605040110000２歳　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                            ２歳　　　　　　　　２歳　　　　２歳　0000  110000000000000000000サラ系２歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909094040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,2,(3,8),5,9,4,1                                                   206,7,(2,3),5,4,8,9,1                                                   306,(3,7),2,5,8,4,9,1                                                   406,7,3,2,5,4,8,1,9                                                     0
RAA20120709201207083605050420000ファーストステップ２歳新馬戦　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TWO-YEAR-OLD NEWCOMER                                                                                                                                                                                                                                                                                                                                                   ファーストステップ２ファーストスファー0000  110000000000000000000サラ系２歳　新馬　　　　　　　　　　　　　　　　　　　　　　085000002400    0001500000003000000015000000105000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307,5,2,1,4,6,3                                                         407,5,2,1,4,6,3                                                         00                                                                      00                                                                      0
RAA20120712201207083605050320000３歳Ｃ２一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳Ｃ２一組　　　　３歳Ｃ２一組３歳Ｃ0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　130000002400    000016000000032000000160000001200000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090909104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(7,9),1,4,2,6,5,3,8                                                   201,7,9,4,6,2,5,8,3                                                     301,9,6,(4,7),5,8,2,3                                                   401,6,9,5,4,8,7,2,3                                                     0
