RAA20120507201205053603020810000３歳Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          ３歳Ｂ１　　　　　　３歳Ｂ１　　３歳Ｂ0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000320000000640000003200000023000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,9,6,1,10,8,7,2,4                                                  203,5,9,1,6,10,8,7,4,2                                                  309,3,6,7,1,10,5,2,4,8                                                  403,9,6,1,10,7,2,5,4,8                                                  0
RAA20120507201205063603031120000砂鉄川レースＢ１一組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     砂鉄川レースＢ１一組砂鉄川レース砂鉄川0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000270000000540000002700000019000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010104040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,5,9,6,3,7,8,2,10                                                  201,4,5,6,3,9,8,7,2,10                                                  301,4,5,3,6,7,8,2,9,10                                                  405,1,4,3,6,8,7,2,10,9                                                  0
