RAA20180717201807165508020840000えびの特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          えびの特別（中央交流えびの特別（えびの0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0005000000015000000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,3,5,6,2,1,9,8,7                                                     204,3,5,2,1,6,9,8,7                                                     304,1,5,3,2,6,9,7,8                                                     401,4,2,9,5,7,3,8,6                                                     0
RAA20180717201807165508020940000大隅特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          大隅特別（中央交流）大隅特別（中大隅特0000E 130004000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0005000000015000000050000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,5,9,6,8,2,3,4,1                                                     207,5,9,2,6,8,3,4,1                                                     307,5,9,2,6,3,8,4,1                                                     407,9,2,5,3,6,4,8,1                                                     0
RAA20180709201807085507041120000佐賀王冠賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SAGA OKAN SHO                                                                                                                                                                                                                                                                                                                                                           佐賀王冠賞　　　　　佐賀王冠賞　佐賀王0000D 130004000000000000000サラ系３歳上　ＯＰ　　　　　　　　　　　　　　　　　　　　　200000002400    0002500000007500000025000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909094030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,9,6,5,3,1,7,8,2                                                     204,9,6,5,1,3,7,8,2                                                     304,9,6,5,1,3,7,8,2                                                     404,9,6,1,7,5,3,8,2                                                     0
