RAA20180308201803074721010960000つくし賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          つくし賞（中央交流）つくし賞（中つくし0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000390000000980000003900000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,3,10,7,9,1,6,8,5,4                                                  202,3,7,10,9,1,8,6,4,5                                                  302,3,10,7,1,8,9,(4,6),5                                                402,3,(7,8),1,10,4,9,(5,6)                                              0
RAA20180308201803074721011160000春蘭特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          春蘭特別（中央交流）春蘭特別（中春蘭特0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002400    0000440000001100000004400000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,5,8,2,4,10,1,7,3                                                  206,9,5,8,2,4,10,1,7,3                                                  306,8,9,5,2,4,10,1,7,3                                                  406,8,5,9,2,4,10,1,7,3                                                  0
RAA20180322201803204721041050000盛春賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          盛春賞（中央交流）　盛春賞（中央盛春賞0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000390000000980000003900000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,10,3,(1,8),(4,7),5,6                                              202,9,10,3,8,1,7,5,4,6                                                  302,9,10,8,5,3,7,1,4,6                                                  402,(8,9,10),5,3,7,1,4,6                                                0
RAA20180310201803094721031180000ヒヤシンス特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ヒヤシンス特別　Ｃ１ヒヤシンス特ヒヤシ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    00002400000005600000024000000170000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101010300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,4,(3,8),1,9,2,5,7,6                                                2010,4,3,8,9,1,(2,5),7,6                                                3010,4,3,8,9,1,5,2,7,6                                                  4010,3,4,8,(1,9),5,2,7,6                                                0
RAA20180321201803204721041250000春暖賞　Ａ４Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     春暖賞　Ａ４Ｂ３　　春暖賞　Ａ４春暖賞0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000230000000530000002300000017000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,10,5,(4,8),9,3,6,7                                                201,2,10,4,5,3,8,6,9,7                                                  302,1,10,4,5,3,6,8,9,7                                                  402,4,10,5,1,3,6,7,8,9                                                  0
RAA20180322201803214721051160000日刊スポーツご愛読感謝記念　Ｃ１２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          日刊スポーツご愛読感日刊スポーツ日刊ス0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000220000000510000002200000016000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,10,1,3,2,4,8,5,9,7                                                  206,(1,10),3,2,8,4,5,7,9                                                306,10,3,1,2,(4,5),8,7,9                                                406,10,3,1,2,(4,5),8,7,9                                                0
RAA20180309201803084721020270000サラ系Ｃ１６組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ１６組　　　サラ系Ｃ１６サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,7,9,8,4,10,2,6,5                                                  201,3,7,8,9,4,10,2,6,5                                                  309,1,3,7,4,8,10,6,2,5                                                  409,(1,3),7,4,8,6,10,2,5                                                0
RAA20180323201803224721060970000マックル賞　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     マックル賞　Ｃ２　　マックル賞　マック0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000190000000440000001900000014000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,10,1,4,6,3,7,8,5                                                  202,9,10,1,4,3,6,7,5,8                                                  302,9,4,10,1,6,3,7,5,8                                                  402,9,4,1,6,10,3,5,7,8                                                  0
RAA20180312201803094721030380000サラ系３歳４組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳４組　　　サラ系３歳４サラ系0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000580000002500000018000000130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,2,8,4,7,9,6,3,1                                                  205,10,2,8,4,1,7,6,3,9                                                  3010,8,5,(2,4),7,(1,6),3,9                                              4010,8,5,4,2,1,7,6,3,9                                                  0
RAA20180310201803094721031080000白鷺賞　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     白鷺賞　Ｃ２　　　　白鷺賞　Ｃ２白鷺賞0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000190000000440000001900000014000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,(3,10),1,7,6,4,2                                                  208,9,3,10,1,7,6,2,4                                                    308,9,3,10,1,7,2,4,6                                                    408,9,3,10,1,7,2,4,6                                                    0
