RAA20180321201803204211020650000ツインシャイン特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツインシャイン特別（ツインシャイツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00020000000070000000400000003000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111130300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,6,5,9,3,11,2,7,8,4,1                                               2010,6,9,3,5,11,8,2,7,4,1                                               3010,6,9,3,5,11,2,8,7,1,4                                               4010,6,9,3,5,2,7,8,1,4,11                                               0
RAA20180323201803224211040670000ツインアタック特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               ツインアタック特別（ツインアタッツイン0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0002000000007000000040000000300000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211112030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,2,12,9,1,10,8,6,7,11,5                                              203,12,9,2,8,10,1,6,7,11,5                                              303,12,8,2,9,1,10,6,5,7,11                                              403,8,5,9,12,2,1,10,11,7,6                                              0
RAA20180323201803224211041070000マルチフレンド特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          マルチフレンド特別（マルチフレンマルチ0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0004000000014000000080000000600000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,11,2,7,3,12,1,10,8,9,4,6                                            205,11,2,3,7,12,1,10,6,9,8,4                                            305,11,2,7,10,9,3,4,1,6,8,12                                            405,10,11,7,9,2,1,4,6,8,3,12                                            0
RAA20180324201803234211050980000幸手市観光協会会長賞　Ｂ３四　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     幸手市観光協会会長賞幸手市観光協幸手市0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001700000005950000034000000255000001700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,10,7,1,4,12,3,9,5,6,11,8                                            202,7,10,1,4,12,3,9,5,8,6,11                                            302,7,4,1,10,12,3,5,9,8,6,11                                            402,4,7,1,12,5,3,10,8,9,6,11                                            0
RAA20180321201803204211020450000サラ系一般　Ｃ２六七　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２六七サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003500000020000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,10,1,2,5,11,4,6,8,3                                               207,9,10,1,2,5,11,4,6,8,3                                               307,9,11,10,2,5,1,6,4,8,3                                               409,7,11,2,5,6,4,8,10,1,3                                               0
RAA20180322201803214211030960000春陽特別　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          春陽特別　Ｃ２二　　春陽特別　Ｃ春陽特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001600000005600000032000000240000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212125040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,1,3,9,7,4,10,5,8,12,6,11                                            202,1,3,7,4,9,5,10,12,8,6,11                                            302,1,3,4,7,9,5,12,10,8,6,11                                            402,1,3,4,7,6,9,8,5,11,10,12                                            0
RAA20180320201803194211010840000北区菜の花と盆栽のまち記念　Ｃ２四五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     北区菜の花と盆栽のま北区菜の花と北区菜0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003500000020000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,1,10,3,12,4,2,7,9,6,11                                            205,8,10,1,3,2,4,12,6,9,7,11                                            305,8,10,3,12,7,1,4,6,2,9,11                                            405,3,8,10,12,6,7,1,4,2,11,9                                            0
RAA20180320201803194211010240000サラ系３歳　二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　二　　　サラ系３歳　サラ系0000  120000000000000000000１７０万上３１１万未満　　　　　　　　　　　　　　　　　　　140000002300    0001200000004200000024000000180000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,1,5,11,3,9,6,4,2,10                                               207,8,1,5,11,3,9,6,4,2,10                                               307,8,4,5,1,9,11,3,6,10,2                                               407,4,8,5,9,1,3,6,10,11,2                                               0
RAA20180320201803194211010740000サラ系一般　Ｃ２四五　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系一般　Ｃ２四五サラ系一般　サラ系0000  000000000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    00010000000035000000200000001500000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121220200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,3,2,10,4,8,9,1,12,6,5,7                                            2011,3,2,10,4,8,9,1,12,6,7,5                                            3011,3,2,4,10,1,9,6,12,8,7,5                                            4011,2,1,4,3,6,12,9,10,7,8,5                                            0
RAA20180323201803224211040970000幸手ハッピーハンド賞　Ｃ２１１１２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     幸手ハッピーハンド賞幸手ハッピー幸手ハ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    0001000000003500000020000000150000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001211111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,10,7,12,11,1,6,5,8,9,4                                              203,10,12,7,1,11,6,5,8,9,4                                              3010,3,12,6,11,5,8,9,7,1,4                                              4010,3,6,12,5,11,1,8,9,4,7                                              0
