RAA20180510201805094703021060000木曽川特別（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          木曽川特別（中央交流木曽川特別（木曽川0000E 000002000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000440000001100000004400000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,9,1,3,8,2,4,6,5                                                     207,9,1,3,2,4,8,6,5                                                     307,9,2,1,3,4,8,6,5                                                     407,2,1,9,4,3,8,6,5                                                     0
RAA20180511201805104703030870000揖斐川賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          揖斐川賞（中央交流）揖斐川賞（中揖斐川0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000390000000980000003900000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,7,3,9,6,8,2,1                                                     204,5,7,6,3,2,9,1,8                                                     304,5,7,3,6,1,2,9,8                                                     404,5,7,6,3,2,1,8,9                                                     0
RAA20180531201805304704020960000若鮎賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          若鮎賞（中央交流）　若鮎賞（中央若鮎賞0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000390000000980000003900000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,7,2,8,3,9,6,1                                                     204,5,2,7,3,8,9,6,1                                                     304,5,7,2,8,9,3,6,1                                                     405,4,7,3,2,6,9,8,1                                                     0
RAA20180601201805314704030270000サラ系３歳５組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳５組　　　サラ系３歳５サラ系0000  120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000580000002500000018000000130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,8,3,2,4,1,6                                                       205,7,8,3,2,4,1,6                                                       305,7,8,3,2,4,(1,6)                                                     405,7,3,2,8,4,6,1                                                       0
