RAA20180515201805143502030940000アメジスト賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               アメジスト賞（中央交アメジスト賞アメジ0000E 120004000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000002300    0001000000002300000013000000090000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302,8,10,5,4,7,6,9,3,1                                                  40(2,8),10,4,5,6,9,7,3,1                                                00                                                                      00                                                                      0
RAA20180515201805143502031040000アンタレス賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          アンタレス賞（中央交アンタレス賞アンタ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000001100    0001000000002300000013000000090000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,10,2,9,4,8,1,5,3                                                  206,7,2,10,1,4,9,8,3,5                                                  306,10,(2,9),1,5,7,8,3,4                                                406,10,2,1,9,8,5,3,4,7                                                  0
RAA20180529201805283503031040000カシオペア賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          カシオペア賞（中央交カシオペア賞カシオ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000001100    0001000000002300000013000000090000000500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001009091100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,9,10,2,1,(6,8),4,7                                                  203,9,10,2,1,6,8,4,7                                                    303,9,10,6,1,8,4,7,2                                                    40(3,9),10,8,1,6,4,7,2                                                  0
RAA20180522201805213502061240000ＯＲＯターフ特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP OP)                                                                                                                                                                                                                                                                                                                                       ＯＲＯターフ特別　　ＯＲＯターフＯＲＯ0000E 000002000000000000000サラ系一般　ＯＰ　　　　　　　　　　　　　　　　　　　　　　170000001100    0000850000001960000011000000077000000420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,7,1,3,9,6,2,4                                                     205,8,7,1,3,6,9,2,4                                                     30(5,8),7,1,2,9,6,3,4                                                   408,1,7,5,(2,9),(4,6),3                                                 0
RAA20180513201805123502011010000はまなす賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　OPEN(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                    はまなす賞　　　　　はまなす賞　はまな0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    0001500000003450000019500000135000000750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212122100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305,10,11,6,4,7,8,(1,3,12),2,9                                          405,10,11,6,8,4,1,12,3,7,2,9                                            00                                                                      00                                                                      0
RAA20180528201805273503021220000サファイア賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　OPEN(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                                    サファイア賞　　　　サファイア賞サファ0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　240000001100    0001500000003450000019500000135000000750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,8,1,3,2,4,5,6                                                       207,8,3,1,4,2,5,6                                                       307,8,3,1,4,2,6,5                                                       40(7,8),1,3,4,2,5,6                                                     0
RAA20180513201805123502011110000フリルサンセット賞　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     フリルサンセット賞　フリルサンセフリル0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000001100    0000350000000810000004500000032000000170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303,9,1,2,8,5,6,4,7                                                     409,3,1,2,8,4,5,7,6                                                     00                                                                      00                                                                      0
RAA20180527201805263503011110000ヤマボウシ賞　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ヤマボウシ賞　Ｂ２　ヤマボウシ賞ヤマボ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　170000001100    0000350000000810000004500000032000000170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,7,2,8,6,9,11,5,10,4                                               201,3,7,2,8,6,9,11,5,10,4                                               301,3,7,(8,11),2,9,6,10,5,4                                             403,11,(1,2,8),(5,6,9),7,4,10                                           0
