RAA20180126201801254718040970000冬将軍賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          冬将軍賞（中央交流）冬将軍賞（中冬将軍0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000390000000980000003900000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,8,4,6,9,5,2,1                                                     203,7,4,8,6,9,5,2,1                                                     303,7,4,8,6,5,2,9,1                                                     407,4,6,(3,5),2,9,8,1                                                   0
RAA20180110201801094717011250000新春特別　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          新春特別　Ｂ１　　　新春特別　Ｂ新春特0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000310000000720000003100000022000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,7,1,6,9,5,2,4,3                                                  208,10,1,7,6,9,2,5,4,3                                                  307,5,10,3,9,1,8,6,4,2                                                  40(3,5,7),9,1,10,6,4,8,2                                                0
RAA20180110201801094717010750000サラ系Ｃ２３組　Ｃ２３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２３組　Ｃ２サラ系Ｃ２３サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909093040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,5,4,9,6,2,8,3                                                     201,(4,7),5,9,6,2,8,3                                                   301,4,5,9,7,2,6,8,3                                                     401,4,9,5,2,6,(7,8),3                                                   0
RAA20180124201801234718021050000若草特別　Ｃ１６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          若草特別　Ｃ１６　　若草特別　Ｃ若草特0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000220000000510000002200000016000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,2,3,4,1,(7,10),5,6,9                                                208,3,2,4,10,1,5,7,6,9                                                  303,10,(2,9),5,4,(6,8),1,7                                              4010,9,3,5,2,6,4,1,7,8                                                  0
RAA20180111201801104717020260000サラ系Ｃ１８組　Ｃ１８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ１８組　Ｃ１サラ系Ｃ１８サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,9,2,1,7,8,6,4                                                     203,5,9,1,2,7,8,6,4                                                     303,7,9,2,1,5,6,8,4                                                     403,7,9,1,2,5,6,8,4                                                     0
RAA20180112201801114717031070000ガーネット特別　Ｃ１５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ガーネット特別　Ｃ１ガーネット特ガーネ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000220000000510000002200000016000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,8,9,6,7,3,4,2,1                                                     205,8,9,6,4,7,3,2,1                                                     308,9,5,3,7,1,6,4,2                                                     409,3,8,7,(1,5),2,4,6                                                   0
RAA20180124201801234718020250000サラ系Ｃ２１組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２１組　　　サラ系Ｃ２１サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808081030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,7,8,1,4,2,5                                                       203,6,7,8,1,4,2,5                                                       306,3,7,8,4,2,5,1                                                       406,7,3,4,8,5,2,1                                                       0
RAA20180126201801254718041170000初花月特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          初花月特別　Ｃ１　　初花月特別　初花月0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000240000000560000002400000017000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,10,6,9,1,8,3,5,7                                                  202,4,10,6,(1,9),8,3,5,7                                                302,4,9,10,8,5,1,3,6,7                                                  402,4,9,8,10,5,3,1,7,6                                                  0
RAA20180126201801254718041070000ゴールドジュニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　GOLD JUNIOR                                                                                                                                                                                                                                                                                                                                                             ゴールドジュニア　　ゴールドジュゴール0000D 120002000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　160000002400    0002000000005000000022000000120000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,1,4,3,6,5,10,7                                                  202,8,(1,9),4,3,6,5,10,7                                                302,9,1,3,8,4,6,5,10,7                                                  409,2,3,1,8,5,(4,10),6,7                                                0
RAA20180111201801104717020460000サラ系Ｃ９組　Ｃ９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ９組　Ｃ９　サラ系Ｃ９組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,2,3,5,(4,9),6,(7,8)                                                 201,2,3,4,5,9,6,7,8                                                     301,3,5,9,2,4,6,7,8                                                     401,3,9,5,2,4,6,7,8                                                     0
RAA20180125201801244718030660000サラ系Ｃ９組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ９組　　　　サラ系Ｃ９組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908082020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,1,5,7,6,2,8,9                                                       203,1,7,5,2,6,8,9                                                       303,1,7,5,8,6,2,9                                                       401,3,5,7,8,6,9,2                                                       0
RAA20180123201801224718010140000サラ系Ｃ３０組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ３０組　　　サラ系Ｃ３０サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　080000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305,7,6,8,3,9,2,4                                                       405,7,6,3,8,9,(2,4)                                                     00                                                                      00                                                                      0
RAA20180125201801244718030760000サラ系Ｂ５組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｂ５組　　　　サラ系Ｂ５組サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000190000000440000001900000014000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808072020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,7,(1,8),4,6,2                                                     203,5,1,7,4,8,6,2                                                       307,8,3,4,1,5,6,2                                                       407,8,4,6,(1,3),5,2                                                     0
RAA20180110201801094717010450000サラ系Ｃ２６組　Ｃ２６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２６組　Ｃ２サラ系Ｃ２６サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808083040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,8,2,3,7,1,6                                                       204,5,8,2,3,1,7,6                                                       304,5,8,2,3,1,7,6                                                       40(4,5),2,8,3,1,7,6                                                     0
RAA20180123201801224718010540000向日葵・ゆき☆お誕生日記念　Ｃ２６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     向日葵・ゆき☆お誕生向日葵・ゆき向日葵0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808082010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,8,6,3,1,4,5                                                       202,7,8,1,6,3,(4,5)                                                     307,(2,6),5,8,3,4,1                                                     407,6,5,2,3,8,4,1                                                       0
RAA20180123201801224718010440000サラ系Ｃ２７組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２７組　　　サラ系Ｃ２７サラ系0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000420000001800000013000000090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,4,8,3,1,5,6,9,2                                                     207,4,3,8,1,5,6,9,2                                                     307,4,3,8,(1,5),6,2,9                                                   407,3,(1,4,6,8),5,2,9                                                   0
